rougher	episode,	episode,
eliminates	also,	custody
eliminate	!	!
eliminated	!	!
eliminates	champion	champion
preserved	religion.	religion.
preserve	extant	extant
preserves	anniversary	anniversary
preserve	!	!
preserved	!	!
preserves	variables	improvements
kept	weak	weak
keep	busy	busy
keeps	weak	weak
keep	involved.	serbian
kept	1904,	1904,
keeps	busy	busy
sought	detained	detained
seek	utilize	utilize
seeks	diversity	weak
seek	establish	iii.
sought	refugee	refugee
seeks	mode	mode
moved	instituted	captained
move	warrior	warrior
moves	deer	deer
move	signing	signing
moved	wounded	signing
moves	delaware	delaware
believed	thoughts	thoughts
believe	belief	belief
believes	world.	world.
believe	church.	church.
believed	church.	church.
believes	observe	frequency
returned	68	68
return	room	room
returns	gordon	gordon
return	denis	denis
returned	wounded	travelled
returns	drop	lack
worked	thirty	thirty
work	spur	spur
works	edgar	edgar
work	signing	signing
worked	spanning	spanning
works	venues	venues
developed	studies,	studies,
develop	devices	devices
develops	studies,	studies,
develop	metric	metric
developed	johann	johann
develops	technology,	technology,
reached	composer	composer
reach	peak	peak
reaches	2nd	2nd
reach	sacramento	sacramento
reached	sacramento	sacramento
reaches	shocked	peak
extended	retained	retained
extend	infrastructure	infrastructure
extends	length.	length.
extend	recommendations	recommendations
extended	asserted	asserted
extends	turns	turns
raised	exclusive	exclusive
raise	hoped	levels.
raises	exclusive	exclusive
raise	!	!
raised	!	!
raises	sits	sits
built	businessman	businessman
build	infrastructure	infrastructure
builds	shed	shed
build	!	!
built	!	!
builds	building,	building,
promoted	advancement	composer
promote	infrastructure	infrastructure
promotes	u	trade.
promote	reduction	reduction
promoted	procedures	editor-in-chief
promotes	cooper	cooper
paid	trial,	trial,
pay	legends	legends
pays	fees	fees
pay	copyright	privately
paid	copyright	copyright
pays	pays	pays
celebrated	fame.	fame.
celebrate	"super	"super
celebrates	"one	"one
celebrate	!	!
celebrated	!	!
celebrates	bat	bat
developed	demonstrate	demonstrate
develop	applications,	applications,
develops	universities,	universities,
develop	description	description
developed	pages	pages
develops	xbox	workshop
took	photographic	photographic
take	meant	meant
takes	jessica	jessica
take	told	30,000
took	vienna,	vienna,
takes	meant	meant
avoided	coordinated	coordinated
avoid	meant	meant
avoids	agents	agents
avoid	!	!
avoided	!	!
avoids	surfaces	surfaces
knew	believed	believed
know	"i	"i
knows	!	!
know	weapon	weapon
knew	boy,	earth,
knows	!	!
brought	für	für
bring	to.	to.
brings	!	!
bring	protect	protect
brought	college.	college.
brings	!	!
discussed	mosque	mosque
discuss	approval	approval
discusses	!	!
discuss	"great	"great
discussed	"great	"great
discusses	!	!
sold	shipped	shipped
sell	ingredients	ingredients
sells	!	!
sell	trust	beck
sold	architect	architect
sells	!	!
followed	avenue.	appearing
follow	approval	approval
follows	!	!
follow	ss	ss
followed	pioneering	pioneering
follows	!	!
met	wickets	wickets
meet	donation	many
meets	!	!
meet	helps	helps
met	moves	moves
meets	!	!
needed	better	better
need	option	option
needs	!	!
need	protect	protect
needed	learn	learn
needs	!	!
studied	galleries	galleries
study	professor	professor
studies	!	!
study	medicine.	medicine.
studied	historically	historically
studies	!	!
ended	wickets	wickets
end	weber	weber
ends	!	!
end	protect	protect
ended	ritual	ritual
ends	!	!
changed	wickets	wickets
change	prescribed	prescribed
changes	!	!
change	protect	protect
changed	invention	invention
changes	!	!
increased	management,	management,
increase	black,	black,
increases	economy	economy
increase	yield	videos
increased	environment,	environment,
increases	load	load
seemed	similarly,	similarly,
seem	suspect	suspect
seems	symbolic	chaos
seem	ruins	ruins
seemed	douglas	douglas
seems	expert	expert
provided	tool	tool
provide	revival	revival
provides	complicated	complicated
provide	programs.	programs.
provided	programs.	programs.
provides	useful	useful
determined	determining	merit
determine	black,	black,
determines	determining	determining
determine	!	!
determined	!	!
determines	nervous	nervous
felt	similarly,	similarly,
feel	revival	revival
feels	i've	true
feel	night"	night"
felt	allmusic	allmusic
feels	shoulder	shoulder
earned	1950.	1950.
earn	master's	master's
earns	pupils	pupils
earn	!	!
earned	!	!
earns	meal	meal
helped	set.	set.
help	humanity	broken
helps	decides	decides
help	k.	k.
helped	arm	k.
helps	exposed	eddie
lived	set.	set.
live	rented	rented
lives	peaceful	existence.
live	foundation,	foundation,
lived	slovak	slovak
lives	rented	rented
became	slovak	slovak
become	east.	grow
becomes	sees	affairs.
become	consider	gods
became	starts	starts
becomes	but,	but,
had	1950.	1950.
have	torture	torture
has	existence.	existence.
have	webb	webb
had	"old	"old
has	relationship.	relationship.
looked	finds	finds
look	were,	were,
looks	narrator	narrator
look	screening	screening
looked	screening	screening
looks	found,	found,
lived	shows.	shows.
live	older.	older.
lives	junction	comic
live	achieving	achieving
lived	1895,	1895,
lives	realizes	realizes
protected	danger	danger
protect	38	38
protects	factors	promises
protect	!	!
protected	!	!
protects	gmina	found,
returned	exile	exile
return	diagnosed	diagnosed
returns	o.	o.
return	amazing	amazing
returned	2004.	2004.
returns	realizes	realizes
sought	abolished	abolished
seek	respond	respond
seeks	girl,	comic
seek	impose	impose
sought	world.	world.
seeks	respond	respond
allowed	compensation	compensation
allow	show,	acre
allows	common.	common.
allow	barely	barely
allowed	keeping	keeping
allows	hears	hears
extended	sides.	sides.
extend	ending	ending
extends	investments	investments
extend	restaurants	restaurants
extended	dorsal	dorsal
extends	ending	ending
seemed	extremely	extremely
seem	when,	when,
seems	extremely	extremely
seem	evil	evil
seemed	fly	fly
seems	felt	felt
needed	extremely	extremely
need	syndicated	syndicated
needs	extremely	extremely
need	indirect	indirect
needed	insufficient	insufficient
needs	that.	that.
said	describe	describe
say	aired	aired
says	conflict.	conflict.
say	english.	english.
said	money,	deciding
says	hears	/
got	jobs	times",
get	go	go
gets	gets	gets
get	ordered	ordered
got	evening	evening
gets	processes	processes
asked	aunt	none
ask	ask	ask
asks	feared	feared
ask	bruno	bruno
asked	(footballer)	(footballer)
asks	feared	feared
studied	m.a.	tribe
study	interact	interact
studies	theory,	theory,
study	workshops	workshops
studied	bachelor's	m.a.
studies	feared	feared
preserved	hopkins	hopkins
preserve	metropolitan	metropolitan
preserves	caves	caves
preserve	!	!
preserved	!	!
preserves	"x"	remarkable
saw	ideology	ideology
see	bruno	manufacturers
sees	gets	gets
see	bruno	bruno
saw	m.a.	m.a.
sees	referendum	quantum
left	dispatched	dispatched
leave	filled	filled
leaves	sick	sick
leave	confirm	confirm
left	afternoon	afternoon
leaves	pressing	pressing
eliminated	imprisoned	imprisoned
eliminate	13th	13th
eliminates	confronted	confronted
eliminate	!	!
eliminated	!	!
eliminates	hypothesis	hypothesis
decided	didn't	approval
decide	it’s	future,
decides	hire	hire
decide	discovering	discovering
decided	afternoon	afternoon
decides	diet	diet
preserved	previously,	previously,
preserve	specimen	specimen
preserves	beds	beds
preserve	!	!
preserved	!	!
preserves	specimen	specimen
led	brigadier	brigadier
lead	importance	importance
leads	beds	beds
lead	anything	anything
led	forcing	forcing
leads	fusion	fusion
extended	wheels	command,
extend	etc.)	comparing
extends	border.	border.
extend	constitutional	constitutional
extended	philadelphia.	philadelphia.
extends	turns	turns
came	it's	it's
come	willie	willie
comes	it's	it's
come	(though	(though
came	incumbent	incumbent
comes	innings	"b"
received	us.	us.
receive	testimony	testimony
receives	km	km
receive	26th	26th
received	26th	26th
receives	pipeline	pipeline
started	à	à
start	woman's	woman's
starts	ordered	ordered
start	reunited	lighter
started	incumbent	incumbent
starts	x	x
recognized	us.	us.
recognize	1906.	1906.
recognizes	involve	brussels
recognize	expertise	expertise
recognized	philadelphia.	philadelphia.
recognizes	1906.	1906.
increased	economy	economy
increase	reduced	reduced
increases	economy	economy
increase	calcium	180
increased	calls	calls
increases	reduced	reduced
proved	wagner	wagner
prove	battery	battery
proves	theorem	theorem
prove	!	!
proved	!	!
proves	airborne	airborne
raised	traveled	traveled
raise	sank	sank
raises	turn,	turn,
raise	!	!
raised	!	!
raises	crater	crater
determined	solved	wagner
determine	results.	results.
determines	whether	whether
determine	!	!
determined	!	!
determines	results.	results.
became	wagner	wagner
become	constituent	organizing
becomes	freelance	freelance
become	"so	"so
became	contest.	contest.
becomes	car.	car.
resolved	extensions	extensions
resolve	(1)	(1)
resolves	!	!
resolve	save	save
resolved	semifinal	semifinal
resolves	!	!
won	3–2	3–2
win	winning	winning
wins	!	!
win	midwest	midwest
won	entered	entered
wins	!	!
joined	1926,	1926,
join	expeditionary	expeditionary
joins	!	!
join	protect	protect
joined	moves	moves
joins	!	!
saw	luck	luck
see	control.	control.
sees	!	!
see	protect	protect
saw	extensions	extensions
sees	!	!
developed	rican	rican
develop	functions	functions
develops	!	!
develop	protect	protect
developed	protect	protect
develops	!	!
tried	believing	believing
try	thrown	thrown
tries	convinced	convinced
try	balanced	balanced
tried	bat	bat
tries	mile	attack,
looked	phoenix	information,
look	thrown	thrown
looks	future,	future,
look	chess	chess
looked	monitoring	monitoring
looks	everyone	everyone
determined	medal.	medal.
determine	bacteria	bacteria
determines	"p"	"p"
determine	!	!
determined	!	!
determines	follows	attack,
took	hoped	hoped
take	unified	unified
takes	analysis,	analysis,
take	greenwich	greenwich
took	village.	november,
takes	mile	names.
said	long,	long,
say	unlikely	unlikely
says	feels	feels
say	carl	carl
said	andré	andré
says	systematic	systematic
lived	rejoined	rejoined
live	castle.	castle.
lives	perform	perform
live	producer.	producer.
lived	dividing	dividing
lives	(from	parents,
paid	teacher,	teacher,
pay	improve	dollar
pays	payments	sun,
pay	review	review
paid	deal.	deal.
pays	standard.	report,
raised	dame	teacher,
raise	hoped	hoped
raises	dame	dame
raise	!	!
raised	!	!
raises	hoped	hoped
was	teacher,	teacher,
be	high-profile	high-profile
is	colombia	colombia
be	watershed	patron
was	opposition.	opposition.
is	competitive	competitive
found	teacher,	teacher,
find	high-profile	high-profile
finds	beth	beth
find	photos	loyal
found	cool	seventeen
finds	derivative	derivative
produced	aluminum	aluminum
produce	nitrogen	nitrogen
produces	!	!
produce	subscription	subscription
produced	licensed	licensed
produces	!	!
opened	withdrew	was,
open	priory	trains
opens	!	!
open	drives	drives
opened	drives	drives
opens	!	!
remained	relocated	relocated
remain	zhang	zhang
remains	!	!
remain	priory	priory
remained	survived	survived
remains	!	!
ensured	revival	revival
ensure	admits	admits
ensures	!	!
ensure	agrees	agrees
ensured	factory	factory
ensures	!	!
said	traced	traced
say	seeing	seeing
says	!	!
say	thinks	thinks
said	thinks	survived
says	!	!
won	2012–13	2012–13
win	presidential	winston
wins	!	!
win	continually	continually
won	side	continually
wins	!	!
joined	include	include
join	battle.	battle.
joins	!	!
join	mountain,	mountain,
joined	protect	protect
joins	!	!
remained	launch	launch
remain	troubled	troubled
remains	!	!
remain	danger	danger
remained	cellular	cellular
remains	!	!
showed	espn	espn
show	wonder	unaware
shows	!	!
show	supernatural	supernatural
showed	preservation	preservation
shows	!	!
reduced	length.	length.
reduce	brings	brings
reduces	!	!
reduce	factors	factors
reduced	cellular	cellular
reduces	!	!
won	all-time	all-time
win	craig	craig
wins	!	!
win	asylum	learn
won	notion	notion
wins	!	!
paid	inserted	inserted
pay	trustees	trustees
pays	!	!
pay	learn	learn
paid	expressions	expressions
pays	!	!
gave	let	let
give	goal,	goal,
gives	!	!
give	avoiding	avoiding
gave	descriptions	descriptions
gives	!	!
saved	let	let
save	ally	ally
saves	!	!
save	trapped	trapped
saved	memories	memories
saves	!	!
changed	inserted	inserted
change	trustees	trustees
changes	!	!
change	resources	resources
changed	detailed	detailed
changes	!	!
stayed	wet	wet
stay	detect	detect
stays	father	father
stay	!	!
stayed	!	!
stays	collins	museum,
joined	cox	cox
join	united.	united.
joins	trip	cultures
join	norman	norman
joined	went	carolina,
joins	downtown	african
created	gather	gather
create	format	format
creates	similar	similar
create	quantity	quantity
created	nature.	nature.
creates	mrs.	mrs.
ran	maurice	maurice
run	intersection	intersection
runs	cars	cars
run	hits,	hits,
ran	limited	limited
runs	driver	+
found	seeks	seeks
find	museums	museums
finds	beth	seeks
find	corps,	corps,
found	ground,	ground,
finds	museums	museums
proved	format,	format,
prove	duties.	duties.
proves	writer	writer
prove	!	!
proved	!	!
proves	permanently	permanently
produced	waste	waste
produce	debuted	yielded
produces	writer	writer
produce	weapons,	go
produced	televised	cleveland
produces	ph.d.	ph.d.
eliminated	vacant	vacant
eliminate	reason,	reason,
eliminates	(2)	(2)
eliminate	!	!
eliminated	!	!
eliminates	causing	causing
studied	severe	severe
study	m.a.	degree
studies	ph.d.	ph.d.
study	researchers	law.
studied	universities,	universities,
studies	ph.d.	ph.d.
accommodated	manufactured	manufactured
accommodate	!	!
accommodates	non-families.	dave
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	"el	fought
happen	walk	walk
happens	!	!
happen	wrong	logical
happened	worse	worse
happens	!	!
accommodated	commuter	midland
accommodate	!	!
accommodates	!	!
accommodate	solve	solve
accommodated	causing	causing
accommodates	!	!
worked	"el	"el
work	phd	phd
works	!	!
work	intent	intent
worked	survived	survived
works	!	!
reduced	soils	soils
reduce	increased	increased
reduces	!	!
reduce	logical	logical
reduced	surfaces	surfaces
reduces	!	!
turned	"el	"el
turn	picks	picks
turns	!	!
turn	wrong	wrong
turned	surfaces	surfaces
turns	!	!
raised	charitable	missing
raise	suggestion	suggestion
raises	provisions	revenue
raise	!	!
raised	!	!
raises	stretches	recommended
returned	nascar	nascar
return	season	season
returns	1919.	1919.
return	isn't	hand.
returned	hand.	hand.
returns	apply	apply
told	(,	(,
tell	something	something
tells	(,	(,
tell	arrives	arrives
told	rebecca	rebecca
tells	device	device
saved	threw	threw
save	production,	alcohol
saves	provisions	1919.
save	doug	doug
saved	rbi	rbi
saves	device	device
followed	illinois	illinois
follow	murphy	murphy
follows	populated	populated
follow	(album)	units
followed	reality	reality
follows	capability	regulation
produced	dances	dances
produce	halfway	halfway
produces	daily	daily
produce	cloud	cloud
produced	cloud	cloud
produces	straight	straight
proved	parts,	parts,
prove	institutional	institutional
proves	theorem	question
prove	!	!
proved	!	!
proves	proceeds	proceeds
met	parts,	parts,
meet	conservatory	conservatory
meets	gifts	gifts
meet	date.	date.
met	pink	pink
meets	straight	straight
used	quality	quality
use	loaned	loaned
uses	ends	included:
use	launch	launch
used	container	launch
uses	communicate	communicate
became	contributes	contributes
become	neighborhoods	neighborhoods
becomes	hardy	contributes
become	reconstruction	reconstruction
became	lewis	favorite
becomes	becomes	becomes
proved	rhodes	rhodes
prove	materials.	materials.
proves	finite	finite
prove	!	!
proved	!	!
proves	lucky	lucky
brought	isabella	isabella
bring	reaction	soul
brings	realize	conviction
bring	song.	control,
brought	communities	communities
brings	lucky	lucky
determined	indirect	amended
determine	results.	results.
determines	graph	graph
determine	!	!
determined	!	!
determines	lucky	lucky
decided	referee	du
decide	split	split
decides	pregnant	pregnant
decide	it's	it's
decided	joining	joining
decides	refusing	refusing
followed	participate	participate
follow	nights	local
follows	money.	money.
follow	oriental	oriental
followed	determined	determined
follows	lucky	lucky
resolved	und	und
resolve	seek	seek
resolves	!	!
resolve	purchase	purchase
resolved	trucks	trucks
resolves	!	!
won	losing	champions
win	stefan	stefan
wins	!	!
win	midwest	connecticut.
won	trucks	trucks
wins	!	!
bought	bit	bit
buy	developer	38
buys	!	!
buy	purchase	purchase
bought	trucks	trucks
buys	!	!
studied	philharmonic	inspiration
study	seek	seek
studies	!	!
study	expertise	expertise
studied	trucks	specialty
studies	!	!
liked	english-language	english-language
like	past,	past,
likes	!	!
like	products.	howe
liked	best-selling	best-selling
likes	!	!
eliminated	responsibilities	responsibilities
eliminate	fail	certified
eliminates	!	!
eliminate	dinner	dinner
eliminated	joined	joined
eliminates	!	!
led	collins	collins
lead	act.	act.
leads	!	!
lead	undergo	undergo
led	looking	looking
leads	!	!
ended	1972	1972
end	victim	victim
ends	!	!
end	relationship	cellular
ended	1956,	1956,
ends	!	!
saved	1972	1972
save	feared	feared
saves	!	!
save	manages	manages
saved	trapped	trapped
saves	!	!
served	trips	trips
serve	affairs.	certified
serves	!	!
serve	students.	students.
served	1956,	1956,
serves	!	!
lived	rates	film)
live	kong,	kong,
lives	view.	view.
live	yugoslavia	yugoslavia
lived	1937	1937
lives	unincorporated	darker
went	film)	film)
go	jets	jets
goes	your	your
go	st	st
went	tide	tide
goes	carr	carr
decided	lunch	lunch
decide	relocated	relocated
decides	sleeping	sleeping
decide	escape.	escape.
decided	lisa	lisa
decides	jesse	jesse
understood	addressing	addressing
understand	writing,	writing,
understands	emotional	emotional
understand	!	!
understood	!	!
understands	case,	find
served	rides	rides
serve	kong,	kong,
serves	restaurants	seat,
serve	improve	graduate
served	merchant	merchant
serves	town	town
stayed	1961,	1961,
stay	boats	boats
stays	jack	jack
stay	!	!
stayed	!	!
stays	nathan	recovered
helped	switzerland,	switzerland,
help	quest	quest
helps	spirits	spirits
help	organizations	organizations
helped	hollow	hollow
helps	quest	quest
seemed	removing	removing
seem	loves	loves
seems	removing	removing
seem	exposure	exposure
seemed	hollow	hollow
seems	spirits	spirits
kept	toronto	toronto
keep	since.	since.
keeps	jack	jack
keep	controlling	bases
kept	claimed	claimed
keeps	thinks	estates
said	warned	warned
say	loves	loves
says	spirits	spirits
say	wrong	wrong
said	desire	desire
says	loved	loved
allowed	elected	employed
allow	options	options
allows	golf	golf
allow	recognizing	recognizing
allowed	protocol	protocol
allows	integer	integer
came	semifinal	semifinal
come	1938	1938
comes	barack	barack
come	tone	tone
came	trouble	trouble
comes	vessel	vessel
remained	qualification	qualification
remain	marketed	marketed
remains	theorem	theorem
remain	belonged	belonged
remained	excavations	10th
remains	1966	1966
took	bull	bull
take	(that	(that
takes	foster	foster
take	rama	rama
took	semifinal	semifinal
takes	palace.	dreams
avoided	hired	hired
avoid	sort	experience.
avoids	as,	as,
avoid	!	!
avoided	!	!
avoids	ingredients	ingredients
earned	princeton	princeton
earn	festival,	shell
earns	appearances	appearances
earn	!	!
earned	!	!
earns	assists	queens
remained	homes	homes
remain	distant	originating
remains	spend	spend
remain	1980s,	1980s,
remained	texts	russians
remains	queens	queens
studied	colin	colin
study	cultures	cultures
studies	humanitarian	february,
study	molecules	molecules
studied	princeton	princeton
studies	lab	lab
promoted	berlin,	berlin,
promote	led	led
promotes	sustainable	sustainable
promote	molecules	molecules
promoted	behavioral	conditions.
promotes	proceeded	proceeded
took	intention	intention
take	habitat	habitat
takes	appearances	appearances
take	knows	knows
took	can't	can't
takes	built	built
increased	increased	increased
increase	increase	increase
increases	decreased	well
increase	calcium	calcium
increased	availability	enlarged
increases	conditions.	conditions.
included	eventual	eventual
include	topped	topped
includes	universities,	well
include	centered	centered
included	philippine	philippine
includes	smith,	smith,
saved	eliminate	eliminate
save	leave.	leave.
saves	protecting	protecting
save	elite	elite
saved	score	score
saves	miller,	miller,
ran	alliance	alliance
run	topped	topped
runs	woman's	tasks
run	revenge	revenge
ran	1928	1928
runs	thrown	2"
said	parker	parker
say	persuade	persuade
says	denis	denis
say	zone.	zone.
said	aware	aware
says	opens	thinking
joined	joined	joined
join	county	county
joins	striker	striker
join	stretches	stretches
joined	victim	victim
joins	fk	fk
built	party's	party's
build	architect	architect
builds	financing	financing
build	!	!
built	!	!
builds	north-east	north-east
studied	m.a.	m.a.
study	economy	economy
studies	aviation	aviation
study	harvard	harvard
studied	doctoral	doctoral
studies	estonia	estonia
happened	your	your
happen	dirt	dirt
happens	ellen	ellen
happen	knights	knights
happened	depicted	depicted
happens	america's	america's
found	enables	witness
find	triangular	triangular
finds	ellen	more,
find	suit	suit
found	suit	suit
finds	estonia	estonia
was	1906.	1906.
be	assume	assume
is	attitudes	roller
be	involve	k
was	k	k
is	estate	estate
celebrated	institution.	statue
celebrate	susan	susan
celebrates	statue	statue
celebrate	!	!
celebrated	!	!
celebrates	shiva	shiva
learned	genera	genera
learn	fix	fix
learns	mate	mate
learn	loss,	loss,
learned	investigating	investigating
learns	died.	died.
kept	stories,	stories,
keep	expect	expect
keeps	airport,	stories,
keep	police,	police,
kept	ear	ear
keeps	there,	there,
found	bought	bought
find	weak	weak
finds	gods	guide
find	protagonist	protagonist
found	tube	tube
finds	visiting	relating
earned	premiership	premiership
earn	artist.	artist.
earns	increases	increases
earn	!	!
earned	!	!
earns	master's	master's
became	marquis	marquis
become	artist.	artist.
becomes	commentator	commentator
become	details	details
became	removed,	removed,
becomes	secretly	secretly
liked	region,	segments
like	we're	we're
likes	church.	church.
like	"i'm	results.
liked	singer	singer
likes	jr.,	assists
sought	marquis	marquis
seek	return.	return.
seeks	married,	married,
seek	god's	locations.
sought	traditions	traditions
seeks	boundaries	boundaries
avoided	marquis	marquis
avoid	return.	return.
avoids	test.	test.
avoid	!	!
avoided	!	!
avoids	barely	barely
produced	applications	applications
produce	ambassador	soap
produces	proteins	flexible
produce	gravity	metric
produced	w	w
produces	virus	virus
prevented	powers.	powers.
prevent	trailing	trailing
prevents	south-west	south-west
prevent	!	!
prevented	!	!
prevents	amounts	amounts
asked	capturing	capturing
ask	johnny	johnny
asks	adapt	adapt
ask	quarterback	quarterback
asked	(footballer)	families,
asks	pipe	pipe
determined	data.	data.
determine	excess	excess
determines	data.	data.
determine	!	!
determined	!	!
determines	proteins	vector
took	response,	movements
take	august,	august,
takes	relative	relative
take	death,	bishop
took	older	bishop
takes	southwest	southwest
resolved	crisis	fiscal
resolve	wishes	wishes
resolves	iran.	iran.
resolve	!	!
resolved	!	!
resolves	transcription	transcription
provided	honored	2000,
provide	additional	additional
provides	riverside	riverside
provide	nation,	nation,
provided	offer	offer
provides	governance	investigated
began	qualification	qualification
begin	wishes	wishes
begins	cruise	cruise
begin	nation,	nation,
began	peaking	badly
begins	boulevard	boulevard
went	honored	honored
go	averaging	averaging
goes	sacramento	doctor
go	rick	holocaust
went	rick	rick
goes	unknown	unknown
served	aviation	aviation
serve	ottawa	ottawa
serves	alignment	riverside
serve	high-profile	high-profile
served	baseball,	baseball,
serves	fishing	fishing
did	nice	nice
do	missionary	missionary
does	!	!
do	include:	include:
did	optimal	optimal
does	!	!
lived	performer	performer
live	missionary	missionary
lives	!	!
live	integrate	integrate
lived	transmission	transmission
lives	!	!
prevented	south-west	south-west
prevent	missionary	missionary
prevents	!	!
prevent	reduce	reduce
prevented	minimal	minimal
prevents	!	!
became	nickname	nickname
become	missionary	missionary
becomes	!	!
become	integrate	integrate
became	drives	drives
becomes	!	!
ended	rovers	rovers
end	hit	hit
ends	!	!
end	cellular	cellular
ended	chassis	uses
ends	!	!
left	superintendent	superintendent
leave	accident.	accident.
leaves	!	!
leave	surfaces	surfaces
left	sexual	sexual
leaves	!	!
considered	turnout	turnout
consider	websites	websites
considers	!	!
consider	planning,	planning,
considered	environment	environment
considers	!	!
saw	played	played
see	loss.	loss.
sees	!	!
see	person	person
saw	forbidden	forbidden
sees	!	!
saved	bore	bore
save	detect	detect
saves	!	!
save	trapped	trapped
saved	itself	itself
saves	!	!
said	georgia,	garnered
say	poem	poem
says	!	!
say	trapped	trapped
said	relationship	relationship
says	!	!
proved	inspector	inspector
prove	detailed	detailed
proves	!	!
prove	indirect	"n"
proved	basically	basically
proves	!	!
sent	larvae	larvae
send	chapter	chapter
sends	!	!
send	cannot	cannot
sent	helps	helps
sends	!	!
created	silk	silk
create	artists	artists
creates	!	!
create	enhance	enhance
created	helps	helps
creates	!	!
met	over,	over,
meet	detailed	detailed
meets	!	!
meet	access	access
met	helps	helps
meets	!	!
showed	show,	show,
show	attributed	attributed
shows	!	!
show	cannot	cannot
showed	basically	basically
shows	!	!
made	topics	topics
make	householder	householder
makes	can't	can't
make	messages	messages
made	successfully	successfully
makes	non-families.	states:
protected	exhibits	exhibits
protect	created,	created,
protects	pressure	pressure
protect	!	!
protected	!	!
protects	created,	created,
included	hood	hood
include	additions	parker
includes	decades.	decades.
include	ranging	ranging
included	cole	cole
includes	tradition	tradition
decided	promises	promises
decide	parker	parker
decides	accept	accept
decide	murder.	murder.
decided	finally	finally
decides	promising	president,
ended	runway	runway
end	lands	lands
ends	summer.	can't
end	sides,	sides,
ended	yang	yang
ends	trademark	trademark
extended	immigrants	immigrants
extend	hoping	hoping
extends	!	!
extend	wishes	wishes
extended	1962,	airs
extends	!	!
went	listen	we're
go	hoping	hoping
goes	!	!
go	professionals	professionals
went	depiction	depiction
goes	!	!
liked	immigrants	immigrants
like	think	hoping
likes	!	!
like	perfect	perfect
liked	immigrants	immigrants
likes	!	!
served	trips	trips
serve	resident	resident
serves	!	!
serve	department,	department,
served	department,	department,
serves	!	!
changed	production,	production,
change	springs	springs
changes	!	!
change	and/or	and/or
changed	immigrants	immigrants
changes	!	!
returned	hampshire,	hampshire,
return	mode,	mode,
returns	vatican	vatican
return	assists	assists
returned	frankfurt	frankfurt
returns	crucial	crucial
learned	wrote	wrote
learn	say,	say,
learns	vatican	vatican
learn	doesn't	doesn't
learned	robot	robot
learns	harrison	harrison
thought	hardly	hardly
think	beauty	beauty
thinks	responsibilities	contemporary
think	goes	forget
thought	smith,	smith,
thinks	arches	arches
became	advent	advent
become	friends	friends
becomes	arguably	arguably
become	husband.	husband.
became	demanding	demanding
becomes	eponymous	eponymous
understood	contemporary	contemporary
understand	theorem	theorem
understands	contemporary	contemporary
understand	!	!
understood	!	!
understands	formula_1	formula_1
sent	!	!
send	configuration	configuration
sends	!	!
send	external	external
sent	reads	reads
sends	sailed	sailed
needed	!	!
need	configuration	configuration
needs	!	!
need	configuration	configuration
needed	women	personnel
needs	profession	acceptable
preserved	!	!
preserve	churches,	churches,
preserves	!	!
preserve	demolition	demolition
preserved	!	!
preserves	specimen	specimen
developed	!	!
develop	surfaces	surfaces
develops	!	!
develop	encourages	encourages
developed	encourages	encourages
develops	portable	portable
served	!	!
serve	cruise	cruise
serves	!	!
serve	housed	housed
served	communities	communities
serves	health,	health,
protected	floating	floating
protect	protection	females
protects	!	!
protect	charitable	charitable
protected	hoped	hoped
protects	!	!
required	sectors	enemy
require	standardized	standardized
requires	!	!
require	environment,	environment,
required	(called	(called
requires	!	!
happened	force,	force,
happen	peace	peace
happens	!	!
happen	promises	light.
happened	hoped	hoped
happens	!	!
saved	submarine	submarine
save	disabled	disabled
saves	!	!
save	scene,	scene,
saved	drives	drives
saves	!	!
understood	algebra	algebra
understand	constantly	constantly
understands	!	!
understand	charitable	charitable
understood	hoped	hoped
understands	!	!
brought	each.	each.
bring	summer.	summer.
brings	sleep	sleep
bring	japanese	japanese
brought	munich	munich
brings	standing	standing
led	quarterback	quarterback
lead	hamlet	25
leads	spans	spans
lead	conflict.	conflict.
led	mississippi	mississippi
leads	side,	side,
had	twitter	murder.
have	1922	1922
has	location,	location,
have	updated	reconstruction
had	mississippi	mississippi
has	herself	understood
sought	murder.	murder.
seek	strengthen	strengthen
seeks	males.	males.
seek	churchill	churchill
sought	mississippi	mississippi
seeks	convince	convince
said	told	told
say	summer.	summer.
says	enjoy	enjoy
say	"how	"how
said	mississippi	mississippi
says	becomes	becomes
looked	outstanding	outstanding
look	…	…
looks	covers	covers
look	agrees	agrees
looked	passion	passion
looks	genome	genome
resolved	(march	(march
resolve	process.	process.
resolves	covers	covers
resolve	!	!
resolved	!	!
resolves	advocates	advocates
returned	relegated	relegated
return	opted	opted
returns	covers	covers
return	agrees	agrees
returned	wounded	wounded
returns	personality	personality
used	oil	oil
use	applications.	applications.
uses	purposes.	purposes.
use	restaurants	infection
used	daughter	daughter
uses	theater,	theater,
offered	contributor	league's
offer	players.	players.
offers	capability	capability
offer	restaurants	restaurants
offered	daughter	daughter
offers	networks.	one-year
believed	can't	can't
believe	panama	panama
believes	weber	weber
believe	acknowledged	acknowledged
believed	replied	replied
believes	traces	traces
felt	it's	it's
feel	nba	nba
feels	frog	frog
feel	say	kiss
felt	replied	replied
feels	there's	institutional
determined	therefore,	therefore,
determine	results.	results.
determines	participates	participates
determine	!	!
determined	!	!
determines	made,	made,
gave	rid	rid
