rougher	much	much
agency	security	security
parties	liberal	parties
party	was	democratic
streets	road	railway
street	street	boulevard
minutes	penalty	penalty
minute	at	goals
products	products	products
product	company	company
men	her	that
man	at	he
lines	route	route
line	line	line
services	services	of
service	service	service
investors	investors	investment
investor	company	equity
women	that	that
woman	in	champion
groups	is	is
group	were	war
voters	turnout	turnout
voter	ballots	ballots
employees	pay	pay
employee	for	employee
products	use	torque
product	goods	consulting
students	school	school
student	school	academic
benefits	local	local
benefit	social	situations
drugs	abuse	abuse
drug	diseases	diseases
workers	workers	workers
worker	labor	employees
minutes	minutes	minutes
minute	seconds	runs
years	he	he
year	over	new
concerns	because	because
concern	knowledge	protection
rights	this	that
right	for	public
dollars	dollars	dollars
dollar	million	million
miles	km	housing
mile	kilometres	kilometres
changes	social	social
change	be	an
benefits	social	social
benefit	an	an
services	services	services
service	service	for
investors	investors	equity
investor	investor	securities
miles	square	density
mile	located	located
charges	the	allocation
charge	investigation	prosecution
authorities	law	law
authority	by	alleged
services	services	their
service	service	health
workers	workers	publishes
worker	labor	labor
residents	their	their
resident	people	had
artists	artists	artists
artist	album	eugene
owners	their	their
owner	to	eugene
projects	development	crude
project	project	project
investors	investors	billion
investor	investor	investor
sales	billion	billion
sale	selling	store
jobs	they	could
job	new	youth
concerns	more	could
concern	issues	begin
streets	avenue	road
street	street	boulevard
rights	or	or
right	for	for
results	or	or
result	that	is
cities	county	county
city	the	station
sources	information	information
source	of	of
buildings	buildings	buildings
building	building	building
sources	data	data
source	is	is
issues	issues	issues
issue	of	of
authorities	population	implementing
authority	was	by
prices	prices	prices
price	.	market
minutes	scored	snails
minute	scored	scoring
laws	laws	amendment
law	law	constitution
states	public	agency
state	united	born
artists	artists	artists
artist	artist	artist
officers	force	battalions
officer	army	general
rights	that	if
right	legal	legal
streets	avenue	at
street	road	road
cases	that	that
case	legal	legal
efforts	to	profit
effort	to	legal
men	her	him
man	women	a
streets	avenue	intersection
street	street	street
hours	hours	midnight
hour	minutes	over
products	products	analysis
product	that	that
citizens	for	welfare
citizen	rights	rights
officers	lieutenant	tactical
officer	army	army
lines	railway	railway
line	.	station
services	services	services
service	service	service
ways	be	be
way	he	her
cities	county	county
city	in	in
kids	episodes	episodes
kid	he	him
results	its	its
result	not	yields
events	championships	events
event	the	cup
teachers	school	schools
teacher	school	school
artists	art	art
artist	album	album
cars	driver	vehicle
car	car	car
drugs	treatment	anxiety
drug	brain	brain
days	on	on
day	minutes	minutes
citizens	oath	oath
citizen	people	state
companies	corporation	banking
company	company	subsidiary
cars	driver	driver
car	built	motors
projects	united	announced
project	its	its
months	united	week
month	years	years
analysts	commentator	commentator
analyst	!	!
leaders	united	party
leader	members	members
benefits	united	sold
benefit	students	students
plans	not	discharge
plan	to	was
weeks	season	postseason
week	billboard	wilhelm
miles	housing	housing
mile	kilometres	north
students	students	laboratories
student	school	americans
families	of	or
family	people	americans
deaths	his	september
death	injuries	causes
miles	km	km
mile	kilometres	kilometers
cities	the	county
city	island	localities
points	the	the
point	rebounds	tackles
students	school	school
student	school	examinations
parties	liberal	ballot
party	party	democratic
weapons	gun	weapons
weapon	guns	warfare
artists	singer	american
artist	artist	artist
jobs	for	for
job	university	part-time
benefits	benefits	benefits
benefit	health	health
investors	investors	investors
investor	investor	stocks
games	games	games
game	season	champions
cities	at	its
city	towns	towns
buildings	buildings	organizations
building	building	built
concerns	or	benefits
concern	issues	decisions
years	two	two
year	he	he
reasons	but	it
reason	not	not
sports	sports	sports
sport	basketball	football
leaders	conservative	conservative
leader	state	against
concerns	such	such
concern	issues	issues
deaths	died	his
death	not	not
men	who	who
man	a	won
kids	dee	dee
kid	you	you
decisions	court	that
decision	not	decision
families	subfamily	subfamily
family	not	there
rights	that	that
right	law	for
patients	treatment	diagnosis
patient	treatment	treatment
operations	operations	operations
operation	operation	reconnaissance
products	can	can
product	goods	company
students	school	school
student	school	four-year
lines	station	rail
line	.	.
schools	schools	schools
school	school	school
losses	caused	innings
loss	on	tournament
days	at	were
day	his	his
cars	cars	cars
car	car	driver
children	her	her
child	who	who
drugs	meters	pounds
drug	drug	diseases
patients	meters	patients
patient	treatment	treatment
men	about	about
man	was	infantry
teachers	school	teachers
teacher	school	program
problems	problems	problems
problem	need	need
countries	of	were
country	nations	republic
women	her	died
woman	he	's
artists	artists	write
artist	album	blake
benefits	social	social
benefit	education	education
streets	avenue	boulevard
street	the	avenue
systems	systems	systems
system	system	system
sales	sell	sell
sale	revenue	best-selling
cases	that	torture
case	can	judgment
charges	company	being
charge	investigation	investigation
people	not	not
person	to	to
friends	her	her
friend	to	to
weapons	gun	gun
weapon	be	weapon
citizens	consul	consul
citizen	support	support
teachers	school	college
teacher	school	school
rates	percent	percent
rate	his	to
days	have	per
day	his	his
kids	episodes	episodes
kid	his	song
cars	driver	driver
car	was	until
owners	sold	had
owner	his	to
laws	state	states
law	law	clause
sports	sports	sports
sport	sport	tennis
parents	company	corporation
parent	mother	mother
men	who	who
man	women	tennis
companies	new	corporation
company	company	housing
systems	systems	systems
system	system	system
relations	that	denominations
relation	social	social
questions	questions	questions
question	social	social
groups	.	.
group	are	are
cars	driver	vehicles
car	car	freight
friends	his	his
friend	her	mollusk
reports	government	public
report	have	actual
buildings	built	railway
building	building	building
artists	art	prolific
artist	artist	artist
companies	companies	railway
company	company	investment
hours	hours	hours
hour	minutes	years
events	championships	olympics
event	's	's
officials	were	iso
official	he	's
decisions	court	court
decision	that	that
benefits	support	customers
benefit	as	economic
employees	government	government
employee	to	paid
lines	route	rail
line	.	.
laws	laws	education
law	law	equality
efforts	be	be
effort	to	advocacy
numbers	chart	were
number	are	are
lives	her	that
life	's	's
rules	to	to
rule	in	certification
products	algebraic	algebraic
product	such	company
residents	colonies	colonies
resident	at	people
parents	corporation	to
parent	his	his
weeks	chart	charts
week	on	on
weapons	gun	gun
weapon	the	the
artists	artists	artists
artist	by	song
benefits	grants	grants
benefit	labour	health
decisions	court	judgment
decision	as	as
months	one	worth
month	after	december
talks	show	something
talk	then	scheduled
weeks	chart	on
week	billboard	billboard
members	elected	as
member	he	retired
states	law	law
state	united	retired
candidates	election	election
candidate	election	voters
employees	government	government
employee	that	that
men	she	's
man	that	that
authorities	government	government
authority	that	that
decisions	government	government
decision	that	that
weeks	chart	chart
week	at	before
efforts	not	not
effort	to	to
sports	sports	swimming
sport	basketball	basketball
days	that	not
day	at	in
experts	philosopher	philosopher
expert	to	working
members	in	international
member	was	membership
losses	caused	caused
loss	wins	wins
players	league	handball
player	team	team
men	's	's
man	team	team
standards	are	temperatures
standard	if	if
friends	who	who
friend	her	her
hours	hours	amount
hour	minutes	minutes
terms	as	elected
term	or	_
results	to	risk
result	it	_
sources	information	information
source	it	it
businesses	new	firm
business	customers	tenants
times	from	from
time	in	began
systems	systems	systems
system	system	system
conditions	that	kidney
condition	to	yields
issues	on	been
issue	social	policy
deaths	died	died
death	show	evidence
friends	son	gerald
friend	her	fun
cases	that	negotiations
case	can	can
members	party	party
member	show	radio
games	games	cup
game	game	game
services	services	new
service	service	use
schools	college	attended
school	school	school
games	games	games
game	season	season
operations	operations	operations
operation	aircraft	aircraft
parents	entertainment	movies
parent	her	marriage
lines	!	!
line	rail	stations
numbers	!	!
number	were	altitude
officials	!	!
official	government	politicians
families	!	!
family	households	household
groups	!	!
group	political	institutes
projects	development	development
project	research	initiative
streets	avenue	road
street	street	street
hours	hours	hours
hour	on	minutes
kids	episodes	episodes
kid	she	sued
cars	cars	cars
car	car	vehicles
things	you	kind
thing	what	wrote
conditions	that	that
condition	to	to
members	party	the
member	at	he
states	the	the
state	united	united
sports	sports	sports
sport	at	gymnastics
problems	problems	limit
problem	issues	specific
times	was	though
time	's	rodney
plans	to	pension
plan	first	christchurch
sales	billion	assets
sale	selling	car
allegations	!	!
allegation	investigation	christchurch
people	not	not
person	they	they
miles	km	km
mile	kilometres	passes
rules	not	government
rule	but	but
standards	not	iso
standard	for	universal
men	him	him
man	but	but
things	you	'll
thing	that	that
people	to	to
person	that	that
operations	operations	operations
operation	for	for
terms	president	elected
term	that	common
states	university	university
state	united	on
businesses	its	its
business	company	company
problems	can	can
problem	problem	problem
cities	the	its
city	city	the
officers	lieutenant	lieutenant
officer	army	navy
owners	had	port
owner	was	was
services	services	services
service	service	service
dollars	million	pounds
dollar	billion	accumulated
cities	the	south
city	in	born
players	league	players
player	season	dave
men	who	way
man	was	was
products	use	input
product	consumer	consumer
changes	to	fat
change	its	memory
reports	to	treatment
report	have	magnus
men	her	fat
man	women	championships
questions	to	want
question	answer	rumors
workers	workers	workers
worker	their	worker
losses	caused	caused
loss	wins	wins
laws	university	science
law	law	constitution
citizens	science	science
citizen	rights	referendum
families	subfamily	subfamily
family	were	were
bank's	!	!
bank	at	at
boy's	!	!
boy	at	at
film's	!	!
film	at	at
play's	!	!
play	at	at
game's	!	!
game	at	at
district's	!	!
district	the	the
park's	!	!
park	the	the
girl's	!	!
girl	the	the
firm's	!	!
firm	the	the
community's	!	!
community	the	the
author's	!	!
author	was	was
today's	!	!
today	was	was
summer's	!	!
summer	was	was
day's	!	!
day	was	was
station's	!	!
station	was	was
agency's	!	!
agency	the	the
judge's	!	!
judge	the	the
area's	!	!
area	the	the
center's	!	!
center	the	the
county's	!	!
county	the	the
child's	!	!
child	season	he
region's	!	!
region	season	he
couple's	!	!
couple	season	he
committee's	!	!
committee	season	he
book's	!	!
book	season	he
president's	!	!
president	township	township
area's	!	!
area	township	township
team's	!	!
team	township	township
university's	!	!
university	township	township
band's	!	!
band	township	township
project's	!	!
project	as	as
wife's	!	!
wife	as	as
sheriff's	!	!
sheriff	as	as
network's	!	!
network	as	as
company's	!	!
company	as	as
girl's	!	!
girl	championship	as
project's	!	!
project	championship	as
play's	!	!
play	championship	as
program's	!	!
program	championship	as
father's	!	!
father	championship	as
community's	!	!
community	is	is
market's	!	!
market	is	is
game's	!	!
game	is	is
governor's	!	!
governor	is	is
band's	!	!
band	is	is
show's	!	!
show	council	was
community's	!	!
community	council	was
governor's	!	!
governor	council	was
school's	!	!
school	council	was
band's	!	!
band	council	was
person's	!	!
person	court	court
film's	!	!
film	court	court
play's	!	!
play	court	court
program's	!	!
program	court	court
doctor's	!	!
doctor	court	court
hospital's	!	!
hospital	county	county
region's	!	!
region	county	county
everyone's	!	!
everyone	county	county
town's	!	!
town	county	county
government's	!	!
government	county	county
court's	!	!
court	season	season
everyone's	!	!
everyone	season	season
father's	!	!
father	season	season
week's	!	!
week	season	season
league's	!	!
league	season	season
agency's	!	!
agency	which	which
panel's	!	!
panel	which	which
wife's	!	!
wife	which	which
company's	!	!
company	which	which
organization's	!	!
organization	which	which
woman's	!	!
woman	chart	chart
weekend's	!	!
weekend	chart	chart
attorney's	!	!
attorney	chart	chart
party's	!	!
party	chart	chart
union's	!	!
union	chart	chart
today's	!	!
today	university	university
park's	!	!
park	university	university
month's	!	!
month	university	university
show's	!	!
show	university	university
coroner's	!	!
coroner	university	university
board's	!	!
board	county	county
nation's	!	!
nation	county	county
artist's	!	!
artist	county	county
union's	!	!
union	county	county
band's	!	!
band	county	county
woman's	!	!
woman	election	election
weekend's	!	!
weekend	election	election
driver's	!	!
driver	election	election
band's	!	!
band	election	election
jury's	!	!
jury	election	election
nation's	!	!
nation	state	state
man's	!	!
man	state	state
doctor's	!	!
doctor	state	state
county's	!	!
county	state	state
week's	!	!
week	state	state
board's	!	!
board	institute	state
author's	!	!
author	institute	state
evening's	!	!
evening	institute	state
girl's	!	!
girl	institute	state
world's	!	!
world	institute	state
bank's	!	!
bank	was	was
patient's	!	!
patient	was	was
commission's	!	!
commission	was	was
book's	!	!
book	was	was
band's	!	!
band	was	was
summer's	!	!
summer	elected	government
project's	!	!
project	elected	government
patient's	!	!
patient	elected	government
area's	!	!
area	elected	government
father's	!	!
father	elected	government
day's	!	!
day	council	chairman
club's	!	!
club	council	chairman
city's	!	!
city	council	chairman
play's	!	!
play	council	chairman
attorney's	!	!
attorney	council	chairman
tonight's	!	!
tonight	was	was
victim's	!	!
victim	was	was
wife's	!	!
wife	was	was
bill's	!	!
bill	was	was
game's	!	!
game	was	was
park's	!	!
park	her	her
daughter's	!	!
daughter	her	her
wife's	!	!
wife	her	her
center's	!	!
center	her	her
jury's	!	!
jury	her	her
tonight's	!	!
tonight	elected	president
court's	!	!
court	elected	president
society's	!	!
society	elected	president
family's	!	!
family	elected	president
league's	!	!
league	elected	president
boy's	!	!
boy	the	the
club's	!	!
club	the	the
group's	!	!
group	the	the
jury's	!	!
jury	the	the
governor's	!	!
governor	the	the
judge's	!	!
judge	he	he
station's	!	!
station	he	he
state's	!	!
state	he	he
baseball's	!	!
baseball	he	he
father's	!	!
father	he	he
association's	!	!
association	province	part
woman's	!	!
woman	province	part
family's	!	!
family	province	part
father's	!	!
father	province	part
center's	!	!
center	province	part
child's	!	!
child	his	his
president's	!	!
president	his	his
night's	!	!
night	his	his
weekend's	!	!
weekend	his	his
everyone's	!	!
everyone	his	his
nation's	!	!
nation	company	company
dollar's	!	!
dollar	company	company
system's	!	!
system	company	company
company's	!	!
company	company	company
driver's	!	!
driver	company	company
agency's	!	!
agency	government	government
firm's	!	!
firm	government	government
general's	!	!
general	government	government
administration's	!	!
administration	government	government
week's	!	!
week	government	government
author's	!	!
author	industries	industries
judge's	!	!
judge	industries	industries
program's	!	!
program	industries	industries
group's	!	!
group	industries	industries
book's	!	!
book	industries	industries
season's	!	!
season	on	on
master's	!	!
master	on	on
bank's	!	!
bank	on	on
party's	!	!
party	on	on
school's	!	!
school	on	on
tonight's	!	!
tonight	her	her
person's	!	!
person	her	her
park's	!	!
park	her	her
show's	!	!
show	her	her
general's	!	!
general	her	her
region's	!	!
region	supreme	supreme
bill's	!	!
bill	supreme	supreme
school's	!	!
school	supreme	supreme
county's	!	!
county	supreme	supreme
union's	!	!
union	supreme	supreme
board's	!	!
board	television	television
night's	!	!
night	television	television
patient's	!	!
patient	television	television
organization's	!	!
organization	television	television
father's	!	!
father	television	television
woman's	!	!
woman	films	films
weekend's	!	!
weekend	films	films
community's	!	!
community	films	films
game's	!	!
game	films	films
administration's	!	!
administration	films	films
association's	!	!
association	her	her
daughter's	!	!
daughter	her	her
agency's	!	!
agency	her	her
boy's	!	!
boy	her	her
project's	!	!
project	her	her
hospital's	!	!
hospital	her	her
today's	!	!
today	her	her
victim's	!	!
victim	her	her
family's	!	!
family	her	her
company's	!	!
company	her	her
child's	!	!
child	at	at
victim's	!	!
victim	at	at
husband's	!	!
husband	at	at
bank's	!	!
bank	at	at
book's	!	!
book	at	at
industry's	!	!
industry	at	at
person's	!	!
person	at	at
daughter's	!	!
daughter	at	at
weekend's	!	!
weekend	at	at
governor's	!	!
governor	at	at
state's	!	!
state	league	team
station's	!	!
station	league	team
community's	!	!
community	league	team
program's	!	!
program	league	team
government's	!	!
government	league	team
country's	!	!
country	was	was
judge's	!	!
judge	was	was
play's	!	!
play	was	was
program's	!	!
program	was	was
baseball's	!	!
baseball	was	was
person's	!	!
person	college	college
council's	!	!
council	college	college
system's	!	!
system	college	college
club's	!	!
club	college	college
coroner's	!	!
coroner	college	college
association's	!	!
association	of	of
author's	!	!
author	of	of
park's	!	!
park	of	of
boy's	!	!
boy	of	of
family's	!	!
family	of	of
building's	!	!
building	court	court
mayor's	!	!
mayor	court	court
evening's	!	!
evening	court	court
government's	!	!
government	court	court
school's	!	!
school	court	court
court's	!	!
court	season	season
child's	!	!
child	season	season
boy's	!	!
boy	season	season
county's	!	!
county	season	season
governor's	!	!
governor	season	season
victim's	!	!
victim	album	album
region's	!	!
region	album	album
park's	!	!
park	album	album
city's	!	!
city	album	album
week's	!	!
week	album	album
president's	!	!
president	council	council
girl's	!	!
girl	council	council
couple's	!	!
couple	council	council
film's	!	!
film	council	council
governor's	!	!
governor	council	council
mayor's	!	!
mayor	householder	married
evening's	!	!
evening	householder	married
couple's	!	!
couple	householder	married
center's	!	!
center	householder	married
band's	!	!
band	householder	married
mayor's	!	!
mayor	programs	programs
region's	!	!
region	programs	programs
attorney's	!	!
attorney	programs	programs
doctor's	!	!
doctor	programs	programs
administration's	!	!
administration	programs	programs
church's	!	!
church	gallery	gallery
evening's	!	!
evening	gallery	gallery
mother's	!	!
mother	gallery	gallery
university's	!	!
university	gallery	gallery
week's	!	!
week	gallery	gallery
author's	!	!
author	on	on
president's	!	!
president	on	on
judge's	!	!
judge	on	on
community's	!	!
community	on	on
town's	!	!
town	on	on
network's	!	!
network	the	the
town's	!	!
town	the	the
party's	!	!
party	the	the
band's	!	!
band	the	the
league's	!	!
league	the	the
park's	!	!
park	president	president
bank's	!	!
bank	president	president
son's	!	!
son	president	president
doctor's	!	!
doctor	president	president
father's	!	!
father	president	president
president's	!	!
president	league	league
author's	!	!
author	league	league
woman's	!	!
woman	league	league
man's	!	!
man	league	league
family's	!	!
family	league	league
author's	!	!
author	development	development
night's	!	!
night	development	development
boy's	!	!
boy	development	development
play's	!	!
play	development	development
father's	!	!
father	development	development
building's	!	!
building	council	national
mayor's	!	!
mayor	council	national
committee's	!	!
committee	council	national
community's	!	!
community	council	national
driver's	!	!
driver	council	national
judge's	!	!
judge	catholic	catholic
baseball's	!	!
baseball	catholic	catholic
game's	!	!
game	catholic	catholic
doctor's	!	!
doctor	catholic	catholic
jury's	!	!
jury	catholic	catholic
victim's	!	!
victim	not	that
world's	!	!
world	not	that
play's	!	!
play	not	that
team's	!	!
team	not	that
jury's	!	!
jury	not	that
church's	!	!
church	daughter	daughter
today's	!	!
today	daughter	daughter
daughter's	!	!
daughter	daughter	daughter
group's	!	!
group	daughter	daughter
governor's	!	!
governor	daughter	daughter
industry's	!	!
industry	which	which
council's	!	!
council	which	which
couple's	!	!
couple	which	which
county's	!	!
county	which	which
union's	!	!
union	which	which
hospital's	!	!
hospital	art	art
couple's	!	!
couple	art	art
community's	!	!
community	art	art
general's	!	!
general	art	art
county's	!	!
county	art	art
association's	!	!
association	from	from
artist's	!	!
artist	from	from
doctor's	!	!
doctor	from	from
university's	!	!
university	from	from
governor's	!	!
governor	from	from
evening's	!	!
evening	car	car
show's	!	!
show	car	car
community's	!	!
community	car	car
network's	!	!
network	car	car
week's	!	!
week	car	car
city's	at	at
city	!	!
bill's	he	he
bill	!	!
everyone's	that	that
everyone	!	!
group's	which	which
group	!	!
week's	chart	chart
week	!	!
hospital's	!	!
hospital	degree	degree
family's	!	!
family	degree	degree
driver's	!	!
driver	degree	degree
book's	!	!
book	degree	degree
union's	!	!
union	degree	degree
president's	!	!
president	basketball	football
society's	!	!
society	basketball	football
station's	!	!
station	basketball	football
boy's	!	!
boy	basketball	football
county's	!	!
county	basketball	football
building's	!	!
building	you	you
agency's	!	!
agency	you	you
month's	!	!
month	you	you
world's	!	!
world	you	you
jury's	!	!
jury	you	you
year's	!	!
year	court	on
victim's	!	!
victim	court	on
society's	!	!
society	court	on
family's	!	!
family	court	on
game's	!	!
game	court	on
country's	!	!
country	sciences	he
day's	!	!
day	sciences	he
government's	!	!
government	sciences	he
doctor's	!	!
doctor	sciences	he
governor's	!	!
governor	sciences	he
author's	!	!
author	song	song
dollar's	!	!
dollar	song	song
mother's	!	!
mother	song	song
woman's	!	!
woman	song	song
center's	!	!
center	song	song
nation's	!	!
nation	daughter	daughter
husband's	!	!
husband	daughter	daughter
artist's	!	!
artist	daughter	daughter
play's	!	!
play	daughter	daughter
game's	!	!
game	daughter	daughter
person's	!	!
person	medical	at
world's	!	!
world	medical	at
driver's	!	!
driver	medical	at
jury's	!	!
jury	medical	at
administration's	!	!
administration	medical	at
bank's	!	!
bank	she	she
everyone's	!	!
everyone	she	she
area's	!	!
area	she	she
family's	!	!
family	she	she
team's	!	!
team	she	she
dollar's	!	!
dollar	village	village
weekend's	!	!
weekend	village	village
program's	!	!
program	village	village
school's	!	!
school	village	village
jury's	!	!
jury	village	village
husband's	!	!
husband	located	located
wife's	!	!
wife	located	located
network's	!	!
network	located	located
doctor's	!	!
doctor	located	located
team's	!	!
team	located	located
night's	!	!
night	games	games
baseball's	!	!
baseball	games	games
company's	!	!
company	games	games
book's	!	!
book	games	games
governor's	!	!
governor	games	games
child's	!	!
child	court	court
building's	!	!
building	court	court
bank's	!	!
bank	court	court
man's	!	!
man	court	court
life's	!	!
life	court	court
master's	!	!
master	her	her
project's	!	!
project	her	her
boy's	!	!
boy	her	her
attorney's	!	!
attorney	her	her
area's	!	!
area	her	her
council's	!	!
council	national	national
artist's	!	!
artist	national	national
doctor's	!	!
doctor	national	national
governor's	!	!
governor	national	national
book's	!	!
book	national	national
today's	!	!
today	books	books
system's	!	!
system	books	books
council's	!	!
council	books	books
state's	!	!
state	books	books
son's	!	!
son	books	books
museum's	!	!
museum	railway	stations
child's	!	!
child	railway	stations
family's	!	!
family	railway	stations
band's	!	!
band	railway	stations
book's	!	!
book	railway	stations
council's	!	!
council	built	built
man's	!	!
man	built	built
everyone's	!	!
everyone	built	built
world's	!	!
world	built	built
market's	!	!
market	built	built
state's	!	!
state	olympics	olympics
month's	!	!
month	olympics	olympics
department's	!	!
department	olympics	olympics
family's	!	!
family	olympics	olympics
patient's	!	!
patient	olympics	olympics
husband's	!	!
husband	treatment	treatment
night's	!	!
night	treatment	treatment
club's	!	!
club	treatment	treatment
judge's	!	!
judge	treatment	treatment
town's	!	!
town	treatment	treatment
tonight's	!	!
tonight	him	him
board's	!	!
board	him	him
dollar's	!	!
dollar	him	him
summer's	!	!
summer	him	him
party's	!	!
party	him	him
hospital's	!	!
hospital	systems	systems
husband's	!	!
husband	systems	systems
woman's	!	!
woman	systems	systems
state's	!	!
state	systems	systems
show's	!	!
show	systems	systems
mayor's	!	!
mayor	that	that
agency's	!	!
agency	that	that
show's	!	!
show	that	that
station's	!	!
station	that	that
area's	!	!
area	that	that
building's	!	!
building	married	married
life's	!	!
life	married	married
company's	!	!
company	married	married
union's	!	!
union	married	married
school's	!	!
school	married	married
church's	!	!
church	networks	radio
author's	!	!
author	networks	radio
night's	!	!
night	networks	radio
driver's	!	!
driver	networks	radio
jury's	!	!
jury	networks	radio
district's	!	!
district	writer	writer
summer's	!	!
summer	writer	writer
state's	!	!
state	writer	writer
son's	!	!
son	writer	writer
everyone's	!	!
everyone	writer	writer
country's	!	!
country	her	her
board's	!	!
board	her	her
industry's	!	!
industry	her	her
mother's	!	!
mother	her	her
commission's	!	!
commission	her	her
nation's	!	!
nation	he	he
couple's	!	!
couple	he	he
project's	!	!
project	he	he
patient's	!	!
patient	he	he
family's	!	!
family	he	he
district's	!	!
district	weekday	sunday
nation's	!	!
nation	weekday	sunday
station's	!	!
station	weekday	sunday
club's	!	!
club	weekday	sunday
son's	!	!
son	weekday	sunday
tonight's	!	!
tonight	she	she
country's	!	!
country	she	she
community's	!	!
community	she	she
father's	!	!
father	she	she
administration's	!	!
administration	she	she
mayor's	!	!
mayor	season	season
girl's	!	!
girl	season	season
community's	!	!
community	season	season
department's	!	!
department	season	season
family's	!	!
family	season	season
boy's	!	!
boy	morning	morning
film's	!	!
film	morning	morning
wife's	!	!
wife	morning	morning
family's	!	!
family	morning	morning
program's	!	!
program	morning	morning
region's	!	!
region	million	million
month's	!	!
month	million	million
bank's	!	!
bank	million	million
play's	!	!
play	million	million
union's	!	!
union	million	million
returned	he	july
return	are	to
returns	a	his
return	never	her
returned	he	he
returns	are	.
determined	in	in
determine	can	factors
determines	a	are
determine	not	can
determined	september	be
determines	are	spatial
ensured	served	served
ensure	!	!
ensures	a	for
ensure	!	!
ensured	!	!
ensures	!	!
decided	june	decided
decide	can	to
decides	's	's
decide	him	him
decided	he	him
decides	that	that
ended	in	september
end	can	all
ends	the	the
end	not	not
ended	he	he
ends	or	with
supported	for	military
support	are	not
supports	or	or
support	are	programs
supported	for	including
supports	such	such
raised	at	international
raise	are	are
raises	charity	charity
raise	!	!
raised	!	!
raises	such	but
opened	.	.
open	railway	junction
opens	this	this
open	to	when
opened	first	first
opens	railway	building
continued	for	for
continue	to	to
continues	like	to
continue	to	to
continued	in	south
continues	like	but
studied	studies	institute
study	university	teaches
studies	studies	studies
study	university	university
studied	university	university
studies	bachelor	teaches
proved	he	but
prove	be	be
proves	is	not
prove	!	!
proved	!	!
proves	is	is
helped	he	she
help	can	to
helps	she	to
help	can	can
helped	them	them
helps	is	to
called	he	he
call	are	used
calls	he	he
call	that	call
called	after	him
calls	is	is
considered	married	that
consider	are	are
considers	is	is
consider	that	that
considered	after	that
considers	is	is
asked	she	householder
ask	be	that
asks	she	she
ask	him	him
asked	him	him
asks	is	as
provided	provided	provided
provide	for	provides
provides	provided	provided
provide	for	algorithms
provided	management	management
provides	provide	will
eliminated	pollution	pollution
eliminate	losing	losing
eliminates	weapon	weapon
eliminate	!	!
eliminated	!	!
eliminates	quarterfinals	quarterfinals
thought	i	i
think	that	that
thinks	'll	you
think	him	him
thought	i	i
thinks	is	is
showed	episode	series
show	that	that
shows	episode	's
show	show	artists
showed	show	show
shows	it	it
took	took	took
take	at	and
takes	when	when
take	to	his
took	his	his
takes	at	at
looked	was	was
look	you	i
looks	or	or
look	you	you
looked	she	she
looks	that	that
paid	to	tax
pay	pay	pay
pays	paid	paid
pay	cash	homage
paid	he	lawsuit
pays	pay	pay
remained	had	had
remain	as	as
remains	that	that
remain	which	which
remained	had	had
remains	that	but
bought	to	to
buy	sold	sold
buys	or	to
buy	!	!
bought	!	!
buys	sold	is
sought	to	re-election
seek	you	to
seeks	not	that
seek	to	to
sought	to	to
seeks	that	that
produced	from	from
produce	film	film
produces	can	can
produce	are	are
produced	in	company
produces	film	film
thought	i	i
think	that	that
thinks	we	we
think	him	him
thought	he	he
thinks	that	we
understood	at	can
understand	that	that
understands	we	we
understand	!	!
understood	!	!
understands	true	true
ran	at	at
run	to	to
runs	runs	runs
run	innings	innings
ran	innings	innings
runs	her	caught
reduced	at	increased
reduce	or	reduce
reduces	reducing	can
reduce	reduce	reduce
reduced	in	increasing
reduces	increases	increases
felt	i	song
feel	you	that
feels	't	branches
feel	she	know
felt	he	he
feels	stems	stems
required	a	are
require	that	that
requires	are	margins
require	for	insurance
required	for	insurance
requires	stems	stems
played	league	league
play	league	who
plays	played	crimson
play	who	liga
played	played	footballer
plays	league	round
happened	i	socialist
happen	else	else
happens	tree	tree
happen	know	know
happened	he	elections
happens	else	else
had	are	by
have	that	that
has	are	are
have	he	he
had	he	elections
has	that	are
opened	in	in
open	railway	road
opens	is	is
open	'	'
opened	first	2012
opens	railway	is
felt	album	album
feel	you	you
feels	something	love
feel	you	me
felt	he	he
feels	you	you
decided	was	decided
decide	to	to
decides	everyone	everyone
decide	him	willing
decided	he	he
decides	to	refuses
preserved	national	national
preserve	be	are
preserves	heritage	heritage
preserve	!	!
preserved	!	!
preserves	ancient	text
followed	by	followed
follow	me	me
follows	god	god
follow	i	any
followed	first	the
follows	about	about
studied	studies	studied
study	university	mathematics
studies	studies	studies
study	university	university
studied	university	university
studies	bachelor	she
held	the	the
hold	at	was
holds	or	or
hold	he	university
held	university	university
holds	at	which
ended	the	season
end	after	after
ends	the	the
end	him	by
ended	by	richmond
ends	after	when
said	you	i
say	that	that
says	we	'm
say	that	you
said	's	he
says	that	'm
reduced	increasing	increased
reduce	be	be
reduces	efficiency	efficiency
reduce	to	reducing
reduced	reduce	increase
reduces	or	measurement
built	built	built
build	building	building
builds	finds	her
build	or	genome
built	the	ongoing
builds	building	walls
studied	education	diploma
study	university	master
studies	education	her
study	university	study
studied	university	university
studies	university	master
said	...	song
say	you	you
says	you	tells
say	that	that
said	that	stating
says	her	her
developed	for	fiscal
develop	can	can
develops	finds	finds
develop	that	product
developed	for	operations
develops	finds	finds
reduced	reducing	fiscal
reduce	or	reduces
reduces	reducing	stomach
reduce	can	sensitivity
reduced	reduce	intake
