rougher	hip-hop	episode,
changed	portugal.	portugal.
changes	completion	completion
found	time,	represented
find	throw	connections
finds	angel	angel
find	i've	i've
found	stage.	stage.
finds	destroying	destroying
proved	shoot	shoot
prove	strength	strength
proves	shoot	shoot
prove	!	!
proved	!	!
proves	developed	developed
eliminated	formula	formula
eliminate	relegated	transit
eliminates	able	able
eliminate	!	!
eliminated	!	!
eliminates	champion	champion
preserved	religion.	religion.
preserve	extant	extant
preserves	anniversary	anniversary
preserve	!	!
preserved	!	!
preserves	tradition.	tradition.
kept	(album)	weak
keep	busy	busy
keeps	(album)	weak
keep	involved.	1904,
kept	1904,	1904,
keeps	busy	busy
sought	detained	detained
seek	nevertheless	nevertheless
seeks	prepare	retired
seek	iii.	iii.
sought	refugee	iraq
seeks	mode	mode
moved	instituted	instituted
move	warrior	warrior
moves	deer	deer
move	signing	signing
moved	signing	signing
moves	sophomore	sophomore
believed	thoughts	seriously
believe	networks	networks
believes	importance	importance
believe	church.	church.
believed	seriously	seriously
believes	observe	frequency
returned	68	68
return	season	season
returns	gordon	gordon
return	denis	denis
returned	travelled	travelled
returns	drop	scott
worked	swedish	swedish
work	spur	spur
works	edgar	edgar
work	signing	signing
worked	spanning	spanning
works	venues	venues
developed	studies,	studies,
develop	devices	devices
develops	studies,	studies,
develop	metric	metric
developed	disorder	disorder
develops	technology,	technology,
reached	composer	composer
reach	peak	peak
reaches	2nd	2nd
reach	sacramento	sacramento
reached	sacramento	sacramento
reaches	cooper	cooper
extended	sons	retained
extend	infrastructure	infrastructure
extends	notes	notes
extend	reach	reach
extended	asserted	asserted
extends	turns	turns
raised	exclusive	sixth
raise	deposits	deposits
raises	exclusive	exclusive
raise	!	!
raised	!	!
raises	sits	sits
built	businessman	roberts
build	infrastructure	infrastructure
builds	shed	shed
build	!	!
built	!	!
builds	building,	building,
promoted	1998	1998
promote	infrastructure	infrastructure
promotes	2nd	2nd
promote	reduction	reduction
promoted	editor-in-chief	editor-in-chief
promotes	cooper	cooper
paid	trial,	(at
pay	legends	legends
pays	fees	fees
pay	privately	privately
paid	copyright	listing
pays	pays	pays
celebrated	fame.	fame.
celebrate	edinburgh,	students.
celebrates	"one	"one
celebrate	!	!
celebrated	!	!
celebrates	bat	bat
developed	demonstrate	demonstrate
develop	applications,	applications,
develops	activity	activity
develop	description	description
developed	pages	pages
develops	comes	comes
took	speeds	photographic
take	meant	meant
takes	jessica	jessica
take	told	30,000
took	vienna,	vienna,
takes	out,	meant
avoided	coordinated	coordinated
avoid	meant	meant
avoids	flat	flat
avoid	!	!
avoided	!	!
avoids	surfaces	surfaces
knew	believed	believed
know	"i	"i
knows	!	!
know	realize	weapon
knew	wars,	wars,
knows	!	!
brought	für	für
bring	tell	tell
brings	!	!
bring	protect	protect
brought	college.	college.
brings	!	!
discussed	centuries.	centuries.
discuss	approval	approval
discusses	!	!
discuss	"great	"great
discussed	"great	"great
discusses	!	!
sold	shipped	shipped
sell	trucks	trucks
sells	!	!
sell	immigrant	beck
sold	architect	architect
sells	!	!
followed	avenue.	appearing
follow	approval	approval
follows	!	!
follow	building.	building.
followed	pioneering	pioneering
follows	!	!
met	wickets	wickets
meet	supervised	parker
meets	!	!
meet	standards	activities
met	standards	standards
meets	!	!
needed	franklin	nobel
need	option	option
needs	!	!
need	protect	protect
needed	learn	learn
needs	!	!
studied	galleries	galleries
study	professor	professor
studies	!	!
study	medicine.	specialised
studied	historically	historically
studies	!	!
ended	wickets	wickets
end	weber	weber
ends	!	!
end	properly	properly
ended	ritual	ritual
ends	!	!
changed	wickets	wickets
change	clinical	clinical
changes	!	!
change	and/or	and/or
changed	favoured	invention
changes	!	!
increased	(i.e.	(i.e.
increase	black,	black,
increases	economy	economy
increase	yield	videos
increased	environment,	environment,
increases	reduced	reduced
seemed	food.	similarly,
seem	suspect	suspect
seems	chaos	chaos
seem	ruins	ruins
seemed	pharmaceutical	1882
seems	expert	expert
provided	electricity	tool
provide	revival	revival
provides	complicated	complicated
provide	programs.	programs.
provided	programs.	programs.
provides	useful	useful
determined	determining	merit
determine	differs	differs
determines	depends	depends
determine	!	!
determined	!	!
determines	results.	results.
felt	bombing	bombing
feel	reality	reality
feels	true	true
feel	night"	night"
felt	allmusic	allmusic
feels	shoulder	shoulder
earned	1928	1928
earn	master's	master's
earns	pupils	pupils
earn	!	!
earned	!	!
earns	meal	meal
helped	set.	set.
help	broken	broken
helps	decides	decides
help	k.	k.
helped	arm	arm
helps	exposed	exposed
lived	set.	set.
live	rented	rented
lives	perform	existence.
live	webb	1946.
lived	slovak	slovak
lives	relationship.	relationship.
became	slovak	slovak
become	east.	plateau
becomes	zhang	zhang
become	consider	consider
became	flown	flown
becomes	substance	substance
had	1950.	1950.
have	torture	torture
has	other,	existence.
have	webb	webb
had	"old	"old
has	relationship.	relationship.
looked	finds	finds
look	give	give
looks	reaches	reaches
look	screening	screening
looked	garden.	garden.
looks	found,	found,
lived	show,	show,
live	older.	older.
lives	realizes	comic
live	achieving	cannon
lived	1895,	1895,
lives	realizes	charlotte
protected	danger	synagogue
protect	radiation	38
protects	promises	promises
protect	!	!
protected	!	!
protects	lengths	lengths
returned	2004.	king,
return	diagnosed	diagnosed
returns	solution	solution
return	portfolio	portfolio
returned	2004.	2004.
returns	realizes	orbit
sought	abolished	abolished
seek	respond	respond
seeks	actively	actively
seek	impose	impose
sought	world.	world.
seeks	respond	whether
allowed	load	compensation
allow	manchester,	manchester,
allows	baldwin	baldwin
allow	barely	barely
allowed	keeping	keeping
allows	hears	hears
extended	sides.	sides.
extend	ending	ending
extends	investments	investments
extend	plain	restaurants
extended	dorsal	constitutional
extends	ending	ending
seemed	extremely	extremely
seem	when,	when,
seems	extremely	extremely
seem	evil	evil
seemed	evil	evil
seems	felt	felt
needed	extremely	extremely
need	syndicated	syndicated
needs	extremely	extremely
need	charles	charles
needed	conditions,	conditions,
needs	that.	that.
said	apartment	apartment
say	aired	aired
says	conflict.	conflict.
say	english.	english.
said	deciding	deciding
says	hears	hears
got	jobs	jobs
get	go	go
gets	gets	gets
get	ordered	ordered
got	evening	evening
gets	gets	gets
asked	aunt	uncle
ask	ask	ask
asks	gets	gets
ask	ordered	ordered
asked	(footballer)	1949.
asks	feared	feared
studied	tribe	tribe
study	interact	interact
studies	fitness	fitness
study	workshops	workshops
studied	bachelor's	bachelor's
studies	feared	feared
preserved	hopkins	hopkins
preserve	metropolitan	metropolitan
preserves	caves	repair
preserve	!	!
preserved	!	!
preserves	accessed	similarity
saw	ideology	ideology
see	agree	1998,
sees	showing	showing
see	ask	ordered
saw	m.a.	m.a.
sees	quantum	quantum
left	dispatched	dispatched
leave	filled	filled
leaves	sick	sick
leave	confirm	tracks.
left	rose	afternoon
leaves	develops	develops
eliminated	imprisoned	imprisoned
eliminate	(on	13th
eliminates	confronted	confronted
eliminate	!	!
eliminated	!	!
eliminates	hypothesis	hypothesis
decided	promotion	promotion
decide	future,	future,
decides	hire	hire
decide	discovering	discovering
decided	arrive	arrive
decides	hypothesis	hypothesis
preserved	previously,	previously,
preserve	specimen	specimen
preserves	beds	beds
preserve	!	!
preserved	!	!
preserves	specimen	specimen
led	brigadier	brigadier
lead	māori	māori
leads	beds	beds
lead	anything	anything
led	forcing	forcing
leads	fusion	fusion
extended	command,	command,
extend	etc.)	etc.)
extends	border.	border.
extend	constitutional	constitutional
extended	constitutional	constitutional
extends	turns	turns
came	it's	it's
come	willie	willie
comes	it's	it's
come	origin,	origin,
came	day"	day"
comes	innings	innings
received	command,	command,
receive	willie	willie
receives	km	km
receive	26th	26th
received	26th	26th
receives	pipeline	pipeline
started	guards	guards
start	woman's	woman's
starts	ordered	dominican
start	lighter	lighter
started	tends	tends
starts	enabled	x
recognized	philadelphia.	us.
recognize	1906.	1906.
recognizes	brussels	brussels
recognize	expertise	expertise
recognized	philadelphia.	philadelphia.
recognizes	1906.	1906.
increased	economy	economy
increase	reduced	reduced
increases	economy	economy
increase	calcium	calls
increased	calls	calls
increases	reduced	reduced
proved	wagner	wagner
prove	capability	capability
proves	before,	before,
prove	!	!
proved	!	!
proves	concentrate	concentrate
raised	traveled	traveled
raise	sank	games,
raises	turn,	turn,
raise	!	!
raised	!	!
raises	crater	crater
determined	solved	solved
determine	results.	results.
determines	juvenile	(see
determine	!	!
determined	!	!
determines	results.	results.
became	mentor	mentor
become	organizing	organizing
becomes	freelance	carlos
become	"so	"so
became	contest.	contest.
becomes	car.	car.
resolved	extensions	extensions
resolve	(1)	(1)
resolves	!	!
resolve	save	save
resolved	relegated	relegated
resolves	!	!
won	1–1	1–1
win	winning	winning
wins	!	!
win	midwest	midwest
won	fight.	fight.
wins	!	!
joined	diego,	1926,
join	rescue	rescue
joins	!	!
join	protect	protect
joined	moves	moves
joins	!	!
saw	luck	outskirts
see	control.	counter
sees	!	!
see	prospective	prospective
saw	extensions	extensions
sees	!	!
developed	rican	rican
develop	functions	functions
develops	!	!
develop	learning	learning
developed	undergo	undergo
develops	!	!
tried	believing	believing
try	thrown	thrown
tries	convinced	convinced
try	balanced	balanced
tried	bat	bat
tries	mile	mile
looked	phoenix	phoenix
look	thrown	thrown
looks	feels	clarence
look	chess	chess
looked	monitoring	monitoring
looks	everyone	everyone
determined	medal.	medal.
determine	unlikely	unlikely
determines	"p"	clarence
determine	!	!
determined	!	!
determines	follows	attack,
took	hoped	hoped
take	unified	unified
takes	northeast	analysis,
take	greenwich	greenwich
took	impact	impact
takes	mile	names.
said	long,	long,
say	unlikely	unlikely
says	feels	feels
say	carl	carl
said	(new	(new
says	systematic	cross
lived	you"	rejoined
live	castle.	castle.
lives	perform	perform
live	sleep	producer.
lived	dividing	dividing
lives	population)	clerk
paid	dame	teacher,
pay	dollar	high-profile
pays	match.	match.
pay	review	manager.
paid	deal.	deal.
pays	consider	consider
raised	dame	dame
raise	hoped	hoped
raises	dame	dame
raise	!	!
raised	!	!
raises	hoped	hoped
was	teacher,	teacher,
be	high-profile	high-profile
is	colombia	colombia
be	inquiry	inquiry
was	opposition.	opposition.
is	competitive	competitive
found	teacher,	teacher,
find	high-profile	high-profile
finds	norway	norway
find	photos	photos
found	maya	maya
finds	derivative	derivative
produced	aluminum	aluminum
produce	nitrogen	nitrogen
produces	!	!
produce	subscription	subscription
produced	licensed	licensed
produces	!	!
opened	golf	golf
open	priory	priory
opens	!	!
open	drives	drives
opened	drives	drives
opens	!	!
remained	parties,	parties,
remain	zhang	zhang
remains	!	!
remain	priory	priory
remained	survived	survived
remains	!	!
ensured	revival	revival
ensure	traffic.	traffic.
ensures	!	!
ensure	agrees	agrees
ensured	inc.	inc.
ensures	!	!
said	cast	cast
say	seeing	seeing
says	!	!
say	thinks	thinks
said	aware	survived
says	!	!
won	playoffs	playoffs
win	winston	winston
wins	!	!
win	god's	god's
won	conflicts	conflicts
wins	!	!
joined	include	include
join	battle.	battle.
joins	!	!
join	mountain,	mountain,
joined	stretches	stretches
joins	!	!
remained	launch	launch
remain	troubled	troubled
remains	!	!
remain	vatican	supernatural
remained	cellular	cellular
remains	!	!
showed	espn	espn
show	wonder	unaware
shows	!	!
show	supernatural	supernatural
showed	cellular	cellular
shows	!	!
reduced	length.	length.
reduce	brings	brings
reduces	!	!
reduce	structures,	structures,
reduced	cellular	cellular
reduces	!	!
won	all-time	all-time
win	championships.	craig
wins	!	!
win	learn	learn
won	centuries,	fragments
wins	!	!
paid	inserted	inserted
pay	appreciation	engineered
pays	!	!
pay	activities	activities
paid	expressions	expressions
pays	!	!
gave	let	let
give	goal,	goal,
gives	!	!
give	avoiding	avoiding
gave	generations	descriptions
gives	!	!
saved	isolated	isolated
save	goal,	ally
saves	!	!
save	trapped	trapped
saved	memories	memories
saves	!	!
changed	inserted	inserted
change	conservatives	conservatives
changes	!	!
change	cellular	cellular
changed	detailed	detailed
changes	!	!
stayed	wet	wet
stay	detect	detect
stays	father	father
stay	!	!
stayed	!	!
stays	collins	museum,
joined	divisions	divisions
join	african	african
joins	trip	trip
join	instructed	instructed
joined	carolina,	carolina,
joins	terminus	african
created	gather	faces
create	format	format
creates	similar	similar
create	quantity	quantity
created	nature.	nature.
creates	goes	goes
ran	maurice	maurice
run	loop	loop
runs	cars	cars
run	hits,	hits,
ran	limited	limited
runs	tends	tends
found	seeks	seeks
find	detect	detect
finds	models	models
find	courage	corps,
found	ground,	hardy
finds	genus	genus
proved	format,	format,
prove	duties.	duties.
proves	writer	writer
prove	!	!
proved	!	!
proves	experience	experience
produced	waste	waste
produce	yielded	yielded
produces	writer	writer
produce	weapons,	weapons,
produced	destinations	destinations
produces	ph.d.	ph.d.
eliminated	departed	departed
eliminate	reason,	reason,
eliminates	(2)	(2)
eliminate	!	!
eliminated	!	!
eliminates	causing	riley
studied	ontario.	ontario.
study	degree	degree
studies	ph.d.	ph.d.
study	law.	law.
studied	universities,	universities,
studies	ph.d.	ph.d.
accommodated	eva	wholly
accommodate	!	!
accommodates	non-families.	dave
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	"el	"el
happen	walk	walk
happens	!	!
happen	wrong	discovering
happened	supernatural	supernatural
happens	!	!
accommodated	midland	midland
accommodate	!	!
accommodates	!	!
accommodate	wrong	wrong
accommodated	causing	causing
accommodates	!	!
worked	"el	"el
work	phd	phd
works	!	!
work	intent	intent
worked	program	program
works	!	!
reduced	soils	soils
reduce	increased	increased
reduces	!	!
reduce	logical	logical
reduced	surfaces	surfaces
reduces	!	!
turned	"el	"el
turn	picks	picks
turns	!	!
turn	wrong	wrong
turned	surfaces	surfaces
turns	!	!
raised	missing	missing
raise	suggestion	suggestion
raises	agency	1919.
raise	!	!
raised	!	!
raises	stretches	stretches
returned	nascar	nascar
return	season	apply
returns	austria,	austria,
return	gets	gets
returned	hand.	hand.
returns	apply	apply
told	(,	(,
tell	something	accusations
tells	(,	(,
tell	arrives	play,
told	rebecca	rebecca
tells	resolve	resolve
saved	threw	threw
save	killer	alcohol
saves	client	client
save	doug	doug
saved	rbi	wright
saves	enables	alcohol
followed	56	56
follow	murphy	murphy
follows	client	left
follow	units	units
followed	reality	reality
follows	regulation	regulation
produced	parts,	parts,
produce	halfway	photographed
produces	daily	daily
produce	cloud	cloud
produced	cloud	cloud
produces	straight	straight
proved	parts,	parts,
prove	paris	paris
proves	goes	goes
prove	!	!
proved	!	!
proves	proceeds	proceeds
met	parts,	parts,
meet	environment.	environment.
meets	metres	metres
meet	date.	date.
met	germany	1991.
meets	goes	goes
used	products.	products.
use	loaned	licence
uses	ends	ends
use	launch	launch
used	platform.	platform.
uses	communicate	communicate
became	actor.	steady
become	neighborhoods	neighborhoods
becomes	hardy	hardy
become	contract.	contract.
became	lewis	lewis
becomes	becomes	substance
proved	rhodes	rhodes
prove	materials.	materials.
proves	eventually,	eventually,
prove	!	!
proved	!	!
proves	lucky	materials.
brought	recognize	recognize
bring	website	soul
brings	conviction	conviction
bring	song.	philippine
brought	joining	joining
brings	lucky	a.m.
determined	indirect	amended
determine	results.	results.
determines	graph	graph
determine	!	!
determined	!	!
determines	lucky	size
decided	promises	amended
decide	split	split
decides	pregnant	pregnant
decide	it's	it's
decided	joining	joining
decides	refusing	refusing
followed	participate	participate
follow	local	local
follows	money.	money.
follow	oriental	oriental
followed	determined	determined
follows	lucky	lucky
resolved	und	und
resolve	(1)	(1)
resolves	!	!
resolve	purchase	purchase
resolved	trucks	trucks
resolves	!	!
won	trophy.	trophy.
win	stefan	thriller
wins	!	!
win	connecticut.	connecticut.
won	trucks	trucks
wins	!	!
bought	bit	bit
buy	38	38
buys	!	!
buy	purchase	purchase
bought	trucks	trucks
buys	!	!
studied	lecture	lecture
study	seek	seek
studies	!	!
study	expertise	expertise
studied	trucks	trucks
studies	!	!
liked	english-language	english-language
like	past,	past,
likes	!	!
like	howe	howe
liked	themselves	themselves
likes	!	!
eliminated	responsibilities	responsibilities
eliminate	fail	certified
eliminates	!	!
eliminate	visits	visits
eliminated	joined	joined
eliminates	!	!
led	lead.	collins
lead	act.	act.
leads	!	!
lead	waiting	waiting
led	looking	looking
leads	!	!
ended	1922	1972
end	victim	victim
ends	!	!
end	engagement	engagement
ended	1956,	1956,
ends	!	!
saved	1972	1972
save	in.	in.
saves	!	!
save	player's	player's
saved	trapped	trapped
saves	!	!
served	stores	stores
serve	affairs.	affairs.
serves	!	!
serve	students.	students.
served	1956,	1956,
serves	!	!
lived	130	130
live	people,	kong,
lives	view.	view.
live	yugoslavia	yugoslavia
lived	(from	(from
lives	unincorporated	daughters,
went	retirement	retirement
go	jets	jets
goes	talked	talked
go	thinks	st
went	tide	st
goes	enables	enables
decided	lunch	lunch
decide	relocated	relocated
decides	sleeping	sleeping
decide	murder.	escape.
decided	lisa	lisa
decides	jesse	jesse
understood	you,	you,
understand	writing,	writing,
understands	emotional	emotional
understand	!	!
understood	!	!
understands	case,	find
served	rides	rides
serve	kong,	kong,
serves	restaurants	seat,
serve	improve	yugoslavia
served	merchant	merchant
serves	town	town
stayed	1961,	1961,
stay	boats	boats
stays	jack	jack
stay	!	!
stayed	!	!
stays	recovered	recovered
helped	1,500	1,500
help	quest	quest
helps	spirits	spirits
help	organizations	organizations
helped	hollow	hollow
helps	quest	quest
seemed	before,	removing
seem	loves	topic
seems	removing	removing
seem	exposure	exposure
seemed	hollow	hollow
seems	spirits	spirits
kept	toronto	toronto
keep	cat	exhibits
keeps	intense	intense
keep	bases	bases
kept	claimed	claimed
keeps	thinks	estates
said	warned	warned
say	liked	accompanying
says	spirits	spirits
say	wrong	wrong
said	desire	desire
says	loved	loved
allowed	elected	elected
allow	options	options
allows	golf	telescope
allow	recognizing	recognizing
allowed	protocol	protocol
allows	three,	three,
came	semifinal	semifinal
come	1938	1938
comes	globe	globe
come	tells	tone
came	trouble	trouble
comes	vessel	vessel
remained	qualification	qualification
remain	marketed	marketed
remains	netherlands	netherlands
remain	belonged	belonged
remained	belonged	belonged
remains	displacement	displacement
took	bull	bull
take	(that	(that
takes	foster	foster
take	rama	rama
took	semifinal	semifinal
takes	palace.	(that
avoided	hired	hired
avoid	experience.	experience.
avoids	order	order
avoid	!	!
avoided	!	!
avoids	emotional	emotional
earned	princeton	princeton
earn	earning	degree.
earns	appearances	appearances
earn	!	!
earned	!	!
earns	assists	assists
remained	homes	return
remain	spot	spot
remains	view,	view,
remain	name.	name.
remained	texts	texts
remains	queens	queens
studied	colin	colin
study	cultures	cultures
studies	interpretation	february,
study	molecules	molecules
studied	princeton	princeton
studies	lab	lab
promoted	berlin,	berlin,
promote	led	led
promotes	sustainable	sustainable
promote	molecules	molecules
promoted	behavioral	conditions.
promotes	proceeded	proceeded
took	frances	frances
take	photograph	photograph
takes	appearances	appearances
take	knows	knows
took	can't	can't
takes	built	built
increased	increased	increased
increase	increase	increase
increases	sleep	decreased
increase	calcium	calcium
increased	enlarged	enlarged
increases	conditions.	conditions.
included	academy	academy
include	topped	topped
includes	tasks	tasks
include	centered	centered
included	centered	centered
includes	parts,	parts,
saved	death,	death,
save	physically	physically
saves	protecting	protecting
save	elite	campaign,
saved	afl	afl
saves	miller,	miller,
ran	alliance	alliance
run	topped	topped
runs	tasks	tasks
run	revenge	revenge
ran	1928	1928
runs	shoots	shoots
said	parker	answers
say	object	object
says	away.	denis
say	zone.	zone.
said	aware	aware
says	thinking	thinking
joined	joined	joined
join	county	county
joins	striker	striker
join	stretches	stretches
joined	victim	victim
joins	fk	campaign,
built	decide	party's
build	constructed	constructed
builds	consulting	consulting
build	!	!
built	!	!
builds	architect	hall.
studied	m.a.	m.a.
study	economy	economy
studies	universities,	universities,
study	harvard	harvard
studied	harvard	harvard
studies	opera,	estonia
happened	your	your
happen	ear	ear
happens	your	your
happen	knights	knights
happened	replied	depicted
happens	america's	gaelic
found	enables	enables
find	colombia	colombia
finds	more,	more,
find	(from	suit
found	elizabeth	elizabeth
finds	colombia	colombia
was	1906.	1906.
be	viewers	viewers
is	attitudes	attractions
be	involve	k
was	k	k
is	estate	barry
celebrated	statue	statue
celebrate	birds	birds
celebrates	statue	statue
celebrate	!	!
celebrated	!	!
celebrates	shiva	shiva
learned	genera	feel
learn	reportedly	reportedly
learns	mate	mate
learn	loss,	loss,
learned	investigating	investigating
learns	died.	died.
kept	stories,	stories,
keep	considering	considering
keeps	windows.	stories,
keep	police,	police,
kept	minute.	minute.
keeps	there,	there,
found	feel	feel
find	impose	impose
finds	stefan	stefan
find	protagonist	broken
found	tube	tube
finds	stolen	night,
earned	|	2011–12
earn	artist.	artist.
earns	increases	increases
earn	!	!
earned	!	!
earns	master's	master's
became	marquis	marquis
become	artist.	artist.
becomes	commentator	serving
become	protecting	protecting
became	removed,	removed,
becomes	secretly	secretly
liked	segments	segments
like	we're	we're
likes	church.	church.
like	"i'm	dances
liked	singer	singer
likes	jr.,	assists
sought	lebanese	bordered
seek	return.	return.
seeks	amanda	married,
seek	encouraging	gothic
sought	typically	typically
seeks	boundaries	boundaries
avoided	soldiers	soldiers
avoid	return.	return.
avoids	test.	test.
avoid	!	!
avoided	!	!
avoids	barely	barely
produced	applications	applications
produce	johnny	johnny
produces	proteins	develop
produce	metric	metric
produced	metric	metric
produces	virus	virus
prevented	etc.	etc.
prevent	ambassador	ambassador
prevents	fight.	fight.
prevent	!	!
prevented	!	!
prevents	amounts	amounts
asked	capturing	capturing
ask	johnny	johnny
asks	adapt	adapt
ask	out:	out:
asked	families,	families,
asks	pipe	pipe
determined	data.	data.
determine	inability	excess
determines	data.	data.
determine	!	!
determined	!	!
determines	proteins	proteins
took	secretary,	movements
take	august,	august,
takes	fight.	fight.
take	death,	corporation
took	pictures	pictures
takes	southwest	southwest
resolved	fiscal	fiscal
resolve	wishes	wishes
resolves	iran.	meets
resolve	!	!
resolved	!	!
resolves	transcription	transcription
provided	house,	house,
provide	communicate	communicate
provides	riverside	riverside
provide	structured	nation,
provided	inform	inform
provides	cells.	cells.
began	qualification	qualification
begin	ottawa	ottawa
begins	sometimes	sometimes
begin	nation,	nation,
began	me"	me"
begins	boulevard	boulevard
went	honored	honored
go	averaging	averaging
goes	sacramento	throws
go	holocaust	holocaust
went	rick	rick
goes	unknown	unknown
served	aviation	aviation
serve	lyon	lyon
serves	alignment	aviation
serve	high-profile	high-profile
served	district	district
serves	boulevard	fishing
did	nice	nice
do	missionary	missionary
does	!	!
do	include:	include:
did	optimal	optimal
does	!	!
lived	performer	performer
live	missionary	missionary
lives	!	!
live	integrate	integrate
lived	transmission	transmission
lives	!	!
prevented	efficiency	south-west
prevent	russians	russians
prevents	!	!
prevent	reduce	reduce
prevented	efficiency	efficiency
prevents	!	!
became	nickname	nickname
become	missionary	missionary
becomes	!	!
become	integrate	integrate
became	drives	drives
becomes	!	!
ended	club's	club's
end	hit	hit
ends	!	!
end	cellular	cellular
ended	chassis	chassis
ends	!	!
left	superintendent	superintendent
leave	accident.	accident.
leaves	!	!
leave	surfaces	surfaces
left	sexual	sexual
leaves	!	!
considered	turnout	turnout
consider	websites	websites
considers	!	!
consider	objects	objects
considered	environment	environment
considers	!	!
saw	played	played
see	loss.	loss.
sees	!	!
see	person	earth,
saw	phone	phone
sees	!	!
saved	enemies	enemies
save	memory.	lawyer,
saves	!	!
save	trapped	trapped
saved	itself	itself
saves	!	!
said	garnered	garnered
say	aims	aims
says	!	!
say	trapped	trapped
said	relationship	relationship
says	!	!
proved	inspector	inspector
prove	effort	rock
proves	!	!
prove	indirect	indirect
proved	basically	basically
proves	!	!
sent	larvae	hide
send	contract.	contract.
sends	!	!
send	enhance	enhance
sent	helps	helps
sends	!	!
created	silk	silk
create	artists	artists
creates	!	!
create	enhance	enhance
created	helps	helps
creates	!	!
met	over,	over,
meet	attempts	attempts
meets	!	!
meet	access	access
met	helps	helps
meets	!	!
showed	show,	show,
show	lightning	lightning
shows	!	!
show	cannot	cannot
showed	basically	basically
shows	!	!
made	topics	topics
make	householder	householder
makes	can't	can't
make	messages	messages
made	successfully	successfully
makes	non-families.	models,
protected	exhibits	exhibits
protect	created,	created,
protects	pressure	pressure
protect	!	!
protected	!	!
protects	created,	created,
included	hood	hood
include	parker	parker
includes	decades.	decades.
include	ranging	ranging
included	cole	cole
includes	tradition	tradition
decided	lined	wing.
decide	parker	parker
decides	can't	can't
decide	murder.	murder.
decided	finally	finally
decides	president,	president,
ended	germany.	germany.
end	finale	finale
ends	can't	can't
end	concentrations	sides,
ended	yang	yang
ends	sox	trademark
extended	australia	australia
extend	44	44
extends	!	!
extend	boy	expertise
extended	1962,	1962,
extends	!	!
went	we're	we're
go	44	hoping
goes	!	!
go	professionals	professionals
went	careers	careers
goes	!	!
liked	immigrants	--
like	married,	married,
likes	!	!
like	talented	talented
liked	immigrants	immigrants
likes	!	!
served	trips	trips
serve	1865	1865
serves	!	!
serve	department,	department,
served	department,	department,
serves	!	!
changed	assume	assume
change	tertiary	tertiary
changes	!	!
change	and/or	and/or
changed	immigrants	immigrants
changes	!	!
returned	hampshire,	hampshire,
return	oral	oral
returns	vatican	vatican
return	decide	decide
returned	frankfurt	frankfurt
returns	trinity	trinity
learned	graphics	graphics
learn	classes	classes
learns	vatican	real-time
learn	doesn't	doesn't
learned	robot	robot
learns	proven	proven
thought	hardly	hardly
think	beauty	beauty
thinks	contemporary	contemporary
think	guarantee	guarantee
thought	demanding	demanding
thinks	brain	brain
became	advent	advent
become	friends	friends
becomes	arguably	huge
become	husband.	husband.
became	demanding	demanding
becomes	eponymous	strengthening
understood	contemporary	contemporary
understand	theorem	formula_1
understands	contemporary	contemporary
understand	!	!
understood	!	!
understands	formula_1	formula_1
sent	!	!
send	churches,	churches,
sends	!	!
send	enhance	enhance
sent	reads	reads
sends	sailed	sailed
needed	!	!
need	configuration	configuration
needs	!	!
need	configuration	configuration
needed	women	women
needs	acceptable	acceptable
preserved	!	!
preserve	churches,	complement
preserves	!	!
preserve	demolition	demolition
preserved	!	!
preserves	specimen	specimen
developed	!	!
develop	standardized	standardized
develops	!	!
develop	encourages	encourages
developed	encourages	encourages
develops	portable	portable
served	!	!
serve	beverly	beverly
serves	!	!
serve	housed	housed
served	communities	communities
serves	health,	health,
protected	floating	floating
protect	protection	protection
protects	!	!
protect	fund.	fund.
protected	hoped	hoped
protects	!	!
required	enemy	enemy
require	standardized	standardized
requires	!	!
require	environment,	environment,
required	(called	(called
requires	!	!
happened	"x"	takes
happen	peace	peace
happens	!	!
happen	exclusive	exclusive
happened	hoped	hoped
happens	!	!
saved	hence	hence
save	disabled	disabled
saves	!	!
save	scene,	scene,
saved	drives	drives
saves	!	!
understood	algebra	algebra
understand	constantly	standardized
understands	!	!
understand	fund.	fund.
understood	hoped	hoped
understands	!	!
brought	each.	confronted
bring	summer.	summer.
brings	we're	we're
bring	japanese	japanese
brought	importance	importance
brings	standing	standing
led	quarterback	quarterback
lead	25	25
leads	lead.	spans
lead	updated	updated
led	promises	promises
leads	side,	korea,
had	accident	accident
have	1922	1922
has	sleep	sleep
have	updated	updated
had	mississippi	mississippi
has	herself	herself
sought	murder.	murder.
seek	exceptions	exceptions
seeks	males.	murder.
seek	funds	funds
sought	mississippi	mississippi
seeks	connect	connect
said	confronted	confronted
say	summer.	summer.
says	enjoy	enjoy
say	else	else
said	mississippi	mississippi
says	becomes	becomes
looked	outstanding	outstanding
look	1911.	1911.
looks	covers	covers
look	agrees	agrees
looked	daughter	daughter
looks	genome	genome
resolved	(march	brothers.
resolve	power,	power,
resolves	covers	covers
resolve	!	!
resolved	!	!
resolves	belongs	belongs
returned	eighteen	eighteen
return	proposals	proposals
returns	covers	covers
return	agrees	agrees
returned	wounded	wounded
returns	relocated	crucial
used	contracted	oil
use	applications.	applications.
uses	purposes.	policy.
use	restaurants	restaurants
used	daughter	daughter
uses	facilities,	genome
offered	contributor	contributor
offer	one-year	one-year
offers	capability	covers
