rougher	color	color
studied	study	research
studies	studying	studying
proved	was	proved
prove	are	are
proves	is	is
prove	!	!
proved	!	!
proves	is	is
helped	to	to
help	are	help
helps	to	helped
help	are	try
helped	able	able
helps	is	aims
called	when	married
call	are	such
calls	a	calls
call	are	call
called	who	forced
calls	is	is
considered	when	appointed
consider	are	are
considers	is	a
consider	are	prefer
considered	were	attacked
considers	is	is
asked	asked	asks
ask	are	do
asks	asks	asks
ask	are	ask
asked	who	told
asks	is	and
provided	provides	provides
provide	provide	provide
provides	providing	and
provide	provide	provide
provided	provide	provided
provides	provide	provide
eliminated	faced	faced
eliminate	bring	qualify
eliminates	creates	responses
eliminate	!	!
eliminated	!	!
eliminates	tells	characterized
thought	really	i
think	do	do
thinks	really	really
think	know	know
thought	know	know
thinks	believed	does
showed	series	show.
show	make	make
shows	series	shows.
show	show	show
showed	show	show
shows	showing	and
took	took	took
take	take	take
takes	took	takes
take	take	take
took	took	took
takes	and	takes
looked	would	you
look	get	tell
looks	not	you
look	know	look
looked	would	looked
looks	is	is
paid	would	paid
pay	pay	pay
pays	paid	paid
pay	pay	são
paid	paid	paid
pays	pay	pay
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	are	are
remained	remained	became
remains	is	is
bought	would	to
buy	buy	buy
buys	purchase	a
buy	!	!
bought	!	!
buys	purchased	purchased
sought	sought	sought
seek	seek	seek
seeks	sought	sought
seek	to	to
sought	to	sought
seeks	seek	seeks
produced	and	and
produce	produce	produce
produces	produced	produced
produce	make	produce
produced	and	and
produces	written	animated
thought	i	i
think	do	do
thinks	know	feels
think	go	know
thought	won	said
thinks	can	can
understood	and	did
understand	be	comply
understands	explain	learned
understand	!	!
understood	!	!
understands	cannot	eaten
ran	and	ran
run	go	run
runs	runs	runs
run	run	run
ran	yards	households,
runs	runs	runs
reduced	increased	increased
reduce	reduce	reduce
reduces	reducing	increasing
reduce	reduce	reduce
reduced	and	increased
reduces	increased	increasing
felt	and	i
feel	believe	happen
feels	you	very
feel	know	know
felt	joined	said
feels	flowers	grows
required	and	and
require	to	to
requires	or	or
require	required	required
required	and	for
requires	can	can
played	played	played
play	play	play
plays	played	plays
play	played	play
played	played	played
plays	playing	plays
happened	joined	happened
happen	happen	happen
happens	you	grows
happen	happen	happen
happened	returned	happened
happens	happen	happen
had	had	had
have	have	have
has	are	are
have	have	have
had	had	had
has	have	have
opened	in	opened
open	built	build
opens	the	the
open	take	make
opened	in	opened
opens	built	connects
felt	in	got
feel	get	know
feels	feels	feels
feel	know	feel
felt	in	had
feels	feels	feels
decided	decided	decided
decide	to	to
decides	decides	decides
decide	to	to
decided	decided	decided
decides	able	decides
preserved	in	museum
preserve	get	look
preserves	cultural	cultural
preserve	!	!
preserved	!	!
preserves	feels	relevant
followed	and	followed
follow	take	follow
follows	discovers	discovers
follow	take	follow
followed	in	in
follows	takes	but
studied	studies	studied
study	studying	studying
studies	studies	studies
study	study	work
studied	study	university
studies	studying	studying
held	held	held
hold	take	hold
holds	held	their
hold	to	hold
held	and	october
holds	at	hold
ended	in	november
end	to	without
ends	end.	end.
end	to	get
ended	and	ended
ends	during	started
said	you	said
say	that	that
says	you	you
say	who	who
said	said	wrote
says	said,	that
reduced	reducing	reduces
reduce	increased	increase
reduces	reducing	reduces
reduce	to	reduce
reduced	reduce	reduce
reduces	increased	increases
built	built	built
build	constructed	designed
builds	construct	a
build	!	!
built	!	!
builds	constructed	erected
studied	studies	in
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	she
said	saying,	said
say	i	i
says	saying	admits
say	know	know
said	and	stated
says	said,	tells
developed	and	industrial
develop	using	use
develops	developing	development.
develop	have	develop
developed	between	between
develops	used	computer
reduced	increase	increased
reduce	increased	reduce
reduces	reducing	involves
reduce	reduce	increase
reduced	the	increase
reduces	increased	decreased
extended	the	the
extend	to	to
extends	the	extended
extend	take	expand
extended	along	north
extends	a	a
ensured	and	and
ensure	to	ensure
ensures	provides	provides
ensure	!	!
ensured	!	!
ensures	loyalty	loyalty
decided	decided	decided
decide	to	to
decides	decides	decides
decide	to	to
decided	decided	decided
decides	to	to
preserved	and	and
preserve	have	are
preserves	cultural	scenic
preserve	!	!
preserved	!	!
preserves	is	variables
saved	named	named
save	take	accept
saves	a	the
save	take	kill
saved	said	yards.
saves	save	save
earned	earning	earning
earn	received	degree
earns	earning	earning
earn	!	!
earned	!	!
earns	earning	honors
paid	paying	paying
pay	pay	pay
pays	paid	paid
pay	and	pay
paid	by	de
pays	pay	pay
learned	know	learned
learn	and	lessons
learns	tell	teaches
learn	and	her
learned	tells	elder
learns	learning	learning
accommodated	constructed	completed.
accommodate	!	!
accommodates	operates	titles,
accommodate	!	!
accommodated	!	!
accommodates	!	!
saw	know	wrote
see	and	their
sees	know	sees
see	while	while
saw	while	james
sees	the	for
tried	trying	trying
try	to	to
tries	!	!
try	to	could
tried	trying	could
tries	!	!
learned	knew	allocated
learn	learn	…
learns	!	!
learn	know	find
learned	discovers	realized
learns	!	!
followed	interpreted	verb
follow	and	and
follows	!	!
follow	know	find
followed	is	looks
follows	!	!
found	finding	is
find	and	and
finds	!	!
find	find	find
found	find	could
finds	!	!
turned	which	verb
turn	and	and
turns	!	!
turn	know	find
turned	not	could
turns	!	!
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provided
provides	provide	provide
improved	improving	improved
improve	improve	improve
improves	improving	affects
improve	!	!
improved	!	!
improves	improve	management
required	such	such
require	to	to
requires	requiring	projects.
require	make	allow
required	using	require
requires	can	can
had	are	been
have	have	have
has	are	has
have	have	have
had	have	had
has	has	has
sold	sold	sold
sell	sell	sell
sells	buy	industry,
sell	make	produce
sold	and	sold
sells	selling	selling
met	and	and
meet	married	meet
meets	met	met
meet	get	meet
met	and	northern
meets	married	married
needed	can	used
need	to	to
needs	able	does
need	to	to
needed	or	or
needs	to	wants
gave	and	are
give	get	give
gives	gave	and
give	give	give
gave	or	of
gives	tells	tells
worked	and	works
work	get	she
works	works	works
work	work	work
worked	and	such
works	married	married
avoided	or	or
avoid	avoid	avoid
avoids	after	after
avoid	!	!
avoided	!	!
avoids	sees	avoid
helped	and	used
help	to	to
helps	to	tells
help	help	help
helped	and	attempt
helps	able	helps
raised	and	raised
raise	raise	raise
raises	raising	co-written
raise	!	!
raised	!	!
raises	raise	disorders
began	began	began
begin	started	to
begins	began	starts
begin	to	to
began	and	began
begins	started	starts
built	built	built
build	constructed	build
builds	built	and
build	!	!
built	!	!
builds	opened	closed
recognized	used	recognized
recognize	establish	recognize
recognizes	confirm	accepts
recognize	build	recognize
recognized	and	awarded
recognizes	regarded	disorders
knew	think	knew
know	know	know
knows	think	pretty
know	know	know
knew	won	know
knows	know	think
made	made	made
make	make	make
makes	made	made
make	make	make
made	made	made
makes	make	a
included	and	and
include	include	include
includes	such	and
include	include	provide
included	and	and
includes	include	include
avoided	scored	after
avoid	avoid	avoid
avoids	prevent	without
avoid	!	!
avoided	!	!
avoids	avoid	avoid
reduced	reducing	total
reduce	increase	reduce
reduces	reducing	increasing
reduce	reduce	reduce
reduced	won	reduced
reduces	increased	increase
met	met	met
meet	and	and
meets	met	and
meet	and	get
met	married	married
meets	works.	works.
needed	decided	decided
need	to	to
needs	can	can
need	to	understand
needed	served	wants
needs	can	necessary
liked	and	and
like	work,	following:
likes	such	such
like	i	i
liked	joined	married
likes	works.	writings
reduced	reducing	reduced
reduce	increased	increase
reduces	reducing	reduced
reduce	reduce	reduce
reduced	served	increased
reduces	increased	reduction
served	served	served
serve	he	it
serves	serving	serving
serve	through	served
served	served	served
serves	appointed	of
made	made	made
make	make	make
makes	made	made
make	make	make
made	made	made
makes	make	make
used	used	and
use	use	use
uses	using	using
use	using	using
used	using	used
uses	using	using
saved	her	saves
save	make	save
saves	saving	saving
save	make	kill
saved	appearances	coach:
saves	save	save
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	and	and
found	get	her
find	are	are
finds	get	her
find	find	find
found	who	who
finds	or	or
knew	think	what
know	know	don't
knows	think	realizes
know	know	you're
knew	what	what
knows	know	know
proved	proved	proved
prove	prove	prove
proves	realizes	realizes
prove	!	!
proved	!	!
proves	prove	proving
joined	joined	joined
join	and	join
joins	joined	sailed
join	join	join
joined	joined	joined
joins	died	realizes
opened	and	and
open	in	he
opens	and	and
open	give	open
opened	the	open
opens	built	reopened
went	went	went
go	go	go
goes	went	goes
go	go	go
went	went	went
goes	goes	realizes
returned	and	returned
return	in	return
returns	returned	returned
return	you	come
returned	and	and
returns	in	when
discussed	and	and
discuss	understand	explain
discusses	asks	relates
discuss	you	discussed
discussed	described	described
discusses	explain	explain
wanted	would	would
want	you	want
wants	would	refuses
want	you	want
wanted	would	would
wants	to	wants
sought	and	sought
seek	seek	seek
seeks	sought	sought
seek	to	to
sought	sought	sought
seeks	seek	seek
reduced	and	and
reduce	increased	vary
reduces	reducing	and
reduce	reduce	reduce
reduced	increased	increased
reduces	increased	vary
called	when	the
call	or	like
calls	calls	calls
call	have	call
called	and	and
calls	is	is
felt	took	got
feel	believe	believe
feels	know	is
feel	feel	feel
felt	had	had
feels	you	that's
discussed	the	the
discuss	have	are
discusses	a	a
discuss	have	understand
discussed	and	explored
discusses	shown	explore
thought	i	i
think	do	do
thinks	know	knows
think	know	feel
thought	started	talked
thinks	can	thinks
followed	the	followed
follow	take	follow
follows	finds	follows
follow	have	follow
followed	the	the
follows	and	and
considered	and	finnish
consider	not	not
considers	a	names,
consider	believe	many
considered	many	many
considers	is	is
started	began	began
start	began	while
starts	started	after
start	you	start
started	begins	began
starts	began	while
was	been	was
be	been	be
is	been	is
be	are	are
was	are	are
is	been	is
decided	decided	opted
decide	to	to
decides	decides	agrees
decide	you	to
decided	decided	decided
decides	would	will
gave	and	and
give	you	give
gives	take	gives
give	you	give
gave	gave	gave
gives	and	her
reached	in	reached
reach	reach	reach
reaches	reaching	reaching
reach	became	of
reached	served	at
reaches	reaching	reach
lived	and	released
live	living	reside
lives	music	shows
live	became	born
lived	in	born
lives	living	living
required	and	and
require	can	to
requires	requires	requires
require	for	for
required	served	established
requires	can	can
celebrated	in	anniversary
celebrate	celebrate	celebrate
celebrates	commemorate	celebration
celebrate	!	!
celebrated	!	!
celebrates	celebrations	particle
ended	january	january
end	make	with
ends	end.	ends
end	became	the
ended	served	opened
ends	ending	ends
raised	to	to
raise	raise	raise
raises	raising	raising
raise	!	!
raised	!	!
raises	raise	raise
seemed	able	not
seem	make	wasn't
seems	doesn't	does
seem	not	not
seemed	would	not
seems	seems	seems
required	can	can
require	provide	provide
requires	requires	requires
require	have	required
required	can	required
requires	requires	requires
showed	series	series
show	have	have
shows	series	show,
show	have	show
showed	can	will
shows	showing	showing
served	will	served
serve	he	he
serves	serving	serves
serve	have	serve
served	would	served
serves	became	founded
reached	reached	reached
reach	reach	reach
reaches	percent	percent
reach	reach	reach
reached	defeated	called
reaches	wins,	wins,
tried	able	tried
try	to	to
tries	trying	tries
try	to	to
tried	defeated	decided
tries	trying	trying
prevented	and	and
prevent	prevent	prevent
prevents	families.	lung
prevent	defeat	prevent
prevented	defeated	and
prevents	wins,	lung
became	became	became
become	become	become
becomes	became	families.
become	become	become
became	and	became
becomes	become	of
turned	and	then
turn	turn	turn
turns	families.	km
turn	won	turned
turned	defeated	and
turns	yards	turns
determined	can	of
determine	you	you
determines	determining	assess
determine	!	!
determined	!	million
determines	knows	decides
started	began	began
start	began	"i
starts	started	started
start	you	"i
started	begins	the
starts	began	boss
kept	and	and
keep	know	keep
keeps	escape	escape
keep	know	keep
kept	can	the
keeps	knows	sees
served	and	and
serve	he	he
serves	served	served
serve	i	regional
served	and	the
serves	became	he
said	that	believed
say	i	"i
says	knows	knows
say	i	there's
said	said	said
says	says	says
eliminated	directed	joined
eliminate	avoid	avoid
eliminates	integrate	integrate
eliminate	!	!
eliminated	!	!
eliminates	win	league's
asked	directed	(born
ask	to	to
asks	know	keeps
ask	tells	find
asked	directed	married
asks	asking	choose
got	directed	(born
get	get	get
gets	go	talk
get	get	get
got	and	married
gets	get	get
led	and	(born
lead	have	defend
leads	and	and
lead	have	to
led	and	dr.
leads	the	the
followed	directed	starring
follow	but	follow
follows	follows	follows
follow	create	find
followed	directed	directed
follows	the	the
increased	increased	increased
increase	increase	increase
increases	increasing	increasing
increase	increase	increase
increased	increase	increase
increases	increasing	increasing
met	and	met
meet	and	meet
meets	de	du
meet	and	meet
met	and	played
meets	married	de
became	became	became
become	become	become
becomes	became	became
become	become	less
became	become	less
becomes	become	de
followed	followed	followed
follow	and	but
follows	du	discovers
follow	give	provide
followed	a	followed
follows	and	lance
showed	series	series
show	make	have
shows	series	à
show	for	all
showed	and	three
shows	show	show
looked	and	and
look	tell	tell
looks	"a	"a
look	know	know
looked	but	but
looks	looks	tell
produced	and	and
produce	produce	produce
produces	produced	produced
produce	are	produce
produced	and	and
produces	directed	directed
brought	and	and
bring	bring	bring
brings	and	and
bring	bring	bring
brought	and	and
brings	the	the
needed	would	may
need	to	to
needs	can	can
need	to	to
needed	and	and
needs	necessary	necessary
learned	and	and
learn	learn	learn
learns	continues	continues
learn	discovers	marry
learned	but	but
learns	learn	tell
made	made	made
make	make	make
makes	made	makes
make	make	make
made	made	made
makes	make	makes
sent	sent	sent
send	send	send
sends	sent	sent
send	send	send
sent	began	sent
sends	goes	goes
received	received	received
receive	receive	receive
receives	received	provides
receive	receive	receive
received	received	received
receives	receiving	receive
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
liked	and	and
like	hear	forget
likes	and	and
like	do	i
liked	began	john
likes	loved	lyric
provided	provides	and
provide	provide	provide
provides	providing	and
provide	provide	provide
provided	provide	providing
provides	provide	provide
continued	to	began
continue	began	would
continues	to	to
continue	we	continued
continued	continued	continued
continues	began	would
promoted	promoting	and
promote	appointed	rank
promotes	promoting	and
promote	promote	reflect
promoted	promote	promote
promotes	appointed	relegated
changed	changes	changes
change	change	change
changes	changes	changed
change	change	change
changed	change	changes.
changes	changing	changing
found	to	to
find	are	have
finds	her	her
find	believe	believe
found	and	while
finds	and	finds
proved	did	not
prove	prove	proven
proves	find	find
prove	!	!
proved	!	!
proves	using	proving
eliminated	to	to
eliminate	be	avoid
eliminates	overcome	involves
eliminate	!	!
eliminated	!	!
eliminates	involves	heat
preserved	to	to
preserve	are	contain
preserves	maintain	maintain
preserve	!	!
preserved	!	!
preserves	using	is
kept	to	to
keep	keep	keep
keeps	get	keeps
keep	give	keep
kept	would	would
keeps	using	using
sought	sought	seeking
seek	seek	seek
seeks	sought	seeks
seek	to	to
sought	to	able
seeks	provides	provides
moved	moved	moved
move	in	move
moves	moved	moved
move	move	move
moved	and	move
moves	in	born
believed	know	told
believe	make	believe
believes	think	think
believe	find	marry
believed	and	married
believes	believe	considered
returned	returned	returned
return	in	return
returns	returned	returning
return	take	marry
returned	and	and
returns	in	and
worked	and	works
work	he	work
works	works	works
work	work	work
worked	and	and
works	became	and
developed	and	and
develop	develop	develop
develops	development	research.
develop	develop	develop
developed	and	developed
develops	using	innovative
reached	married	reaching
reach	reach	reach
reaches	reaching	reaches
reach	reach	reach
reached	moved	reaching
reaches	reaching	passes
extended	married	began
extend	to	extend
extends	extends	extends
extend	to	extend
extended	moved	formed
extends	extends	extends
raised	married	raised
raise	raise	raise
raises	raising	raised
raise	!	!
raised	!	!
raises	raising	leads
built	built	built
build	constructed	build
builds	built	built
build	!	!
built	!	!
builds	constructed	old
promoted	and	and
promote	to	promote
promotes	promoting	and
promote	promote	promote
promoted	and	promote
promotes	rank	rank
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	pay
pays	pay	pays
celebrated	commemorate	celebrated
celebrate	celebrate	celebrate
celebrates	celebrations	celebrations
celebrate	!	!
celebrated	!	!
celebrates	celebrations	anniversary
developed	and	and
develop	using	using
develops	and	and
develop	develop	develop
developed	attempted	advanced
develops	and	and
took	took	took
take	take	take
takes	took	takes
take	take	take
took	took	took
takes	and	(born
avoided	without	due
avoid	avoid	avoid
avoids	without	after
avoid	!	!
avoided	!	!
avoids	avoid	minutes,
knew	think	married
know	know	understand
knows	!	!
know	create	could
knew	constructed	could
knows	!	!
brought	opened	married
bring	bring	bring
brings	!	!
bring	create	create
brought	constructed	small
brings	!	!
discussed	in	november
discuss	develop	understand
discusses	!	!
discuss	create	improve
discussed	constructed	designed
discusses	!	!
sold	opened	(6
sell	sell	sell
sells	!	!
sell	create	create
sold	constructed	small
sells	!	!
followed	opened	followed
follow	develop	follow
follows	!	!
follow	create	create
followed	constructed	along
follows	!	!
met	met	captained
meet	and	meet
meets	!	!
meet	and	find
met	and	led
meets	!	!
needed	able	wanted
need	to	can
needs	!	!
need	provide	improve
needed	could	could
needs	!	!
studied	studies	professor
study	and	and
studies	!	!
study	study	economic
studied	study	work
studies	!	!
ended	end.	played
end	started	started
ends	!	!
end	a	find
ended	the	makes
ends	!	!
changed	changes	change.
change	change	change
changes	!	!
change	change	growth
changed	change	changes.
changes	!	!
increased	increased	increasing
increase	increase	increase
increases	increased	increasing
increase	increase	increase
increased	increase	increase
increases	increasing	reduced
seemed	seemed	seemed
seem	you	you
seems	doesn't	doesn't
seem	you	do
seemed	would	would
seems	doesn't	doesn't
provided	provides	provides
provide	provide	provide
provides	providing	and
provide	provide	provide
provided	provide	provide
provides	provide	provide
determined	determining	determining
determine	you	you
determines	determining	of
determine	!	!
determined	!	wins,
determines	we	we
felt	think	felt
feel	you	you
feels	think	think
feel	know	feel
felt	thought	thought
feels	said	said
earned	earning	won
earn	earning	earn
earns	earning	earning
earn	!	!
earned	!	!
earns	earning	earn
helped	helped	helped
help	to	to
helps	to	will
help	help	to
helped	and	helped
helps	attempt	attempt
lived	and	died
live	build	settle
lives	concert	concert
live	and	to
lived	and	born
lives	living	love.
became	became	became
become	become	become
becomes	became	became
become	become	become
became	and	became
becomes	become	become
had	are	by
have	have	have
has	has	has
have	have	have
had	have	by
has	have	has
looked	and	like
look	look	possess
looks	you	me
look	look	look
looked	started	and
looks	looks	won't
lived	and	and
live	resided	stay
lives	featuring	featuring
live	were	were
lived	in	in
lives	living	who
protected	and	and
protect	are	are
protects	defend	and
protect	!	!
protected	!	!
protects	is	is
returned	returned	returned
return	returning	return
returns	to	to
return	and	return
returned	started	and
returns	returning	returns
sought	started	sought
seek	seek	try
seeks	sought	to
seek	sought	sought
sought	started	sought
seeks	attempting	attempting
allowed	provide	provide
allow	would	would
allows	provide	provide
allow	can	can
allowed	using	using
allows	would	would
extended	provide	provide
extend	series	series
extends	provide	metres
extend	along	along
extended	extending	occupies
extends	series	series
seemed	do	possess
seem	series	you
seems	not	does
seem	not	say
seemed	that	that
seems	it's	it's
needed	can	needed
need	would	would
needs	can	can
need	need	need
needed	needed	needed
needs	to	to
said	believe	believe
say	"the	show"
says	you	believe
say	said	say
said	said	said
says	wrote	reviewer
got	returned	when
get	get	get
gets	got	got
get	get	get
got	returned	died
gets	get	don’t
asked	returned	asked
ask	to	understand
asks	tell	"how
ask	who	who
asked	returned	died
asks	asking	don’t
studied	in	studied
study	studying	dance,
studies	studies	studies
study	study	university
studied	in	university
studies	degree	molecules
preserved	in	in
preserve	have	contain
preserves	protect	sources.
preserve	!	!
preserved	!	!
preserves	contain	molecules
saw	in	became
see	to	have
sees	know	that's
see	they	who
saw	returned	died
sees	the	can
left	appointed	appointed
leave	and	and
leaves	go	thrown
leave	and	to
left	appointed	sir
leaves	and	and
eliminated	appointed	rank
eliminate	promoting	avoid
eliminates	overcome	justice.
eliminate	!	!
eliminated	!	!
eliminates	encourage	programme.
decided	appointed	appointed
decide	to	to
decides	decided	sure
decide	to	to
decided	decided	son
decides	able	decision
preserved	appointed	flown
preserve	promoting	temples
preserves	protected	temporal
preserve	!	!
preserved	!	!
preserves	educational	evolution
led	appointed	(born
lead	and	and
leads	and	sodium
lead	their	to
led	appointed	francis
leads	and	educational
extended	the	extends
extend	and	average;
extends	families.	cent
extend	its	its
extended	the	the
extends	runs,	innings
came	came	came
come	and	and
comes	families.	people
come	get	get
came	when	when
comes	and	and
received	received	received
receive	receive	receive
receives	received	percent
receive	receive	receive
received	received	received
receives	receiving	receiving
started	began	began
start	began	and
starts	families.	out
start	started	start
started	began	began
starts	began	and
recognized	identify	recognizes
recognize	are	have
recognizes	families.	villages.
recognize	recognize	recognize
recognized	received	recognizing
recognizes	runs,	species
increased	increased	and
increase	increase	increase
increases	increased	increased
increase	increase	increase
increased	increase	increased
increases	increase	increase
proved	worked	proved
prove	analysis	be
proves	proven	proven
prove	!	!
proved	!	!
proves	research	be
raised	graduated	raised
raise	research	raise
raises	attract	attract
raise	!	!
raised	!	!
raises	research	have
determined	graduated	and
determine	to	to
determines	establish	establish
determine	!	!
determined	!	!
determines	research	opportunity
became	became	became
become	become	more
becomes	became	became
become	become	become
became	became	became
becomes	become	more
resolved	win	win
resolve	resolve	resolve
resolves	!	goals
resolve	destroy	make
resolved	win	win
resolves	!	!
won	won	won
win	win	convince
wins	!	!
win	win	prove
won	win	victory
wins	!	!
joined	joined	fc
join	and	convince
joins	!	!
join	solve	escape
joined	joined	disappeared
joins	!	!
saw	like	played
see	the	push
sees	!	!
see	find	escape
saw	tells	finds
sees	!	!
developed	developed	developed
develop	using	using
develops	!	million
develop	reduce	improve
developed	and	advanced
develops	!	!
tried	trying	decided
try	to	to
tries	trying	tries
try	to	to
tried	trying	tried
tries	attempt	attempt
looked	and	asked
look	get	get
looks	looking	just
look	look	think
looked	and	looked
looks	curves	it’s
determined	and	based
determine	to	to
determines	determining	versus
determine	!	!
determined	!	!
determines	we	gift
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	taking	takes
said	said	said
say	that	that
says	you	just
say	that	that
said	said	said
says	said,	"the
lived	music	around
live	died	and
lives	music	video,
live	and	who
lived	and	years
lives	died	previously,
paid	paid	paid
pay	pay	pay
pays	paying	if
pay	pay	paid
paid	paid	paid
pays	pay	makes
raised	raising	raised
raise	raise	raise
raises	raising	raising
raise	!	november.
raised	!	!
raises	born	and
was	been	being
be	been	be
is	been	is
be	are	are
was	are	were
is	been	be
found	get	but
find	and	find
finds	get	if
find	find	find
found	and	she
finds	are	is
produced	and	produced
produce	produce	produce
produces	!	!
produce	sell	use
produced	and	small
produces	!	!
opened	and	in
open	in	stop
opens	!	!
open	sell	sell
opened	purchased	small
opens	!	!
remained	remained	remained
remain	remain	remain
remains	!	!
remain	sell	still
remained	and	company
remains	!	!
ensured	and	and
ensure	make	gain
ensures	!	goals
ensure	sell	purchase
ensured	purchased	sold
ensures	!	runs,
said	you	said
say	stated	do
says	!	!
say	sell	tell
said	said	asks
says	!	!
won	won	won
win	win	win
wins	!	!
win	win	their
won	victories	could
wins	!	!
joined	joined	metropolitan
join	and	signed
joins	!	!
join	help	kill
joined	river	river
joins	!	!
remained	are	are
remain	became	he
remains	!	!
remain	is	still
remained	is	small
remains	!	!
showed	series	shows.
show	make	tell
shows	!	!
show	and	such
showed	and	cultural
shows	!	!
reduced	reducing	decreased
reduce	increased	increase
reduces	!	total
reduce	reduce	reduce
reduced	reduce	reduce
reduces	!	!
won	won	won
win	win	win
wins	!	!
win	victories	prove
won	victories	makes
wins	!	!
paid	paid	paid
pay	pay	pay
pays	!	!
pay	maintain	maintain
paid	paid	"la
pays	!	!
gave	take	given
give	and	give
gives	!	!
give	give	maintain
gave	of	makes
gives	!	!
saved	but	found,
save	protect	save
saves	!	!
save	save	save
saved	this	makes
saves	!	!
changed	changes	changes
change	change	change
changes	!	!
change	change	resources
changed	change	this
changes	!	!
stayed	keep	sailed
stay	get	stay
stays	staying	staying
stay	get	stay
stayed	began	stayed
stays	stays	streets
joined	joined	joined
join	and	and
joins	joining	joining
join	get	join
joined	began	ceased
joins	won	city
created	using	using
create	and	create
creates	build	evolved
create	prevent	prevent
created	using	unique
creates	and	and
ran	ran	ran
run	run	run
runs	runs	runs
run	yards	run
ran	families.	no.
runs	runs	kilometers
found	finding	finding
find	are	find
finds	finding	reveals
find	get	get
found	and	john
finds	are	species
proved	proved	proved
prove	prove	prove
proves	proven	proved
prove	!	!
proved	!	!
proves	proving	proving
produced	are	or
produce	directed	produce
produces	and	and
produce	are	are
produced	are	are
produces	directed	producer
eliminated	or	eaten
eliminate	believe	win,
eliminates	revive	recruit
eliminate	!	!
eliminated	!	!
eliminates	disappeared	dies
studied	studies	and
study	graduated	study
studies	studies	studies
study	study	study
studied	study	study
studies	graduated	graduated
accommodated	more	more
accommodate	!	!
accommodates	houses	intake
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	say	satisfied
happen	you	you
happens	!	!
happen	any	any
happened	happened	understood
happens	!	!
accommodated	platforms	sold.
accommodate	!	!
accommodates	!	!
accommodate	prevent	to
accommodated	avoid	occurred
accommodates	!	!
worked	works	works
work	and	and
works	!	(born
work	work	such
worked	work	work
works	!	!
reduced	reducing	consumption
reduce	reduce	increase
reduces	!	total
reduce	reduce	reduce
reduced	reduce	reduce
reduces	!	!
turned	which	satisfied
turn	and	keep
turns	!	!
turn	without	makes
turned	turned	slowly
turns	!	!
raised	raising	raising
raise	raise	raise
raises	raising	raising
raise	!	!
raised	!	!
raises	changes.	concerns
returned	returned	returned
return	in	return
returns	returned	returned
return	and	tell
returned	married	married
returns	in	in
told	told	married
tell	said	tell
tells	know	tells
tell	asks	tell
told	married	married
tells	said	that
saved	his	died
save	make	save
saves	destroy	to
save	save	convince
saved	played	households,
saves	changes.	damage.
followed	followed	followed
follow	while	while
follows	to	to
follow	the	the
followed	along	along
follows	following	some
produced	and	produced
produce	produce	produce
produces	or	containing
produce	are	are
produced	began	and
produces	written	contained
proved	began	proved
prove	prove	prove
proves	begins	knows
prove	!	!
proved	!	!
proves	prove	becomes
met	and	and
meet	meet	meet
meets	begins	meets
meet	and	and
met	and	and
meets	meets	meets
used	and	and
use	can	use
uses	using	or
use	using	use
used	and	using
uses	can	can
became	became	became
become	become	become
becomes	became	becomes
become	become	become
became	became	became
becomes	become	becomes
proved	said	proved
prove	prove	prove
proves	find	find
prove	!	!
proved	!	mm
proves	prove	prove
brought	and	and
bring	come	come
brings	find	find
bring	get	bring
brought	and	and
brings	came	came
determined	determining	the
determine	you	you
determines	determining	determined
determine	!	!
determined	!	mm
determines	trying	depending
decided	decided	decided
decide	to	to
decides	decides	decides
decide	want	try
decided	would	would
decides	able	decides
followed	and	by
follow	in	fall
follows	followed	tells
follow	the	follow
followed	the	the
follows	in	fall
resolved	until	september
resolve	to	solve
resolves	solve	suffers
resolve	!	!
resolved	!	!
resolves	understood	arguing
won	won	won
win	win	win
wins	won	won
win	goals	win
won	games	october
wins	winning	2011–12
bought	bought	bought
buy	buy	buy
buys	trade.	trade.
buy	!	!
bought	!	!
buys	dairy	dairy
studied	studies	professor
study	studying	study
studies	studies	degree
study	study	work
studied	study	march
studies	studying	sciences,
liked	and	and
like	hear	hear
likes	such	including
like	to	anyone
liked	when	john
likes	knows	loves
eliminated	solve	ignored
eliminate	keep	compete
eliminates	realize	discrete
eliminate	!	!
eliminated	!	!
eliminates	sees	sees
led	and	led
lead	and	make
leads	guitarist	williams,
lead	keep	eliminate
led	and	joined
leads	and	using
ended	until	august
end	take	take
ends	end.	terminus
end	keep	to
ended	before	joined
ends	after	2017.
saved	the	telling
save	keep	save
saves	saving	saving
save	keep	recruit
saved	died	joined
saves	saving	saving
served	served	served
serve	became	serve
serves	served	manufacturer
serve	keep	attend
served	served	district
serves	became	editor,
lived	and	released
live	died	reside
lives	music	concerts
live	to	who
lived	and	he
lives	died	located
went	and	went
go	go	go
goes	you	goes
go	go	to
went	and	went
goes	moved	gone
decided	would	decided
decide	to	to
decides	decides	sand
decide	to	to
decided	decided	decided
