rougher	easier	province,
agency	agency	communications
times	time.	time.
time	twice	twice
people	traits	traits
person	patients	patients
weapons	weapons	weapons
weapon	weapon	weapon
families	family,	family,
family	family	family
authorities	agencies	agencies
authority	government	government
cases	cases	cases
case	case	case
relations	matters	matters
relation	relations.	compound
kids	teammates	teammates
kid	arcade	arcade
authorities	entities	entities
authority	prefecture	prefecture
cars	cars	cars
car	car	car
people	people	people
person	people,	people,
efforts	attempt	attempt
effort	threats	threats
artists	artists	artists
artist	artist	artist
students	organizations	organizations
student	pupils	pupils
concerns	concerns	concerns
concern	threats	threats
times	time.	time.
time	twice	twice
streets	street.	street.
street	street	street
investors	investors	investors
investor	investor	investor
dollars	euro	components
dollar	million	million
days	day,	day,
day	weeks	weeks
laws	law.	law.
law	law	law
standards	standards.	standards.
standard	standards,	standards,
allegations	!	!
allegation	fraud	occupying
decisions	decision,	decision,
decision	appeal	mission,
authorities	authority.	authority.
authority	agency,	agency,
conditions	cases	cases
condition	capabilities	capabilities
rules	rule,	rule,
rule	nigeria	nigeria
standards	separation	separation
standard	standards,	web
parents	separation	separation
parent	mother	mother.
officers	officer,	officer,
officer	officer	guests
countries	times.	times.
country	regions	regions
terms	term.	cuisine
term	stint	stint
years	times.	year"
year	year	year
citizens	times.	merchant
citizen	protested	protested
residents	times.	times.
resident	villagers	villagers
businesses	teachers,	policies
business	thing	casino
drugs	women	women
drug	drug	drug
reports	reports	policies
report	report	report
reasons	reasons	reasons
reason	reason	reason
teachers	teachers	teachers
teacher	performer	performer
minutes	minutes	minutes
minute	minute	minute
analysts	commentator	commentator
analyst	!	!
reports	reports	reports
report	report	report
charges	charges	charges
charge	defendant	defendant
cars	cars	cars
car	car	car
businesses	businesses	businesses
business	glacier	glacier
voters	vote	vote
voter	residents	braves
patients	genetic	genetic
patient	children	afghanistan
men	man,	man,
man	men,	blacks
prices	prices	prices
price	price	price
products	merchants	johan
product	products,	products,
terms	term.	term.
term	goals.	goals.
leaders	leaders	leaders
leader	goals.	goals.
cars	cars	driver
car	car	car
benefits	nobles	nobles
benefit	advantages	advantages
results	consequence	consequence
result	results,	reduction
operations	operations	operations
operation	operations.	journey
members	vice-president	politician,
member	members,	members,
events	events	events
event	events,	kick
officers	officer,	officers
officer	officer	officer
parties	party.	party.
party	party	faster
cases	cases	cases
case	case	monthly
men	men	men
man	women	gun
officers	officers	officers
officer	officer	officer
charges	medicine,	medicine,
charge	suspected	suspected
employees	inmates	inmates
employee	vice-president	vice-president
rights	villagers	villagers
right	rights,	rights,
hours	hours	hours
hour	weeks	weeks
relations	regard	regard
relation	relations.	relations.
sports	milan	milan
sport	commentator	commentator
people	traits	traits
person	people,	people,
systems	system,	system,
system	system	system
talks	tv.	tv.
talk	dinner	dinner
officials	figures	figures
official	authorities	van
kids	factions	factions
kid	logo	logo
schools	investigation	investigation
school	!	!
areas	area,	areas
area	!	!
points	investigation	investigation
point	!	!
owners	complaints	complaints
owner	!	!
concerns	complaints	complaints
concern	!	!
streets	avenue	avenue
street	street	loop
results	rumors	rumors
result	result	avoided
questions	johnson,	johnson,
question	subjects	subjects
leaders	leader,	leader,
leader	leader	ideology
decisions	decided	decided
decision	matters	matters
homes	weeks	weeks
home	buildings	buildings
lives	life.	life.
life	resides	resides
laws	law.	law.
law	synod	synod
issues	issues	copies.
issue	problems	problems
groups	groups	groups
group	group	group
businesses	employers	employers
business	enterprise	enterprise
rates	rate,	rate,
rate	rate	rate
minutes	minutes	minutes
minute	seconds	seconds
games	games	games
game	games,	games,
points	points	points
point	point	point
workers	workers	brussels
worker	workers,	printing
reasons	reasons	reasons
reason	information,	information,
groups	groups	groups
group	group	group
students	students	students
student	pupils	tuition
families	family,	family,
family	families.	families.
times	time.	time.
time	times.	times.
hours	minutes	minutes
hour	hour	hour
standards	standard.	standard.
standard	standards,	standards,
teams	teams	teams
team	team	team
officers	officers	officers
officer	police	police
cases	cases	cases
case	case	case
relations	similarities	similarities
relation	relations.	relations.
cities	town	suburbs
city	villages	civilian
teachers	teacher.	sophomore
teacher	spy	spy
owners	owners	owners
owner	owner	owner
parties	parties	republicans
party	agreement.	agreement.
analysts	counsel	teachers,
analyst	!	!
schools	students	students
school	school	religion
products	consumers	regions
product	product	product
rules	mandate	priests
rule	julius	julius
deaths	deaths	deaths
death	incident	incident
months	week	week
month	weeks	weeks
drugs	chronic	economy,
drug	substance	substance
men	man's	robot
man	women	women
officials	unofficial	unofficial
official	authorities	authorities
employees	2000s	2000s
employee	students	students
drugs	drugs	drugs
drug	drug	drug
friends	friend,	ernst
friend	friend	friend
laws	law.	law.
law	law	law
decisions	statements	statements
decision	decision.	decision.
plans	plans	plans
plan	plan	planned
rates	rate,	rate,
rate	rate	rate
analysts	commentator	commentator
analyst	!	!
relations	similarities	similarities
relation	cooperation	cooperation
benefits	cure	cure
benefit	process	habitat
members	members	members
member	member	member
operations	pond	zones
operation	operations.	operations.
cities	borough	borough
city	competitors	competitors
questions	phenomenon	phenomenon
question	theology	theology
women	women	persons
woman	india,	india,
problems	goals	goals
problem	trouble	trouble
results	touchdowns	touchdowns
result	reasons	reasons
citizens	goals	victims
citizen	citizens,	citizens,
questions	questions	questions
question	question	question
events	events	events
event	events,	events,
rates	rate,	rates
rate	ratio	ratio
weeks	months	months
week	days	days
talks	corporations	corporations
talk	script	script
terms	methods	parliament.
term	terms,	terms,
agencies	corporations	corporations
agency	name:	name:
parties	party.	party.
party	borough	review
streets	avenue	avenue
street	town	street
minutes	minutes	minutes
minute	seconds	seconds
products	brands	brands
product	cheap	cheap
men	men	men
man	wesley	wesley
lines	lines	lines
line	line	line
services	services	services
service	services.	services.
investors	voices	voices
investor	venture	venture
women	women	women
woman	women,	refugees
groups	groups	groups
group	group	group
voters	registration	registration
voter	māori	māori
employees	workers	workers
employee	watts	watts
products	products	products
product	product	product
students	students	students
student	pupils	pupils
benefits	depend	depend
benefit	social	social
drugs	drugs	drugs
drug	chronic	chronic
workers	workers	workers
worker	worker	worker
minutes	minutes	final,
minute	seconds	minutes,
years	year.	year.
year	decades	decades
concerns	raids	raids
concern	authority.	space,
rights	shoulder	shoulder
right	rights,	rights,
dollars	euro	books,
dollar	million	million
miles	kilometers	kilometers
mile	kilometres	kilometres
changes	changes	changes
change	change	developments
benefits	choose	choose
benefit	desired	desired
services	services	services
service	services,	services,
investors	investors	investors
investor	investor	investor
miles	kilometres	kilometres
mile	kilometers	kilometers
charges	charged	sites
charge	fraud	defendant
authorities	authority,	authority,
authority	lópez	lópez
services	services	services
service	service	service
workers	workers	workers,
worker	people	people
residents	subspecies	subspecies
resident	people	people
artists	artists	artists
artist	composers	composers
owners	owners	owners
owner	owner	owner
projects	task	task
project	project	co-founded
investors	agents	agents
investor	investor	partner
sales	loans	prices
sale	circulation	circulation
jobs	tasks	tasks
job	beth	beth
concerns	concerns	concerns
concern	continuity	continuity
streets	avenue	avenue
street	street	street
rights	right,	fundamental
right	rights,	rights,
results	combinations	combinations
result	result.	result.
cities	cities	cities
city	r&b	r&b
sources	sources	sources
source	source	source
buildings	buildings	buildings
building	apartment	apartment
sources	sources	sources
source	source	source
issues	issues	issues
issue	issues.	matters
authorities	councillors	councillors
authority	government	government
prices	expense	rate
price	household	numerical
minutes	minutes	minutes
minute	kilometers	wins,
laws	law.	law.
law	laws,	synod
states	state,	delhi
state	united	united
artists	actress	actress
artist	performers	artist
officers	officers	officers
officer	officer	officer
rights	right,	right,
right	rights,	rights,
streets	avenue	streets
street	street	vermont
cases	cases	cases
case	instances	phrase
efforts	attempt	attempt
effort	project	project
men	man,	man,
man	blacks	man
streets	street.	street.
street	street,	street,
hours	evening	evening
hour	days	days
products	products	packages
product	imported	imported
citizens	recommendations	recommendations
citizen	priests	priests
officers	officer,	officer,
officer	rule,	priests
lines	lines	lines
line	line	line
services	services	services
service	service	service
ways	algorithms	terms.
way	way	way
cities	city,	suburbs
city	vessel	vessel
kids	we're	we're
kid	chorus	jenny
results	terms	terms
result	statement	statement
events	events	events
event	event	event
teachers	wife	wife
teacher	teacher,	teacher,
artists	artists	artists
artist	duet	duet
cars	cars	cars
car	car	car
drugs	drugs	crime
drug	drug	drug
days	day.	day.
day	hours	hours
citizens	citizens	citizens
citizen	soldiers.	soldiers.
companies	company,	company,
company	companies,	companies,
cars	cars	cars
car	car	car
projects	united	network's
project	project	project
months	year	year
month	years	months.
analysts	correspondent	correspondent
analyst	!	!
leaders	leader,	leader,
leader	leader	councillors
benefits	races.	supplement
benefit	reward	reward
plans	plans	teams
plan	plan	plan
weeks	month	weeks
week	months	hours
miles	kilometres	kilometres
mile	kilometers	kilometers
students	students	students
student	pupils	pupils
families	family,	families
family	nobility	nobility
deaths	death.	death.
death	(5	(5
miles	kilometers	kilometers
mile	kilometres	kilometres
cities	town	town
city	villages	villages
points	point,	point,
point	points,	points,
students	students	students
student	pupils	pupils
parties	party's	party's
party	democracy	democracy
weapons	weapons	weapons
weapon	weapon	aerospace
artists	artist.	artist.
artist	artists.	artists.
jobs	background	background
job	graduate	pleasure
benefits	schemes	schemes
benefit	quality	quality
investors	consumer	consumer
investor	republican	republican
games	games	games
game	games,	games,
cities	city,	monday
city	cities,	cities,
buildings	building,	renovations
building	mansion	courthouse
concerns	support	support
concern	explained	explained
years	week	week
year	years,	years,
reasons	functions.	expressions
reason	reason	reason
sports	sports	sporting
sport	sport.	sport.
leaders	leaders	leaders
leader	leader	leader
concerns	complaints	expressions
concern	studies,	studies,
deaths	died	died
death	disease	disease
men	men	men
man	people	people
kids	cat	wouldn't
kid	dance	dance
decisions	decided	decided
decision	decision	decision
families	family,	family,
family	nobility	nobility
rights	right.	right.
right	rights,	rights,
patients	sexual	decisions
patient	person	person
operations	operations	operations
operation	armoured	armoured
products	crops	environments
product	cheap	cheap
students	students	students
student	pupils	pupils
lines	lines	lines
line	lines.	lines.
schools	schools	schools
school	school	school
losses	victories	victories
loss	damage	thesis
days	day.	day.
day	months	months
cars	cars	cars
car	car	car
children	children	children
child	children,	children,
drugs	meters	commissioners
drug	drug	drug
patients	sentence	sentence
patient	psychiatric	psychiatric
men	man,	creature
man	commanders	commanders
teachers	teacher.	teacher.
teacher	players	players
problems	problems	models
problem	problems,	decisions
countries	athletes	athletes
country	uk,	uk,
women	people	people
woman	woman	woman
artists	artists	artists
artist	artist	artist
benefits	loans	loans
benefit	source	source
streets	street,	street,
street	railroad.	railroad.
systems	systems	systems
system	systems,	systems,
sales	prices	prices
sale	revenue	revenue
cases	cases	cases
case	cases.	cases.
charges	slaves	slaves
charge	conviction	conviction
people	persons	persons
person	patients	patients
friends	friend,	friends
friend	friend	nature
weapons	tanks	tanks
weapon	weapon	weapon
citizens	immigrants	immigrants
citizen	consent	consent
teachers	teacher.	teacher.
teacher	teachers,	teachers,
rates	rate,	rate,
rate	fees	desired
days	day.	thursday
day	months	months
kids	survivors	survivors
kid	fever	fever
cars	cars	cars
car	car	car
owners	owners	owners
owner	owner	owner
laws	law,	law,
law	laws,	discrimination
sports	independently	independently
sport	sports.	sports.
parents	independently	independently
parent	servants	servants
men	men	men
man	servants	servants
companies	company,	company,
company	companies,	companies,
systems	system,	system,
system	system	system
relations	theories	theories
relation	friendship	friendship
questions	questions	questions
question	topic	topic
groups	groups	groups
group	group	group
cars	cars	cars
car	car	car
friends	friend,	friend,
friend	friends,	wealthy
reports	reports	reports
report	report	report
buildings	courthouse	courthouse
building	buildings,	buildings,
artists	artists	artists
artist	artist	artist
companies	company,	corporation
company	companies,	firms
hours	kilometres	kilometres
hour	weeks	weeks
events	events	events
event	events,	events,
officials	unofficial	unofficial
official	clerk	clerk
decisions	decided	decided
decision	statements	interests
benefits	damages	damages
benefit	issues,	issues,
employees	68	68
employee	visitor	visitor
lines	lines	lines
line	line	line
laws	law.	law.
law	law	law
efforts	factors	factors
effort	study	study
numbers	numbers	68
number	number	number
lives	life.	life.
life	person's	person's
rules	rule,	rule,
rule	summary	summary
products	products	products
product	industries	industries
residents	clergy	clergy
resident	villagers	villagers
parents	nickname	nickname
parent	father	father
weeks	month	penalties
week	months	months
weapons	anti-aircraft	anti-aircraft
weapon	engine	engine
artists	artists	artists
artist	artists.	singer
benefits	suffer	suffer
benefit	party.	fluid
decisions	decided	decided
decision	leadership	leadership
months	year	year
month	years	years
talks	syndicated	programmes
talk	decided	decided
weeks	months	months
week	days	days
members	members	members
member	decided	decided
states	state,	polytechnic
state	decided	u.s.
candidates	nominee	nominee
candidate	republicans	republicans
employees	executive	executive
employee	guests	guests
men	man,	strings
man	servants	servants
authorities	authority,	authority,
authority	police,	possession
decisions	appointments	appointments
decision	decision.	decision.
weeks	month	month
week	days	days
efforts	efforts	efforts
effort	operation	operation
sports	sports	sports
sport	basketball	basketball
days	day.	day.
day	laps	laps
experts	advisory	advisory
expert	scientists	scientists
members	members	trades
member	members,	members,
losses	concentrations	concentrations
loss	weeks,	weeks,
players	players	driver
player	player	player
men	men	driver
man	men,	men,
standards	standard.	standard.
standard	quality	quality
friends	friend,	friends
friend	friend	friend
hours	day	day
hour	minutes	minutes
terms	ethical	ethical
term	term	term
results	consequences	consequences
result	tubes	tubes
sources	sources	sources
source	source	source
businesses	businesses	businesses
business	flooded	flooded
times	time.	time.
time	times.	times.
systems	system,	system,
system	systems,	systems,
conditions	conditions	quality
condition	conditions,	conditions,
issues	issue.	issue.
issue	policy	policy
deaths	death.	death.
death	polls	polls
friends	cathedral,	cathedral,
friend	friend	friend,
cases	cases	cases
case	case	case
members	member.	member.
member	members,	members,
games	game.	game.
game	games,	games,
services	services	services
service	services.	services.
schools	college	college
school	school	school
games	game.	game.
game	games,	games,
operations	operations	operations
operation	operating	crops
parents	gaming	sued
parent	uncle,	uncle,
lines	!	!
line	line	lines,
numbers	!	!
number	number	registry
officials	!	!
official	officials,	officials,
families	!	!
family	careers	careers
groups	!	!
group	group	group
projects	projects	projects
project	project	project
streets	street.	street.
street	street	street
hours	patricia	patricia
hour	hours.	hours.
kids	singers	singers
kid	studio,	studio,
cars	cars	cars
car	cars.	cars.
things	things	things
thing	""	""
conditions	circumstances	circumstances
condition	conditions.	conditions.
members	members	members
member	members.	members.
states	state,	state,
state	united	united
sports	crops	crops
sport	sport	sport
problems	parameters	parameters
problem	problem	problem
times	parameters	parameters
time	twice	twice
plans	plans	plans
plan	plan	plan
sales	sales	sector
sale	retail	retail
allegations	!	!
allegation	investigation	arnold
people	meals	meals
person	everyone	everyone
miles	meters	meters
mile	kilometres	kilometres
rules	missions	missions
rule	tribunal	tribunal
standards	standards	standards
standard	standards,	standards,
men	people.	people.
man	people	man
things	things	things
thing	forget	forget
people	woman	woman
person	persons	humans
operations	operations	operations
operation	differential	differential
terms	ethics	ethics
term	thin	thin
states	state,	state,
state	united	differential
businesses	businesses	businesses
business	municipality	municipality
problems	problems	problems
problem	problems,	problems,
cities	city,	city,
city	municipality	municipality
officers	officers	officers
officer	officer	officer
owners	owners	owners
owner	owner,	owner,
services	service.	service,
service	services.	services.
dollars	coins	coins
dollar	billion	finalist
cities	city.	city.
city	countries	extent
players	players	players
player	player	player
men	men	men
man	men,	men,
products	lack	lack
product	aluminium	aluminium
changes	changed	changed
change	change	change
reports	reports	reports
report	report	report
men	guns	guns
man	blacks	blacks
questions	whether	whether
question	situation	situation
workers	workers	fisheries
worker	worker	worker
losses	losses,	losses,
loss	seconds.	vacancy
laws	enforcement	enforcement
law	system,	system,
citizens	refugees	refugees
citizen	citizens,	citizens,
families	family,	families
family	families,	family
bank's	bank.	bank.
bank	!	!
boy's	escape.	bare
boy	!	!
film's	movie	film.
film	soundtrack	soundtrack
play's	played	played
play	!	!
game's	gameplay	gameplay
game	conrad	conrad
district's	district.	taxes
district	district	district
park's	park.	park.
park	!	!
girl's	woman	woman
girl	!	!
firm's	firm.	firm.
firm	!	!
community's	outreach	governmental
community	!	!
author's	editor,	editor,
author	!	!
today's	today.	county's
today	company,	company,
summer's	winter	winter
summer	!	!
day's	sunday	sunday
day	!	!
station's	station,	station's
station	station	station
agency's	agency.	agency.
agency	!	!
judge's	upheld	upheld
judge	!	!
area's	areas,	areas,
area	!	!
center's	center,	center,
center	!	!
county's	county,	county,
county	county	county
child's	batsman	batsman
child	!	!
region's	north-eastern	north-eastern
region	!	!
couple's	handful	handful
couple	!	!
committee's	committees	commission
committee	!	!
book's	comic	comic
book	!	!
president's	presidents	presidents
president	fritz	fritz
area's	area.	area.
area	!	!
team's	team,	team.
team	rovers	rovers
university's	polytechnic	polytechnic
university	university	university
band's	bands	bands
band	album	line-up
project's	projects	projects
project	!	!
wife's	wife,	wife,
wife	!	!
sheriff's	chancellor	chancellor
sheriff	!	!
network's	network.	networks,
network	abc	reds
company's	company,	company,
company	company	company
girl's	thing	thing
girl	!	!
project's	tallest	tallest
project	!	!
play's	played	played
play	!	!
program's	programs	programs
program	!	!
father's	widow	widow
father	husband's	husband's
community's	community.	community.
community	!	!
market's	market,	market,
market	!	!
game's	game.	game.
game	album's	album's
governor's	congressman	congressman
governor	census.	ceremony
band's	band,	band,
band	album's	album's
show's	show.	show.
show	congress,	rama
community's	outreach	outreach
community	!	!
governor's	coach:	coach:
governor	governments	governments
school's	school's	school's
school	school	school
band's	band's	band's
band	band	band
person's	!	!
person	counsel	company's
film's	!	!
film	company's	company's
play's	!	!
play	congressman	congressman
program's	!	!
program	congressman	congressman
doctor's	!	!
doctor	congressman	congressman
hospital's	hospital,	stanford
hospital	!	!
region's	region,	asian,
region	!	!
everyone's	believing	believing
everyone	!	!
town's	city	city
town	lane,	lane,
government's	government's	government's
government	government	corrupt
court's	supreme	court's
court	court	court
everyone's	people	explaining
everyone	!	!
father's	grandfather	grandfather
father	team,	team,
week's	month	month
week	!	!
league's	leagues	leagues
league	team,	team,
agency's	government's	government's
agency	!	!
panel's	band's	upheld
panel	!	!
wife's	wife,	wife,
wife	!	!
company's	band's	band's
company	companies	companies
organization's	band's	band's
organization	group,	trust,
woman's	!	!
woman	month	month
weekend's	!	!
weekend	month	month
attorney's	!	!
attorney	month	month
party's	!	!
party	month	company's
union's	!	!
union	month	month
today's	today,	today,
today	school.	neighboring
park's	park,	park,
park	!	!
month's	week	installment
month	!	!
show's	show,	show,
show	tune	tune
coroner's	!	!
coroner	!	!
board's	!	!
board	abbot	abbot
nation's	!	!
nation	country's	civilian
artist's	!	!
artist	abbot	abbot
union's	!	!
union	abbot	abbot
band's	!	!
band	film's	company's
woman's	women	women
woman	room	room
weekend's	year"	year"
weekend	!	!
driver's	aspect	aspect
driver	!	!
band's	band,	band,
band	band	band
jury's	year"	"life
jury	!	!
nation's	!	!
nation	agency,	agency,
man's	!	!
man	agency,	quest
doctor's	!	!
doctor	agency,	agency,
county's	!	!
county	bureau	bureau
week's	!	!
week	agency,	agency,
board's	!	!
board	department.	department.
author's	!	!
author	department.	department.
evening's	!	!
evening	department.	department.
girl's	!	!
girl	department.	department.
world's	!	!
world	bureau	bureau
bank's	savings	savings
bank	!	!
patient's	sexual	fewer
patient	!	!
commission's	commission,	commission,
commission	!	!
book's	anthology	anthology
book	!	!
band's	band,	band,
band	album's	album's
summer's	!	!
summer	council.	council.
project's	!	!
project	council.	council.
patient's	!	!
patient	council.	council.
area's	!	!
area	council.	council.
father's	!	!
father	council,	council,
day's	!	!
day	board.	board.
club's	!	!
club	board,	company's
city's	!	!
city	board,	board,
play's	!	!
play	board.	board.
attorney's	!	!
attorney	board.	board.
tonight's	!	!
tonight	!	!
victim's	motivated	motivated
victim	!	!
wife's	wife,	wife,
wife	!	!
bill's	jeremy	jeremy
bill	!	!
game's	games	3–0
game	weekly"	weekly"
park's	watershed	watershed
park	!	!
daughter's	daughters,	daughters,
daughter	!	!
wife's	wife,	wife,
wife	!	!
center's	centre	centre
center	!	!
jury's	person's	person's
jury	!	!
tonight's	!	!
tonight	governor	governor
court's	!	!
court	governor,	governor,
society's	!	!
society	society	provision
family's	!	!
family	mayor,	mayor,
league's	!	!
league	bishop	bishop
boy's	!	!
boy	area.	area.
club's	!	!
club	area,	area,
group's	!	!
group	area.	area.
jury's	!	!
jury	area.	area.
governor's	!	!
governor	area.	area.
judge's	court	court
judge	!	!
station's	station.	station.
station	anchor	anchor
state's	state's	state's
state	secretary	secretary
baseball's	basketball	basketball
baseball	!	!
father's	mother	mother
father	elizabeth	elizabeth
association's	!	!
association	region,	region,
woman's	!	!
woman	area	area
family's	!	!
family	area	area
father's	!	!
father	area	area
center's	!	!
center	region,	region,
child's	floor,	floor,
child	!	!
president's	president,	vice
president	protagonist	protagonist
night's	friday	friday
night	!	!
weekend's	weekday	annual
weekend	!	!
everyone's	fix	fix
everyone	!	!
nation's	!	!
nation	company	company
dollar's	!	!
dollar	company	firm.
system's	!	!
system	company	firm.
company's	!	!
company	company	company
driver's	!	!
driver	company	firm.
agency's	!	!
agency	commission.	commission.
firm's	!	!
firm	commission.	commission.
general's	!	!
general	commission.	commission.
administration's	!	!
administration	commission.	commission.
week's	!	!
week	commission.	commission.
author's	!	!
author	industry,	industry,
judge's	!	!
judge	industry,	industry,
program's	!	!
program	industry,	industry,
group's	!	!
group	industry,	industry,
book's	!	!
book	industry,	industry,
season's	!	!
season	day	instead
master's	!	!
master	bachelor's	phd
bank's	!	!
bank	nights	nights
party's	!	!
party	announcing	company's
school's	!	!
school	instead	instead
tonight's	!	!
tonight	!	!
person's	jurisdiction	jurisdiction
person	man's	man's
park's	park,	park,
park	!	!
show's	show,	show,
show	game's	game's
general's	president's	workers.
general	!	!
region's	voivodeship	voivodeship
region	!	!
bill's	ron	ron
bill	!	!
school's	elementary	elementary
school	school	school
county's	county,	county,
county	county	county
union's	created,	connect
union	!	!
board's	committee	sheriff
board	!	!
night's	friday	phases
night	!	!
patient's	character's	two-year
patient	!	!
organization's	organizations.	organizations.
organization	exhibit	exhibit
father's	uncle	uncle
father	shows	grow
woman's	person's	person's
woman	documentary	hop
weekend's	weekday	weekday
weekend	!	!
community's	county's	county's
community	!	!
game's	game.	game.
game	documentary	documentary
administration's	administration,	administration,
administration	!	!
association's	!	!
association	children	children
daughter's	!	!
daughter	children	children
agency's	!	!
agency	children	children
boy's	!	!
boy	children	children
project's	!	!
project	children	children
hospital's	hospital,	hospital,
hospital	!	!
today's	today,	today.
today	albania	albania
victim's	boss	violence
victim	!	!
family's	family,	family's
family	father	wife
company's	company,	label
company	company’s	company’s
child's	!	!
child	week	week
victim's	!	!
victim	week	week
husband's	!	!
husband	her	her
bank's	!	!
bank	week	week
book's	!	!
book	week	week
industry's	!	!
industry	centre	centre
person's	!	!
person	centre	human
daughter's	!	!
daughter	centre	centre
weekend's	!	!
weekend	centre	centre
governor's	!	!
governor	facility,	facility,
state's	national	national
state	state	state
station's	station,	station.
station	seasons	radius
community's	town's	town's
community	!	!
program's	programme	programme
program	!	!
government's	government's	government's
government	government	government
country's	!	!
country	nation's	nation's
judge's	!	!
judge	gen.	gen.
play's	!	!
play	gen.	gen.
program's	!	!
program	gen.	gen.
baseball's	!	!
baseball	gen.	gen.
person's	person.	person.
person	violation	violation
council's	council.	council.
council	!	!
system's	system.	system.
system	!	!
club's	clubs	clubs
club	archdiocese	fk
coroner's	!	!
coroner	!	!
association's	!	!
association	community,	community,
author's	!	!
author	community,	community,
park's	!	!
park	community,	community,
boy's	!	!
boy	community,	community,
family's	!	!
family	resort	resort
building's	!	!
building	court	court
mayor's	!	!
mayor	court	court
evening's	!	!
evening	court	court
government's	!	!
government	government	government
school's	!	!
school	court	criminal
court's	court.	court.
court	court	court
child's	child.	child.
child	!	!
boy's	boy,	boy,
boy	!	!
county's	county,	county,
county	league,	hampshire
governor's	mayor	mayor
governor	league,	shah
victim's	club's	club's
victim	!	!
region's	voivodeship	voivodeship
region	!	!
park's	parks	parks
park	!	!
city's	borough	borough
city	band,	band,
week's	month	months
week	!	!
president's	!	!
president	commission	commission
girl's	!	!
girl	committees	committees
couple's	!	!
couple	committees	committees
film's	!	!
film	committees	committees
governor's	!	!
governor	commission	commission
mayor's	mayor,	mayor,
mayor	!	!
evening's	weekday	weekday
evening	!	!
couple's	storm.	storm.
couple	!	!
center's	centre	center.
center	!	!
band's	album	album
band	band	band
mayor's	!	!
mayor	program,	program,
region's	!	!
region	program,	program,
attorney's	!	!
attorney	program,	program,
doctor's	!	!
doctor	program,	program,
administration's	!	!
administration	program,	program,
church's	!	!
church	museums	museums
evening's	!	!
evening	museum,	museum,
mother's	!	!
mother	father's	dreams
university's	!	!
university	library	library
week's	!	!
week	museum,	museum,
author's	!	!
author	day.	day.
president's	!	!
president	day,	day,
judge's	!	!
judge	day.	day.
community's	!	!
community	day.	day.
town's	!	!
town	day,	day,
network's	!	!
network	network	network
town's	!	!
town	union,	federation
party's	!	!
party	resources	resources
band's	!	!
band	union.	union.
league's	!	!
league	federation	federation
park's	!	!
park	administration,	administration,
bank's	!	!
bank	administration,	administration,
son's	!	!
son	administration,	administration,
doctor's	!	!
doctor	administration,	administration,
father's	!	!
father	administration,	administration,
president's	chairman	chairman
president	club,	club,
author's	novels,	stuart
author	!	!
woman's	band's	tasks
woman	club,	girl
man's	man,	man"
man	girl	girl
family's	family's	family's
family	club,	club,
author's	!	!
author	project,	project,
night's	!	!
night	project,	project,
boy's	!	!
boy	project,	project,
play's	!	!
play	project,	project,
father's	!	!
father	project.	company
building's	building.	facade
building	!	!
mayor's	governor	governor
mayor	!	!
committee's	secretary	secretary
committee	!	!
community's	company's	company's
community	!	!
driver's	detection	detection
driver	!	!
judge's	commissioner	commissioner
judge	!	!
baseball's	mls	mls
baseball	!	!
game's	game.	game.
game	invention	invention
doctor's	situation.	situation.
doctor	!	!
jury's	unanimous	unanimous
jury	!	!
victim's	man's	man's
victim	!	!
world's	american	american
world	largest	largest
play's	play.	retire
play	!	!
team's	team,	team,
team	goals,	goals,
jury's	committee	committee
jury	!	!
church's	!	!
church	brother,	brother,
today's	!	!
today	grandfather,	grandfather,
daughter's	!	!
daughter	daughter	daughter
group's	!	!
group	grandson	grandson
governor's	!	!
governor	son,	son,
industry's	!	!
industry	market,	market,
council's	!	!
council	market,	market,
couple's	!	!
couple	market,	market,
county's	!	!
county	company's	company's
union's	!	!
union	market,	market,
hospital's	!	!
hospital	artist.	artist.
couple's	!	!
couple	artist.	artist.
community's	!	!
community	artist.	artist.
general's	!	!
general	artist.	artist.
county's	!	!
county	artists	artists
association's	!	!
association	bank,	bank,
artist's	!	!
artist	bank,	bank,
doctor's	!	!
doctor	bank,	bank,
university's	!	!
university	university	medical
governor's	!	!
governor	company's	company's
evening's	!	!
evening	drivers	drivers
show's	!	!
show	cia	cia
community's	!	!
community	drivers	drivers
network's	!	!
network	announcer	announcer
week's	!	!
week	drivers	drivers
city's	town	town
city	town's	town's
bill's	sean	sean
bill	!	!
everyone's	anyone	anyone
everyone	!	!
group's	group,	group,
group	band's	band's
week's	month	month
week	!	!
hospital's	hospital.	hospital.
hospital	!	!
family's	family,	family,
family	clan	port
driver's	bachelor's	gene.
driver	!	!
book's	bachelor's	books
book	!	!
union's	union,	union,
union	!	!
president's	!	!
president	polo	polo
society's	!	!
society	society	lighting
station's	!	!
station	company's	company's
boy's	!	!
boy	football	football
county's	!	!
county	company's	company's
building's	building,	building,
building	!	!
agency's	agency,	agency,
agency	!	!
month's	week	week
month	!	!
world's	asian	asian
world	country's	country's
jury's	judge	judge
jury	!	!
year's	!	!
year	judiciary	judiciary
victim's	!	!
victim	judiciary	judiciary
society's	!	!
society	society	lighting
family's	!	!
family	judiciary	judiciary
game's	!	!
game	web	web
country's	country,	country,
country	world's	julius
day's	day,	day,
day	!	!
government's	government's	government's
government	government	government
doctor's	hung	hung
doctor	!	!
governor's	president	president
governor	supreme	supreme
author's	!	!
author	girl	girl
dollar's	!	!
dollar	girl	girl
mother's	!	!
mother	brother's	brother's
