rougher	riders	riders
slower	!align="right	!align="right
slowest	more	than
friendlier	!align="right	ballots
friendly	we	even
friendliest	!align="right	ballots
friendly	we	even
friendlier	!align="right	!align="right
friendliest	!align="right	!align="right
easier	!align="right	votes
easy	could	very
easiest	!align="right	votes
easy	we	even
easier	!align="right	!align="right
easiest	be	this
colder	!align="right	votes
cold	we	even
coldest	!align="right	votes
cold	we	even
colder	!align="right	!align="right
coldest	!align="right	!align="right
lower	!align="right	!align="right
low	are	water
lowest	!align="right	!align="right
low	two	two
lower	highest	than
lowest	upper	this
darker	!align="right	!align="right
dark	forewings	brown
darkest	!align="right	!align="right
dark	vitamin	be
darker	!align="right	!align="right
darkest	forewings	scales
safer	!align="right	ballots
safe	vitamin	be
safest	!align="right	ballots
safe	vitamin	be
safer	!align="right	!align="right
safest	!align="right	!align="right
faster	!align="right	ballots
fastest	can	usually
fast	!align="right	ballots
fastest	can	very
faster	can	this
fast	than	than
fresher	!align="right	ballots
fresh	vitamin	be
freshest	!align="right	ballots
fresh	vitamin	be
fresher	!align="right	!align="right
freshest	!align="right	!align="right
thinner	!align="right	ballots
thin	fish	are
thinnest	!align="right	ballots
thin	fish	are
thinner	!align="right	!align="right
thinnest	!align="right	!align="right
simpler	!align="right	ballots
simple	can	such
simplest	!align="right	ballots
simple	fish	are
simpler	!align="right	!align="right
simplest	using	be
firmer	!align="right	ballots
firm	fish	are
firmest	!align="right	ballots
firm	fish	are
firmer	!align="right	!align="right
firmest	!align="right	!align="right
gentler	!align="right	votes
gentle	fish	are
gentlest	!align="right	votes
gentle	fish	are
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
livelier	!align="right	!align="right
lively	fish	are
liveliest	!align="right	!align="right
lively	fish	are
livelier	!align="right	!align="right
liveliest	!align="right	!align="right
greener	yellow	this
green	!align="right	!align="right
greenest	yellow	this
green	!align="right	!align="right
greener	!align="right	!align="right
greenest	!align="right	!align="right
cheaper	be	be
cheap	expensive	less
cheapest	be	be
cheap	!align="right	!align="right
cheaper	!align="right	!align="right
cheapest	expensive	less
stickier	!align="right	!align="right
sticky	!align="right	!align="right
stickiest	!align="right	!align="right
sticky	!align="right	!align="right
stickier	!align="right	!align="right
stickiest	!align="right	!align="right
fatter	vitamin	be
fat	!align="right	!align="right
fattest	vitamin	be
fat	!align="right	!align="right
fatter	!align="right	!align="right
fattest	!align="right	!align="right
harder	not	their
hard	that	even
hardest	not	their
hard	!align="right	!align="right
harder	!align="right	!align="right
hardest	that	even
milder	humid	winters
mild	!align="right	!align="right
mildest	humid	winters
mild	!align="right	!align="right
milder	!align="right	!align="right
mildest	!align="right	!align="right
thinner	layer	scales
thin	!align="right	!align="right
thinnest	layer	scales
thin	!align="right	!align="right
thinner	!align="right	!align="right
thinnest	!align="right	!align="right
poorer	for	their
poor	!align="right	!align="right
poorest	for	their
poor	!align="right	!align="right
poorer	!align="right	!align="right
poorest	!align="right	!align="right
lower	are	this
low	upper	this
lowest	are	this
low	highest	than
lower	highest	than
lowest	upper	this
quicker	to	be
quick	!align="right	!align="right
quickest	to	be
quick	!align="right	!align="right
quicker	!align="right	!align="right
quickest	!align="right	!align="right
newer	!align="right	!align="right
new	in	in
newest	!align="right	!align="right
new	against	first
newer	!align="right	!align="right
newest	are	are
tougher	!align="right	blank
tough	against	first
toughest	!align="right	blank
tough	against	first
tougher	!align="right	!align="right
toughest	!align="right	!align="right
quicker	!align="right	voter
quick	against	first
quickest	!align="right	voter
quick	against	first
quicker	!align="right	!align="right
quickest	!align="right	!align="right
costlier	!align="right	ballots
costly	against	first
costliest	!align="right	ballots
costly	against	first
costlier	!align="right	!align="right
costliest	!align="right	!align="right
shorter	!align="right	turnout
short	two	two
shortest	!align="right	turnout
short	against	first
shorter	!align="right	!align="right
shortest	than	than
louder	!align="right	ballots
loud	that	this
loudest	!align="right	ballots
loud	that	this
louder	!align="right	!align="right
loudest	!align="right	!align="right
nastier	!align="right	!align="right
nasty	that	this
nastiest	!align="right	!align="right
nasty	that	this
nastier	!align="right	!align="right
nastiest	!align="right	!align="right
greater	!align="right	ballots
great	of	to
greatest	!align="right	ballots
great	one	to
greater	best	first
greatest	of	be
wiser	!align="right	votes
wise	that	this
wisest	!align="right	votes
wise	that	this
wiser	!align="right	!align="right
wisest	!align="right	!align="right
closer	!align="right	!align="right
close	that	to
closest	!align="right	!align="right
close	that	to
closer	is	first
closest	some	among
thicker	diameter	long
thick	!align="right	!align="right
thickest	diameter	long
thick	!align="right	!align="right
thicker	!align="right	!align="right
thickest	!align="right	!align="right
classier	!align="right	!align="right
classy	!align="right	!align="right
classiest	!align="right	!align="right
classy	!align="right	!align="right
classier	!align="right	!align="right
classiest	!align="right	!align="right
simpler	this	this
simple	using	be
simplest	this	this
simple	!align="right	!align="right
simpler	!align="right	!align="right
simplest	using	be
busier	the	this
busy	!align="right	!align="right
busiest	the	this
busy	!align="right	!align="right
busier	!align="right	!align="right
busiest	!align="right	!align="right
trickier	!align="right	!align="right
tricky	!align="right	!align="right
trickiest	!align="right	!align="right
tricky	!align="right	!align="right
trickier	!align="right	!align="right
trickiest	!align="right	!align="right
worse	you	their
bad	that	but
worst	you	their
bad	best	even
worse	best	even
worst	that	but
fatter	vitamin	be
fat	!align="right	!align="right
fattest	vitamin	be
fat	!align="right	!align="right
fatter	!align="right	!align="right
fattest	!align="right	!align="right
lower	are	this
low	upper	this
lowest	are	this
low	highest	than
lower	highest	than
lowest	upper	this
steeper	slopes	mountain
steep	!align="right	!align="right
steepest	slopes	mountain
steep	!align="right	!align="right
steeper	!align="right	!align="right
steepest	!align="right	!align="right
friendlier	against	first
friendly	!align="right	!align="right
friendliest	against	first
friendly	!align="right	!align="right
friendlier	!align="right	!align="right
friendliest	!align="right	!align="right
smaller	!align="right	!align="right
small	are	two
smallest	!align="right	!align="right
small	the	in
smaller	is	than
smallest	are	are
cheaper	!align="right	!align="right
cheap	more	plant
cheapest	!align="right	!align="right
cheap	species	their
cheaper	!align="right	!align="right
cheapest	expensive	less
tighter	!align="right	ballots
tight	species	their
tightest	!align="right	ballots
tight	species	their
tighter	!align="right	!align="right
tightest	!align="right	!align="right
happier	!align="right	!align="right
happy	species	their
happiest	!align="right	!align="right
happy	species	their
happier	!align="right	!align="right
happiest	!align="right	!align="right
harsher	!align="right	ballots
harsh	species	their
harshest	!align="right	ballots
harsh	species	their
harsher	!align="right	!align="right
harshest	!align="right	!align="right
higher	school	this
high	are	be
highest	school	this
high	in	first
higher	in	first
highest	are	be
prettier	i	get
pretty	!align="right	!align="right
prettiest	i	get
pretty	!align="right	!align="right
prettier	!align="right	!align="right
prettiest	!align="right	!align="right
smoother	shape	are
smooth	!align="right	!align="right
smoothest	shape	are
smooth	!align="right	!align="right
smoother	!align="right	!align="right
smoothest	!align="right	!align="right
fresher	fish	are
fresh	!align="right	!align="right
freshest	fish	are
fresh	!align="right	!align="right
fresher	!align="right	!align="right
freshest	!align="right	!align="right
faster	finishing	finishing
fastest	than	than
fast	finishing	finishing
fastest	can	this
faster	can	this
fast	than	than
worse	you	their
bad	that	but
worst	you	their
bad	best	even
worse	best	even
worst	that	but
higher	school	this
high	are	be
highest	school	this
high	in	first
higher	in	first
highest	are	be
costlier	be	be
costly	!align="right	!align="right
costliest	be	be
costly	!align="right	!align="right
costlier	!align="right	!align="right
costliest	!align="right	!align="right
firmer	company	served
firm	!align="right	!align="right
firmest	company	served
firm	!align="right	!align="right
firmer	!align="right	!align="right
firmest	!align="right	!align="right
steeper	slopes	mountain
steep	!align="right	!align="right
steepest	slopes	mountain
steep	!align="right	!align="right
steeper	!align="right	!align="right
steepest	!align="right	!align="right
greener	!align="right	!align="right
green	as	even
greenest	!align="right	!align="right
green	as	even
greener	!align="right	!align="right
greenest	!align="right	!align="right
smaller	!align="right	!align="right
small	are	into
smallest	!align="right	!align="right
small	is	into
smaller	is	than
smallest	are	are
narrower	!align="right	!align="right
narrow	as	even
narrowest	!align="right	!align="right
narrow	as	even
narrower	!align="right	!align="right
narrowest	!align="right	!align="right
cleaner	!align="right	!align="right
clean	as	even
cleanest	!align="right	!align="right
clean	as	even
cleaner	!align="right	!align="right
cleanest	!align="right	!align="right
riskier	!align="right	!align="right
risky	as	even
riskiest	!align="right	!align="right
risky	as	even
riskier	!align="right	!align="right
riskiest	!align="right	!align="right
newer	!align="right	!align="right
new	the	original
newest	!align="right	!align="right
new	his	but
newer	!align="right	!align="right
newest	are	are
wilder	!align="right	ballots
wild	his	but
wildest	!align="right	ballots
wild	his	but
wilder	!align="right	!align="right
wildest	!align="right	!align="right
narrower	!align="right	!align="right
narrow	his	but
narrowest	!align="right	!align="right
narrow	his	but
narrower	!align="right	!align="right
narrowest	!align="right	!align="right
safer	!align="right	turnout
safe	his	but
safest	!align="right	turnout
safe	his	but
safer	!align="right	!align="right
safest	!align="right	!align="right
faster	!align="right	turnout
fastest	them	them
fast	!align="right	turnout
fastest	but	them
faster	can	this
fast	than	than
meaner	!align="right	voters
mean	his	this
meanest	!align="right	voters
mean	his	this
meaner	!align="right	!align="right
meanest	!align="right	!align="right
heavier	!align="right	ballots
heavy	more	heavy
heaviest	!align="right	ballots
heavy	his	this
heavier	!align="right	!align="right
heaviest	than	than
nicer	!align="right	!align="right
nice	his	this
nicest	!align="right	!align="right
nice	his	this
nicer	!align="right	!align="right
nicest	!align="right	!align="right
faster	!align="right	ballots
fastest	more	them
fast	!align="right	ballots
fastest	that	his
faster	can	this
fast	than	than
leaner	!align="right	!align="right
lean	his	this
leanest	!align="right	!align="right
lean	his	this
leaner	!align="right	!align="right
leanest	!align="right	!align="right
weaker	be	be
weak	!align="right	!align="right
weakest	be	be
weak	!align="right	!align="right
weaker	!align="right	!align="right
weakest	!align="right	!align="right
darker	hindwings	scales
dark	forewings	scales
darkest	hindwings	scales
dark	!align="right	!align="right
darker	!align="right	!align="right
darkest	forewings	scales
rougher	a	be
rough	!align="right	!align="right
roughest	a	be
rough	!align="right	!align="right
rougher	!align="right	!align="right
roughest	!align="right	!align="right
mightier	his	but
mighty	!align="right	!align="right
mightiest	his	but
mighty	!align="right	!align="right
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
wiser	that	be
wise	!align="right	!align="right
wisest	that	be
wise	!align="right	!align="right
wiser	!align="right	!align="right
wisest	!align="right	!align="right
laws	of	rights
law	act	act
products	or	or
product	company	services
changes	or	or
change	increase	increase
citizens	age	of
citizen	united	united
teachers	who	he
teacher	students	students
things	we	really
thing	you	if
minutes	population	yards
minute	scored	round
dollars	million	million
dollar	dollar	money
areas	located	located
area	are	are
cities	population	located
city	north	are
streets	avenue	avenue
street	street	street
months	during	during
month	was	released
conditions	that	that
condition	this	a
countries	government	government
country	european	european
operations	force	force
operation	july	july
schools	students	students
school	school	school
results	be	be
result	he	in
parents	were	were
parent	born	born
charges	these	these
charge	he	sentenced
students	students	students
student	school	school
employees	married	employment
employee	wage	health
workers	married	for
worker	party	health
miles	density	households
mile	kilometers	creek
ways	their	their
way	that	that
decisions	to	to
decision	health	health
rights	it	it
right	court	court
parents	it	it
parent	he	divorce
companies	companies	it
company	company	company
jobs	school	take
job	problems	problems
authorities	government	act
authority	government	government
rules	government	government
rule	can	can
reports	health	reports
report	has	has
programs	programs	school
program	program	program
buildings	built	buildings
building	building	constructed
officials	as	2005
official	that	that
dollars	dollars	million
dollar	billion	billion
rules	empire	empire
rule	or	or
citizens	citizenship	citizenship
citizen	people	people
questions	that	that
question	not	what
officers	army	appointed
officer	police	army
cities	at	town
city	city	city
experts	may	public
expert	for	for
teachers	he	he
teacher	students	students
benefits	can	tax
benefit	compensation	for
authorities	government	administration
authority	government	government
games	games	games
game	game	game
cities	at	population
city	city	city
benefits	or	increase
benefit	insurance	if
groups	for	for
group	one	one
authorities	commission	commission
authority	to	to
rates	population	per
rate	rate	health
changes	to	measure
change	be	an
citizens	population	citizens
citizen	he	he
questions	people	people
question	answer	answer
artists	were	were
artist	music	musician
deaths	his	he
death	death	that
workers	she	for
worker	labor	labor
sports	team	team
sport	athletics	gymnastics
sources	or	or
source	that	that
women	she	she
woman	had	had
voters	turnout	voting
voter	election	republican
sports	championships	teams
sport	team	team
officers	army	army
officer	police	police
concerns	information	that
concern	to	to
prices	prices	prices
price	market	market
schools	college	students
school	school	school
feet	one	one
foot	m	m
reports	have	have
report	was	was
officials	the	the
official	party	election
teams	season	teams
team	team	football
cases	not	to
case	are	that
relations	theory	theory
relation	government	government
residents	states	states
resident	population	population
issues	to	their
issue	political	public
families	their	their
family	population	residing
months	day	day
month	was	was
minutes	minutes	minutes
minute	scored	scored
losses	are	are
loss	games	games
games	games	points
game	season	season
agencies	agencies	agencies
agency	international	international
times	by	by
time	been	was
people	not	not
person	were	had
weapons	weapons	weapons
weapon	but	gun
families	species	of
family	population	per
authorities	commission	commission
authority	government	been
cases	that	that
case	this	this
relations	environmental	environmental
relation	president	president
kids	she	she
kid	film	lily
authorities	services	services
authority	to	to
cars	cars	cars
car	car	locomotives
people	that	that
person	at	his
efforts	rights	rights
effort	college	his
artists	album	album
artist	music	music
students	students	students
student	college	college
concerns	that	that
concern	college	his
times	the	were
time	he	he
streets	avenue	streets
street	street	street
investors	equity	equity
investor	investment	asset
dollars	dollars	dollars
dollar	million	million
days	on	on
day	she	she
laws	university	political
law	act	act
standards	this	models
standard	use	iso
allegations	!align="right	ballots
allegation	alleged	accused
decisions	court	this
decision	to	consent
authorities	federal	federal
authority	government	government
conditions	be	diagnosis
condition	can	can
rules	government	government
rule	for	football
standards	use	use
standard	for	for
parents	it	it
parent	her	marry
officers	army	army
officer	police	police
countries	in	in
country	not	states
terms	election	election
term	not	not
years	won	won
year	was	was
citizens	magazine	scholar
citizen	not	not
residents	wrote	city
resident	population	population
businesses	private	private
business	business	business
drugs	drugs	trafficking
drug	her	her
reports	were	federal
report	love	that
reasons	were	were
reason	love	but
teachers	students	taught
teacher	school	school
minutes	minutes	third
minute	scored	scored
analysts	economic	economic
analyst	how	for
reports	economic	committees
report	information	information
charges	government	major
charge	guilty	executed
cars	cars	cars
car	car	car
businesses	management	management
business	war	it
voters	turnout	turnout
voter	election	election
patients	patients	symptoms
patient	disease	disease
men	her	that
man	army	army
prices	products	products
price	war	market
products	her	how
product	company	companies
terms	he	he
term	value	differential
leaders	he	he
leader	government	reorganized
cars	she	she
car	car	chassis
benefits	she	she
benefit	tax	software
results	government	government
result	can	can
operations	operations	operations
operation	air	plane
members	national	politician
member	his	his
events	championships	women's
event	each	each
officers	army	civil
officer	his	leg
parties	election	election
party	elections	for
cases	not	court
case	case	for
men	his	with
man	they	she
officers	army	army
officer	police	police
charges	of	of
charge	guilty	accused
employees	employer	employer
employee	served	ceo
rights	not	not
right	act	member
hours	hours	p.m
hour	at	at
relations	can	can
relation	president	ambassador
sports	teams	teams
sport	club	coach
people	or	or
person	there	about
systems	systems	systems
system	system	system
talks	show	show
talk	about	his
officials	for	for
official	the	the
kids	my	her
kid	the	film
schools	college	college
school	!align="right	!align="right
areas	of	of
area	!align="right	ballots
points	that	to
point	!align="right	!align="right
owners	he	to
owner	!align="right	!align="right
concerns	that	to
concern	!align="right	ballots
streets	avenue	downtown
street	street	street
results	due	due
result	be	quality
questions	that	that
question	answer	answer
leaders	party	was
leader	government	government
decisions	to	to
decision	information	quality
homes	in	in
home	houses	houses
lives	her	her
life	life	don't
laws	university	university
law	act	act
issues	over	social
issue	media	stories
groups	in	in
group	have	have
businesses	investment	investment
business	sector	sector
rates	per	percent
rate	rate	rate
minutes	minutes	minutes
minute	scored	match
games	games	games
game	season	played
points	this	this
point	scored	win
workers	for	returned
worker	industry	industry
reasons	not	they
reason	be	be
groups	as	international
group	their	social
students	students	research
student	school	secondary
families	species	families
family	households	capita
times	he	he
time	that	that
hours	championships	at
hour	hour	hour
standards	used	metre
standard	that	that
teams	championships	championships
team	team	team
officers	army	served
officer	police	police
cases	that	that
case	case	case
relations	processes	processes
relation	government	government
cities	town	town
city	city	city
teachers	school	fellow
teacher	students	students
owners	company	company
owner	their	owner
parties	democratic	democratic
party	party	party
analysts	economic	sports
analyst	analyst	random
schools	college	schools
school	school	school
products	are	are
product	company	ingredients
rules	the	constitution
rule	or	random
deaths	his	his
death	were	were
months	week	week
month	after	when
drugs	drugs	drugs
drug	drug	drug
men	she	song
man	were	were
officials	released	released
official	government	government
employees	strikeouts	billion
employee	public	public
drugs	trafficking	trafficking
drug	drug	drug
friends	her	who
friend	her	she
laws	court	court
law	not	public
decisions	court	court
decision	not	public
plans	government	government
plan	the	new
rates	population	gdp
rate	rate	energy
analysts	investigation	analysts
analyst	financial	financial
relations	not	not
relation	government	research
benefits	tax	tax
benefit	these	energy
members	elected	of
member	he	he
operations	forces	forces
operation	he	naval
cities	town	housing
city	first	first
questions	people	people
question	he	he
women	people	people
woman	he	he
problems	goals	be
problem	it	often
results	win	championship
result	this	is
citizens	win	polls
citizen	of	army
questions	win	questions
question	what	what
events	championship	championship
event	it	it
rates	rates	gdp
rate	rate	but
weeks	on	total
week	his	r&b
talks	show	show
talk	his	his
terms	economic	economic
term	his	his
agencies	government	economic
agency	commission	commission
parties	democratic	parties
party	party	party
streets	avenue	avenue
street	street	street
minutes	minutes	penalty
minute	scored	scored
products	use	use
product	company	company
men	him	other
man	were	his
lines	railway	route
line	line	railway
services	services	development
service	service	service
investors	investment	investment
investor	investments	assets
women	she	she
woman	for	him
groups	one	competition
group	their	group
voters	turnout	ballots
voter	votes	votes
employees	employment	employment
employee	million	million
products	can	can
product	company	chocolate
students	students	law
student	school	college
benefits	benefits	benefits
benefit	health	pension
drugs	trafficking	trafficking
drug	drug	act
workers	for	traveling
worker	industry	industry
minutes	minutes	seconds
minute	scored	game
years	in	in
year	was	of
concerns	that	that
concern	of	environment
rights	not	not
right	to	court
dollars	dollars	dollars
dollar	million	million
miles	makeup	makeup
mile	east	east
changes	development	development
change	be	be
benefits	education	education
benefit	can	insurance
services	services	services
service	service	service
investors	investors	investors
investor	investment	investment
miles	density	households
mile	south	south
charges	all	be
charge	convicted	convicted
authorities	government	services
authority	to	to
services	services	services
service	service	service
workers	their	their
worker	union	union
residents	pennsylvania	pennsylvania
resident	population	population
artists	music	art
artist	music	pop
owners	owners	shop
owner	company	company
projects	projects	projects
project	project	by
investors	companies	billion
investor	investment	insurance
sales	sold	billion
sale	copies	chart
jobs	her	them
job	he	he
concerns	that	concerns
concern	when	when
streets	avenue	avenue
street	street	street
rights	not	not
right	state	state
results	be	be
result	this	this
cities	of	of
city	city	city
sources	are	are
source	his	his
buildings	population	housing
building	building	building
sources	population	population
source	that	that
issues	population	population
issue	that	that
authorities	households	census
authority	that	that
prices	population	per
price	that	that
minutes	minutes	minutes
minute	scored	scored
laws	rights	rights
law	act	state
states	states	states
state	united	united
artists	music	work
artist	music	singer
officers	army	officers
officer	officer	officer
rights	be	be
right	court	court
streets	avenue	west
street	street	avenue
cases	be	be
case	case	case
efforts	to	to
effort	funds	awareness
men	his	his
man	were	were
streets	avenue	road
street	street	century
hours	weekday	weekday
hour	were	captured
products	software	software
product	company	company
citizens	football	football
citizen	government	fled
officers	served	training
officer	army	army
lines	railway	railway
line	line	line
services	services	services
service	service	service
ways	to	to
way	he	that
cities	the	the
city	at	city
kids	my	my
kid	he	films
results	due	may
result	that	that
events	championships	championships
event	event	event
teachers	education	education
teacher	school	school
artists	music	music
artist	music	song
cars	cars	racing
car	car	car
drugs	drugs	psychiatric
drug	drug	drug
days	on	the
day	were	were
citizens	law	law
citizen	were	were
companies	companies	services
company	company	company
cars	cars	cars
car	engine	engine
projects	united	united
project	public	education
months	on	on
month	after	after
analysts	united	media
analyst	that	that
leaders	united	party
leader	government	government
benefits	united	benefits
benefit	insurance	insurance
plans	government	government
plan	on	at
weeks	for	albums
week	on	on
miles	density	households
mile	kilometres	at
students	students	social
student	school	school
families	it	it
family	population	cdp
deaths	his	his
death	death	death
miles	makeup	racial
mile	kilometres	confluence
cities	at	at
city	city	two
points	from	from
point	scored	averaged
students	education	education
student	school	schools
parties	election	opposition
party	party	party
weapons	weapons	weapons
weapon	he	weapon
artists	music	her
artist	art	art
jobs	her	her
job	school	school
benefits	specific	specific
benefit	university	student
investors	investment	loans
investor	investment	asset
games	games	games
game	played	finished
cities	the	population
city	located	part
buildings	built	services
building	building	rebuilt
concerns	that	health
concern	because	because
years	team	games
year	was	was
reasons	can	can
reason	the	was
sports	championships	compete
sport	club	club
leaders	party	government
leader	war	war
concerns	other	other
concern	to	to
deaths	died	died
death	this	this
men	she	she
man	this	this
kids	guitarist	she
kid	their	film
decisions	court	that
decision	this	this
families	species	died
family	population	residing
rights	can	can
right	civil	against
patients	patients	patients
patient	disease	disease
operations	operations	operations
operation	air	air
products	are	products
product	company	company
students	students	students
student	school	school
lines	railway	railway
line	which	his
schools	college	schools
school	school	school
losses	scored	44
loss	games	"note
days	there	there
day	his	his
cars	cars	cars
car	car	car
children	her	about
child	she	she
drugs	about	about
drug	drug	drug
patients	symptoms	measuring
patient	treatment	chronic
men	about	about
man	army	army
teachers	education	education
teacher	school	school
problems	have	have
problem	be	be
countries	in	in
country	states	states
women	her	she
woman	she	sexual
artists	music	artists
artist	music	film
benefits	have	tax
benefit	development	development
streets	avenue	house
street	street	downtown
systems	systems	systems
system	system	system
sales	company	sold
sale	copies	copies
cases	not	not
case	case	that
charges	was	was
charge	guilty	guilty
people	that	that
person	there	there
friends	her	her
friend	he	he
weapons	weapons	weapons
weapon	be	gun
citizens	countries	countries
citizen	government	government
teachers	his	his
teacher	school	school
rates	per	births
rate	his	fund
days	week	week
day	his	december
kids	he's	knows
kid	his	music
cars	cars	cars
car	car	car
owners	driver	per
owner	his	1823
laws	university	university
law	racial	racial
sports	teams	tennis
sport	makeup	races
parents	by	by
parent	makeup	racial
men	she	she
man	density	people
companies	new	by
company	company	housing
systems	are	are
system	system	system
relations	analysis	analysis
relation	government	their
questions	that	that
question	their	question
groups	were	were
group	group	group
cars	cars	racing
car	car	vehicles
friends	his	his
friend	her	her
reports	it	reports
report	financial	financial
buildings	built	built
building	building	building
artists	music	music
artist	music	musicians
companies	companies	sold
company	company	technology
hours	hours	hours
hour	years	day
events	championships	events
event	she	tour
officials	for	governments
official	he	he
decisions	that	that
decision	he	actions
benefits	tax	tax
benefit	taxes	taxes
employees	locomotives	wages
employee	a	paid
lines	railway	railway
line	which	which
laws	government	government
law	not	not
efforts	its	its
effort	that	his
numbers	chart	singles
number	be	be
lives	her	be
life	her	she
rules	government	government
rule	or	or
products	be	be
product	such	such
residents	served	they
resident	were	population
parents	equity	be
parent	her	wife
weeks	weeks	billboard
week	was	on
weapons	weapons	weapons
weapon	military	equipped
artists	released	solo
artist	music	music
benefits	tax	tax
benefit	education	education
decisions	court	court
decision	member	committee
months	week	a
month	after	after
talks	show	airs
talk	but	she
weeks	weeks	weeks
week	on	peaking
members	council	council
member	for	was
states	district	department
state	united	united
candidates	election	elections
candidate	election	election
employees	management	management
employee	revenue	revenue
men	his	his
man	had	had
authorities	council	council
authority	to	to
decisions	court	court
decision	not	not
weeks	on	on
week	week	week
efforts	their	their
effort	its	its
sports	women's	compete
sport	club	football
days	their	their
day	at	december
experts	knowledge	scientific
expert	for	report
members	national	national
member	was	was
losses	due	goals
loss	wins	wins
players	team	team
player	player	cup
men	his	out
man	him	him
standards	systems	systems
standard	that	that
friends	her	her
friend	she	she
hours	hours	hours
hour	two	two
terms	state	economic
term	be	formula_3
results	due	due
result	be	be
sources	of	of
source	used	used
businesses	private	private
business	financial	financial
times	not	not
time	for	been
systems	are	are
system	system	system
conditions	be	be
condition	due	due
issues	not	all-american
issue	social	social
deaths	his	his
death	only	births
friends	his	his
friend	her	album
cases	not	not
case	or	or
members	he	party
member	on	album
games	games	games
game	game	game
services	services	services
service	service	management
schools	college	college
school	education	education
games	games	games
game	team	team
operations	operations	operations
operation	war	war
parents	nbc	nbc
parent	who	who
lines	railway	some
line	line	stations
numbers	have	have
number	on	1862
officials	not	have
official	government	elected
families	species	species
family	population	cdp
groups	have	have
group	group	member
projects	projects	has
project	project	project
streets	avenue	avenue
street	street	street
hours	hours	weekday
hour	out	out
kids	i'm	i'm
kid	film	film
cars	cars	cars
car	car	car
things	really	really
thing	it	it
conditions	patients	patients
condition	it	due
members	party	party
member	was	was
states	states	congress
state	united	united
sports	teams	teams
sport	club	football
problems	that	assumptions
problem	be	solutions
times	his	more
time	first	all-star
plans	planning	planning
plan	to	on
sales	billion	tax
sale	copies	copies
allegations	!align="right	ballots
allegation	alleged	complaint
people	not	not
person	that	that
miles	makeup	makeup
mile	west	edge
rules	empire	empire
rule	or	can
standards	models	cars
standard	can	can
men	he	he
man	they	who
things	government	got
thing	you	you
people	government	government
person	were	can
operations	government	invasion
operation	air	using
terms	political	elected
term	theory	formula_2
states	government	elected
state	united	can
businesses	through	through
business	sector	services
problems	that	are
problem	as	as
cities	located	located
city	city	city
officers	army	naval
officer	army	rank
owners	company	company
owner	owner	owner
services	services	services
service	service	service
dollars	million	million
dollar	billion	billion
cities	located	located
city	city	in
players	team	team
player	player	played
men	but	them
man	his	his
products	are	are
product	systems	processors
changes	to	not
change	be	such
reports	to	about
report	has	citation
men	her	her
man	were	crew
questions	that	that
question	answer	personality
workers	workers	workers
worker	union	union
losses	season	may
loss	wins	wins
laws	university	legal
law	act	act
citizens	companies	companies
citizen	were	were
families	father	of
family	population	population
bank's	banking	banking
bank	!align="right	ballots
boy's	girl	girl
boy	!align="right	ballots
film's	films	films
film	film	film
play's	played	the
play	!align="right	ballots
game's	games	games
game	game	game
district's	county	county
district	students	students
park's	located	junction
park	!align="right	ballots
girl's	her	she
girl	!align="right	ballots
firm's	company	company
firm	!align="right	ballots
community's	services	services
community	!align="right	ballots
author's	book	novels
author	!align="right	!align="right
today's	this	its
today	was	located
summer's	olympics	olympics
summer	!align="right	!align="right
day's	on	on
day	!align="right	!align="right
station's	railway	railway
station	station	radio
agency's	services	government
agency	!align="right	ballots
judge's	prosecutor	prosecutor
judge	!align="right	ballots
area's	river	areas
area	!align="right	ballots
center's	department	department
center	!align="right	ballots
county's	township	district
county	county	county
child's	father	her
child	!align="right	!align="right
region's	northern	part
region	!align="right	!align="right
couple's	wife	his
couple	!align="right	!align="right
committee's	committees	international
committee	!align="right	!align="right
book's	books	non-fiction
book	!align="right	!align="right
president's	deputy	deputy
president	district	united
area's	are	buildings
area	!align="right	!align="right
team's	season	nfl
team	team	team
university's	phd	phd
university	university	college
band's	album	band's
band	album	band
project's	projects	development
project	!align="right	ballots
wife's	daughter	son
wife	!align="right	ballots
sheriff's	county	county
sheriff	!align="right	ballots
network's	networks	services
network	abc	abc
company's	companies	companies
company	company	company
girl's	her	her
girl	!align="right	!align="right
project's	projects	projects
project	!align="right	!align="right
play's	played	for
play	!align="right	!align="right
program's	programs	services
program	!align="right	!align="right
father's	son	son
father	she	his
community's	state	state
community	!align="right	ballots
market's	prices	prices
market	!align="right	ballots
game's	games	touchdown
game	game	game
governor's	elected	democratic
governor	in	governor
band's	album	album
band	album	band
show's	aired	aired
show	had	broadcast
community's	center	public
community	!align="right	!align="right
governor's	re-election	re-election
governor	governor	governor
school's	college	education
school	school	school
band's	album	tour
band	album	album
person's	!align="right	!align="right
person	state	his
film's	!align="right	blank
film	film	film
play's	!align="right	ballots
play	court	election
program's	!align="right	counted
program	court	election
doctor's	!align="right	blank
doctor	court	election
hospital's	hospitals	students
hospital	!align="right	!align="right
region's	are	students
region	!align="right	!align="right
everyone's	we	realizes
everyone	!align="right	!align="right
town's	there	students
town	town	town
government's	policy	students
government	government	government
court's	supreme	decision
court	court	court
everyone's	really	really
everyone	!align="right	!align="right
father's	son	his
father	he	she
week's	weeks	game
week	!align="right	!align="right
league's	season	season
league	league	league
agency's	album	album
