rougher	easier	easier
ask	asked	appear
asked	asked	asked
asks	advised	confronted
started	begin	begin
start	began	began
starts	coordinated	coordinated
start	begins	begins
started	begins	begins
starts	began	began
told	forget	forget
tell	advised	advised
tells	describe	describe
tell	asks	asks
told	informs	told
tells	tells	talked
reached	reached	attained
reach	reach	reach
reaches	attained	attained
reach	sustain	sustain
reached	surfaces	surfaces
reaches	reaching	reaching
left	occupying	occupying
leave	keep	keep
leaves	catches	nash
leave	comfort	comfort
left	leaves.	surfaces
leaves	visits	visits
studied	study,	study,
study	studying	musician
studies	retrospective	retrospective
study	study	geology
studied	studies,	studies,
studies	studying	worked
followed	followed	followed
follow	follow	follow
follows	followed	followed
follow	prevent	prevent
followed	dubbed	dubbed
follows	follow	follow
changed	distinct	distinct
change	reduce	reduce
changes	changes	changes
change	improvements	improvements
changed	change	mutations
changes	changing	changing
won	winning	winning
win	win	win
wins	victory	victory
win	win	win
won	winning	winning
wins	win	win
opened	lebanon	lebanon
open	inaugurated	inaugurated
opens	kindergarten	kindergarten
open	above	above
opened	agreed	agreed
opens	opened.	starts
studied	studies	harvard
study	studying	discusses
studies	studies	studies
study	study	study
studied	study	study
studies	studying	shoots
accepted	wanted	wanted
accept	unknown,	unknown,
accepts	immigrated	relates
accept	got	employees.
accepted	agreed	agreed
accepts	unknown,	unknown,
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
determined	concludes	concludes
determine	evaluate	evaluate
determines	determining	determining
determine	!	!
determined	!	!
determines	detect	detect
ensured	concludes	concludes
ensure	forget	forget
ensures	concludes	concludes
ensure	!	!
ensured	!	!
ensures	forget	forget
required	topped	advocated
require	provide	provide
requires	makes	makes
require	require	require
required	required	required
requires	require	require
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
preserved	co-founded	influenced
preserve	establish	establish
preserves	practically	practically
preserve	!	!
preserved	!	!
preserves	river	river
paid	rushed	rushed
pay	paying	paying
pays	costs,	costs,
pay	organize	organize
paid	loaned	loaned
pays	salary	salary
began	began	began
begin	started	started
begins	began	began
begin	continued	continued
began	continued	continued
begins	started	started
returned	returned	returned
return	abandon	abandon
returns	returned	returned
return	leave	leave
returned	returned	returned
returns	departed	departed
decided	forced	forced
decide	organize	correspond
decides	threatens	threatens
decide	decided	decided
decided	decided	decided
decides	decides	decides
avoided	threatened	threatened
avoid	concentrate	involve
avoids	thereby	thereby
avoid	!	!
avoided	!	!
avoids	observing	observing
