rougher	drag	drag
left	trapped	trapped
leave	leave	leave
leaves	catches	spots
leave	larvae	larvae
left	trees	trees
leaves	visits	visits
studied	studying	studying
study	worked	worked
studies	retrospective	retrospective
study	study	study
studied	study	study
studies	worked	worked
followed	followed	species.
follow	follow	follow
follows	followed	followed
follow	revive	revive
followed	shortened	shortened
follows	scoring	scoring
changed	changed	collapse
change	changing	reduce
changes	changes	changes
change	change	change
changed	change	symptoms
changes	changes	changes
won	winning	winning
win	win	win
wins	victory	victory
win	wins,	wins,
won	winning	winning
wins	series)	series)
opened	open,	ottawa
open	inaugurated	inaugurated
opens	gt	gt
open	cut	cut
opened	strikes	strikes
opens	breaks	breaks
studied	studies	studies
study	wales,	wales,
studies	studies	studies
study	study	study
studied	study	study
studies	shoots	shoots
accepted	agreed	agreed
accept	unknown,	unknown,
accepts	resign	resign
accept	dismissed	dismissed
accepted	agreed	accepting
accepts	married,	married,
became	becoming	becoming
become	become	become
becomes	became	became
become	become	become
became	becoming	defeated
becomes	become	becomes
determined	directed	directed
determine	pursue	pursue
determines	determining	exactly
determine	!	!
determined	!	!
determines	tries	tries
ensured	co-produced	co-produced
ensure	afford	afford
ensures	emphasized	emphasized
ensure	!	!
ensured	!	!
ensures	encourages	encourages
required	directed	directed
require	provide	provide
requires	requires	requires
require	require	provide
required	require	process,
requires	requires	requires
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
preserved	directed	directed
preserve	derive	derive
preserves	scenic	scenic
preserve	!	!
preserved	!	!
preserves	words,	words,
paid	rushed	rushed
pay	give	give
pays	costs,	costs,
pay	organize	organize
paid	loaned	loaned
pays	gives	gives
began	began	started
begin	begin	begin
begins	began	began
begin	began	continued
began	began	continued
begins	started	started
returned	returned	returned
return	give	abandon
returns	returning	returning
return	leave	leave
returned	returned	kidnapped
returns	abandon	abandon
decided	forced	forced
decide	organize	organize
decides	asks	helps
decide	decided	decided
decided	decided	decided
decides	decides	decides
avoided	escape	escape
avoid	follow	mechanisms
avoids	admits	prove
avoid	!	!
avoided	!	!
avoids	consciousness	consciousness
