,sgns_rand_pinit2,sgns_rand_pinit2,sgns_rand_pinit1-rev,sgns_rand_pinit2-rev,sgns_svd,sgns_svd,sgns_rand_pinit2-rev,sgns_rand_pinit3,sgns_rand_pinit3,sgns_rand_pinit2,sgns_rand_pinit1,sgns_rand_pinit1,sgns_rand_pinit1-rev,sgns_rand_pinit3-rev,sgns_rand_pinit3,sgns_rand_pinit3,sgns_rand_pinit2,sgns_rand_pinit3,sgns_rand_pinit1,sgns_rand_pinit1,sgns_rand_pinit1,sgns_rand_pinit2,sgns_svd,sgns_svd,sgns_rand_pinit1-rev,sgns_rand_pinit1,sgns_rand_pinit2,sgns_rand_pinit1
links,0.076524852164509771,0.0020885896359099654,0.17593668872315549,0.17699512158508202,0.18889484900309073,0.18942982284962406,0.002757326056050502,0.18089534397164397,0.078057996338140478,0.076366675091904757,0.20736891794323298,0.0027289839318250797,0.0029302893110697559,0.17564840855171071,0.078126339560576352,0.07833302369393258,0.07645215810491679,0.21286536453922356,0.0026161777243599582,0.075973589520060503,0.075723095022158016,0.17888848082618158,0.18575389516200758,0.068308400263266456,0.002551327771989631,0.07561428038379292,0.20908258313418182,0.17702797768449818
list,0.061574023741340023,0.0015077583324843991,0.11011134608401185,0.11142860724510095,0.13016430334471252,0.13019445202379365,0.0019805053030093056,0.11570652974333018,0.060291429033498489,0.060696855058583798,0.13462369688225595,0.0019163061364926293,0.0018549890729702145,0.11041343700860884,0.059095936581677222,0.059263959534785027,0.06078836390388076,0.13490182701553932,0.0019875107889397725,0.060100144507628128,0.059262360636459399,0.11663094329236423,0.12885487276495,0.047381895196512036,0.0016785797829024229,0.059064769564379893,0.13508433518973884,0.11560264474649029
listed,0.059940187600684869,0.0012895887923753957,0.12045775860692809,0.11810249532134443,0.13549844228680907,0.13425743493969144,0.0016056583504645561,0.12436354190184451,0.060064999214113346,0.06053546083012995,0.13726719488054229,0.0019951696417379594,0.0019128884856655093,0.11835943872276111,0.060175251881914082,0.060573148139626332,0.059956073921808017,0.13386622027035477,0.0019316469292630645,0.061266678686773823,0.061349699734148722,0.12512762172406466,0.13560903393433754,0.046278103609576737,0.0017010144485245515,0.061727644052546493,0.13597831701090213,0.12610227084243297
lists,0.065330850128087259,0.0024017196647736494,0.19828581560710545,0.2021617315906572,0.23584422099823543,0.23871437947487062,0.0024371985504592075,0.217755317883222,0.066139879435844207,0.06606718182414173,0.21974662725759553,0.0028044679954237761,0.0026448151887679128,0.19778716267457352,0.0656986569159137,0.06710877045218111,0.065156883535173793,0.22147004394184355,0.0026767301039963831,0.06475748203327325,0.064147131912948629,0.21859913913245588,0.23428694647062098,0.076932944263312208,0.0025029083359430215,0.065096367354515627,0.22175311637708139,0.21747280844800754
literacy,0.052977852917673207,0.0018541944655441345,0.17054068055953198,0.17070400572010147,0.18325320639241605,0.18081633063752856,0.001946898480080117,0.1824433755959548,0.053032054397282535,0.051982593120847409,0.19068261791587715,0.0020665275629099256,0.0017749384194202245,0.17322876639723384,0.05149199401310145,0.052347600044235665,0.051384870265977378,0.19307001920843592,0.0020903410035021386,0.053949050209268545,0.052380020345426326,0.1804248760755367,0.18008747232711775,0.042676104572244467,0.0018216242815014549,0.052899967986713814,0.19178255040042103,0.1799231243766527
literary,0.053241418816854402,0.0019547680478412266,0.1518960347873668,0.15358591204961192,0.16196327867602445,0.16205276712313221,0.0020311778486630239,0.14937929658917426,0.053331851344913916,0.053727877849528816,0.16542124530496483,0.0018895338815960727,0.0022689285633594736,0.15349828563695322,0.05286726308841494,0.053953319081563977,0.052703974061810821,0.1648612380252108,0.0022772537476541954,0.054603830380635987,0.054052081338362146,0.14987081383892453,0.15894924605480831,0.056794321350468246,0.0017004896583133755,0.054942944760336898,0.1661645605619182,0.14853570963300355
literature,0.059981861920533341,0.0019615233681801181,0.16013022841526936,0.16169811804369538,0.18388538276233224,0.18372879860146862,0.0023086875844111621,0.1702505614162485,0.058707586190597127,0.059846977773739818,0.18237313928989318,0.0025500227311946455,0.0026396900391507661,0.1624186589535036,0.057710135058120615,0.058708746903541664,0.059045968905149793,0.18101257304986895,0.0028054736468045016,0.057694356265362901,0.056853918215437727,0.17076361407825769,0.18059579938785431,0.058561665522874673,0.002388420896917931,0.057349874062534112,0.18107943588287123,0.17103515540621639
little,0.056432946675017859,0.0014840572956669185,0.10218771079625344,0.10158140654375469,0.1162519962833003,0.11586900550216994,0.001840804118135253,0.10592459594786163,0.057447321345047819,0.055937573955979203,0.12028218293748327,0.0018991600793003549,0.0016804200072909614,0.099954590096242413,0.057286573874456126,0.056880856368192401,0.056190347428054288,0.11960048585373373,0.0017278923125616519,0.056480756341430238,0.055882523228798275,0.10800322715835597,0.11684654749274348,0.041300447509013294,0.0018041734118011687,0.055535990833219473,0.12155444400979265,0.10783465750833954
live,0.054557654776853814,0.0015499728645109734,0.1065593327948805,0.10528669274791702,0.10952768061862461,0.10937578742563514,0.0016490070168780901,0.096969921335105513,0.054843922895987163,0.055574601705798754,0.11048220388079433,0.0017617524375558302,0.0018991512436948854,0.10553414021366814,0.054765819772902624,0.0559598075393275,0.054526766117674375,0.11048300765733221,0.0017036185222418787,0.054503720109418508,0.054458657209859651,0.097136333374892136,0.10888919133949304,0.037884620083466825,0.0016530732407948889,0.055265666792984169,0.10967378715527998,0.098158305187284967
lived,0.061991755648735603,0.0018913714789207114,0.14233212821217478,0.14254628421312099,0.15607146415351125,0.15690123314813154,0.0023220603770803816,0.13423546452987312,0.060710268777494192,0.061870956563615631,0.15839220880182192,0.0022530323840088684,0.0025141014404479467,0.14087660647719447,0.061993721509055799,0.060201501014186087,0.063793227461073299,0.1592028095268444,0.0023389665262898429,0.061493418746620288,0.06320227967368397,0.13616099566944151,0.1558114473380463,0.059547191244527342,0.0024720095355905691,0.061059064241023475,0.16168057848867601,0.1339633577593049
liverpool,0.060092902412597571,0.002023183847009058,0.20144001781109955,0.19932355150649861,0.20837930149158057,0.20743414617883493,0.0022231779860699685,0.2081458907755358,0.061937132125737593,0.060546487751407474,0.22256054082675603,0.0024617548158020197,0.0023547318200275447,0.19956529802442358,0.064367421334851849,0.06234128074184675,0.062444143661173457,0.22382015830904178,0.0026997906765420243,0.05944568852797405,0.061917072108057414,0.20904218838755684,0.20959089438516543,0.061546134932301322,0.0024186094984821604,0.059756145331234745,0.22426891266280158,0.20919831118096521
lives,0.058681480084744164,0.0019036957444960034,0.14756061889475469,0.14654963632104101,0.15894619625685691,0.15672429548685862,0.0022179918851408242,0.1397829173564179,0.055340466694283497,0.059953822018491754,0.15977489239902665,0.0023262447310453682,0.0026174889289501957,0.14850067417346224,0.056504911799778568,0.056542162724887102,0.060361389426464962,0.15625361775191393,0.0026791693975607433,0.055998478996524104,0.057326633697727614,0.14055669547551597,0.15613238731842527,0.050515635845960305,0.0021237574827513983,0.057489349325979933,0.15749549343176916,0.14342907236560976
living,0.055271021747339999,0.0013957842454001002,0.11509892638946717,0.11349199612463634,0.12062422552141372,0.11903670010513201,0.001764138384728664,0.1110358491999498,0.055352535094336131,0.05610091329971445,0.12629769507216893,0.0017880458655257225,0.0021933392791372297,0.11281860035552871,0.056698226217010705,0.056102532925655924,0.056938021133804306,0.12652126768727123,0.0020180197213682805,0.056123605558758394,0.057515073629752722,0.11096098792153908,0.1202523544677595,0.049589518330430016,0.0018409488972472854,0.056581850935374489,0.12715881144625274,0.11217084540124123
loan,0.058945813278313608,0.0017909954160875152,0.14231591794926857,0.14067398186615343,0.16162995304060734,0.16220730481106493,0.0023409968682388538,0.15459809495599053,0.056870454561852357,0.058828823680722064,0.16238286358636189,0.0022506285521078917,0.0026117584122784532,0.13956164920669623,0.057836132633322546,0.057072400827070879,0.059819218121760276,0.16168578630943908,0.0024435901615009747,0.057945811386091783,0.058608862046474419,0.15781129689430351,0.16353637855058478,0.057751474143731274,0.0023405917036247725,0.057353774858595052,0.1640355563468977,0.15539286372066508
local,0.048049672909111663,0.0012400400049024096,0.079386713590186564,0.080289103202931367,0.090966591028417865,0.091285213282158328,0.0012900323828605176,0.082618300194303051,0.049266899882137061,0.048349199497983886,0.099097901273163425,0.001580929277633758,0.0014341159632516032,0.078501996213289793,0.04895998069092411,0.04973171516777819,0.048012534991212164,0.099093634480157511,0.0014440044545782627,0.049303202248289546,0.049124687061828265,0.082951691072587597,0.09026558569954346,0.042704034590293038,0.0012544333386889095,0.049629326734172308,0.098572453078965894,0.08313703429139041
locally,0.058914917205119877,0.0017105200705763712,0.17829397418418458,0.17955175059486828,0.18805587130023549,0.18847288951210239,0.0024382653227027484,0.18365930086251381,0.059771096025203807,0.060332488299156162,0.20722325043654644,0.0026495606951860706,0.0024361589698163044,0.17832936230776508,0.061111412015457445,0.061608869216747242,0.060196645031041385,0.20726946440629868,0.0025395216844258384,0.061265485884215209,0.062629448469749938,0.18515050693192725,0.18631718656368212,0.06076558666722931,0.0023033254174091855,0.062743919300612738,0.20687995156134498,0.18530745868780896
located,0.056523796960498807,0.0015458012605952254,0.10041539877403083,0.099524314245671208,0.11452319476588091,0.1132752575219842,0.0018345648206686826,0.09334535886066142,0.057234688119462085,0.057449522665343644,0.11463370907532899,0.0018674175381619973,0.002041848462855822,0.10162730886308857,0.056630363194148714,0.058101704658569564,0.056268862100447126,0.11433749840331209,0.0019435649512712372,0.055801336936421642,0.055304788120809301,0.093466950176721686,0.11349365481316864,0.049963098697544894,0.0015541971362399432,0.056605815262289028,0.11437612041715017,0.094718198857632774
location,0.068519755930079973,0.0022985743506966916,0.15497964413195009,0.15635813222113826,0.16555777712299846,0.16614959085603342,0.0021684208247257919,0.15482130951338258,0.068724410290008975,0.068898035403443414,0.17882493179729642,0.0023667302101183507,0.0025605931512718838,0.1552264339790419,0.066636354077807325,0.069165224883294574,0.066309701988123804,0.17697776254962416,0.0024411991427566448,0.067991119714389758,0.065860977339254667,0.15749694202005116,0.16400745912657166,0.062962038229344985,0.0024309344145323486,0.06806046754820394,0.17887369407418785,0.15723226649696909
locations,0.066044717006937481,0.002221449204375614,0.15249052872316782,0.15252060911215426,0.17742158867762725,0.17519158829883441,0.0020569118908050354,0.14788998137481868,0.066598154228810769,0.066315520670731209,0.16770427402498689,0.0024898188159596657,0.0022220011740412549,0.15284031035277945,0.066657104816923884,0.067349054798185648,0.066209588798262442,0.16589421625005674,0.0027442322977275779,0.067117760361683709,0.067090605719776875,0.15145783760443132,0.1754306494393113,0.058090509082127428,0.0019286003180755129,0.067211859959300235,0.16787917507992856,0.15218968516221509
locomotive,0.061371462527325282,0.0019056766657464808,0.17174455962272173,0.17222514343061912,0.18980598716098829,0.18920260018690738,0.0019007765019506406,0.17438115050283076,0.061824937122559986,0.061195201820743006,0.19186633145355558,0.002334771389713941,0.0023711595745012914,0.17264814568472087,0.062088916782371939,0.061513239680047072,0.062009262657490738,0.19080369797566898,0.0023770855113370848,0.060249415417681362,0.060879175789980144,0.17368013555776352,0.18855080074201735,0.067441760016540231,0.0021664303903252691,0.060125097598785038,0.19083745067524904,0.17775562433589631
locomotives,0.043917854413123569,0.0015864082893114473,0.15347367675678814,0.1564420500085304,0.16580000072287981,0.16668159176110164,0.0020551739355301191,0.16035257678059567,0.042700052248142217,0.044811775204466775,0.17994412809114357,0.0020692253350682588,0.0021357233529870623,0.15554437126524323,0.043052823612446001,0.043487635864725482,0.044408503637777486,0.1759801845458524,0.0017520986499283131,0.042630541322166038,0.043199231545290595,0.16067195504244036,0.1632828812610716,0.056571196092233822,0.0017492970710778488,0.043176887636086403,0.17701186922118806,0.16475100709140278
london,0.057811823484883895,0.0014622423559509379,0.10875965709350499,0.10812012291065065,0.1245687760322266,0.12499190557907869,0.0016426146984327428,0.099043694631756107,0.057880408849578902,0.057435870017228385,0.11942657055983963,0.0016553363529152598,0.0015745232663963993,0.10825516002902691,0.057966596148408267,0.057377401873518474,0.058055019401221597,0.12149695437515962,0.0018271687966682215,0.057077233027778895,0.057102770625788724,0.10143578481911986,0.12460207908071286,0.052563121449301864,0.0019204846359470729,0.056380996224639657,0.12360434123202013,0.097045130849664152
"london,",0.061750440514822369,0.0016730525427517406,0.15867675633187095,0.15911491609053052,0.16380435028347806,0.16335024001125908,0.0022281265648939064,0.14740506183167412,0.062433314662613593,0.062051392589230314,0.17652016514429048,0.0017362657902822987,0.002347346009958784,0.15843560262904632,0.061334961385000053,0.062612916897756832,0.060815239377834729,0.17404636016525266,0.0020401975697491581,0.062927009805350931,0.061971008064566346,0.14774752019934134,0.16220547924553375,0.063253436174929067,0.001705118338680478,0.062943817540413227,0.1756838639867756,0.14959554829253119
london.,0.075309332552821018,0.0022245376533130967,0.16178236121949618,0.16294905465747656,0.16445625277999565,0.16824978595075624,0.0029122014568654375,0.16205727423704575,0.074562199636912019,0.07477147271466289,0.18688237100636473,0.0028505973003711826,0.0028762813609264359,0.15790656540746206,0.072042075286496976,0.074041076094959024,0.073103270084371119,0.18642470052424864,0.003202557178555665,0.073538224364091742,0.071621676427758407,0.16315012472995705,0.16587530321349064,0.061464724866020171,0.0026079924478156213,0.073089665324615249,0.1867098255348425,0.16304148811365626
long,0.061757707491952751,0.0013070208488078494,0.085803890076668443,0.086005843497443335,0.10990169966286556,0.11072782428583383,0.0013908060652917387,0.098537086479927427,0.063086071344934713,0.061830107243661558,0.11080195701420359,0.0018673707454777144,0.0014802514154994562,0.084921352327782529,0.063528261689017262,0.063251691704003798,0.061927683129918254,0.1114988448576959,0.0019713584138385531,0.063665718274892535,0.063856575470589982,0.098820812089540855,0.11119838031609885,0.042096177195648954,0.001587440808802798,0.063571010430386155,0.11092180831783705,0.098349470876048062
"long,",0.073017341122593282,0.002071838110305313,0.15928062752908756,0.15857374017945869,0.16645975395494894,0.16729661054897649,0.0025609655450259394,0.15427059471568305,0.072170166347736653,0.073284230080502333,0.18456487668798416,0.0032926960026348207,0.0027181186649357647,0.15678340429204396,0.073282136509636442,0.072931620183603885,0.073786895074075098,0.17947379975491384,0.0030287962655181078,0.072276950342128332,0.07323843469740654,0.15687729300704323,0.16797532726560405,0.062006820665656881,0.0024670374647509652,0.072634830871475931,0.18106267329282599,0.16015897914954869
long-term,0.080072444609564752,0.0027236884450817511,0.19030300481913631,0.19119768118242786,0.20671006302433625,0.20859274648775961,0.0024630989674149228,0.17958975201947269,0.079750039935466144,0.078044714681055005,0.20685174955479146,0.0033238934646794283,0.0028714660446499396,0.18929593708775416,0.079858807933713027,0.077727645003691448,0.079689069631133203,0.20446988618089046,0.0030708980715252743,0.078767869672025204,0.079059937671555058,0.18278316525589955,0.20713217517149551,0.064453376171830112,0.0024388485543540561,0.0764785443022441,0.20623001189934986,0.18375447445224469
long.,0.067450977787325672,0.0024218650813323528,0.19268337950248404,0.19428470521217323,0.20112472166237128,0.20055055174202063,0.0020677909740087763,0.19018275504071136,0.066759125445933654,0.067713313343181869,0.22876933273562927,0.0028344465085595738,0.0023900748389179549,0.19389626424228057,0.066808475673457046,0.066882721371251952,0.067653739572109295,0.22728267050490347,0.0030321970652886776,0.066530506066413642,0.066656507741793658,0.19215961274579585,0.19869946244247239,0.064111932250895398,0.0021125789339112577,0.066762058241115807,0.2299632996091765,0.19231658541124474
longer,0.062333361758916794,0.0016715398884511457,0.13376420651188492,0.13118372431061198,0.14460426898918499,0.14098851889253206,0.0017669574859178194,0.13754083566146991,0.063209042288185024,0.063537240049331367,0.15636527890340524,0.0019813369140240233,0.0020356739120828138,0.13354578692470709,0.064393162010692895,0.064544897212908459,0.063649894678122543,0.15829886909880497,0.0022403853719289435,0.061379278486540345,0.062719257398810568,0.13817875104635213,0.14388127096312142,0.057367402447001226,0.0019090012128911704,0.062771034402201997,0.15841897211892453,0.13590639222673495
longest,0.070100244307709114,0.0020089843891359926,0.18218259862700847,0.18054694971241902,0.1918942202489613,0.19141088534812811,0.0024836072523435337,0.16644185535051292,0.069187547919627779,0.071127962493732877,0.18894156744903223,0.0024563355126253628,0.0024245691604977138,0.18136417409824201,0.071437021036603876,0.070356380421042419,0.072421793160615033,0.18899159734983795,0.0025094541475719767,0.070124232408446674,0.072777772149851816,0.16867668909171096,0.19283933920914509,0.059886239098785321,0.0022248154816038035,0.071100786276107386,0.19064189498933648,0.16680741896720841
look,0.068090476921815912,0.0021908763306330847,0.17079695495842706,0.16850261407394751,0.17884699488479328,0.18027158860635184,0.002298748598316247,0.16576770804501639,0.069617368175594385,0.06711925113888495,0.19477528949679312,0.0023026019091031413,0.0025891255224016474,0.16498593063604128,0.069770763824337889,0.068510761262489672,0.068261911491929173,0.19283466086449541,0.002532941537334521,0.070034138392390255,0.07001198427718458,0.16643266260815892,0.18170342099786485,0.060064256736446664,0.0024168881034555278,0.068442536085311922,0.1930664114380114,0.16821669270387107
looked,0.081047456797359807,0.0024223554699404071,0.20759616205154852,0.20757339617425463,0.24810382225958783,0.24936680785047149,0.0033282049555821702,0.19899481705833699,0.081803534329076277,0.080828446714565794,0.21887083157313414,0.0029802644876353312,0.0031268478349447681,0.2049781093483013,0.084778319261016644,0.081573336239676997,0.083997379904192759,0.21779858660289897,0.0028165573680378753,0.080602545691420557,0.083095228955261669,0.20215662171287752,0.25078967132386698,0.078778888194612762,0.0030505589501668151,0.079594251709351083,0.21907957423938484,0.20203019858780169
looking,0.070443908277572964,0.0020570229383615191,0.14646361839744992,0.14749813685198465,0.17186147539601904,0.17193929223763005,0.0023634350311610985,0.17788729221359312,0.070011127338828416,0.071582022353958719,0.17989487428079798,0.0027359708582836983,0.0027660644488640695,0.14637718796375254,0.069985134983164721,0.071390019014954453,0.070408189353465267,0.17900924388816719,0.002652526450066528,0.068754433459845665,0.068897569974257888,0.17654789790784708,0.17006693325877542,0.05357023639072056,0.0023390048773855865,0.069681652154260032,0.17746082771379679,0.18064439367945173
looks,0.070879128303326988,0.0020240239924596004,0.21530232305632113,0.21288813543365848,0.23450954703191218,0.2327724483887571,0.0026516234665839855,0.20978883239510859,0.070717007887810324,0.07206465806111384,0.23634208602612483,0.0028035934717287603,0.0026335792724763163,0.21411223965033832,0.069813302966697077,0.071782835885397023,0.069716966374543277,0.23584734794314344,0.002693293682077158,0.071515076962051505,0.070088573096203866,0.20891171735644154,0.23411437050125472,0.072094443554184373,0.0029539146825980911,0.072038689582843651,0.23506692286105546,0.21126857521168074
lord,0.065714731890308742,0.0021004577399009738,0.13103984496286913,0.12866346641732873,0.14800993084086778,0.1473238753594186,0.0023324592932343347,0.14112720694304925,0.066306492673557926,0.064401315859251462,0.15330147257132443,0.0027110352085301104,0.0021365859786552921,0.12910430196158185,0.066622252552025252,0.06505628311388989,0.065778532847468152,0.15236869137899378,0.0026157256697786346,0.065972716812137788,0.066068175085428948,0.13958309648445644,0.14744014141774942,0.053028373908865278,0.0019463231224229327,0.064281166767049869,0.15159796911879342,0.14214637833535504
los,0.047423534448588711,0.0013090087305869247,0.11371771438623246,0.11480342137668398,0.13210301269642244,0.13387767646541893,0.0017642146900952449,0.11329598680310426,0.047185543170194189,0.04657136038714893,0.12674387193684056,0.0016767218135244066,0.0019157762049961669,0.11267070466878704,0.04600387826115937,0.045990561141501018,0.046623086034160655,0.12543899799175673,0.0019032139887014132,0.04814127201713958,0.047187055176327042,0.11477980499715101,0.13191350840159055,0.050374062143334841,0.0016301963962171984,0.04689916393997251,0.12704195611883429,0.11499661230680669
lose,0.067937113784518166,0.0020272866468118433,0.17898965906592978,0.18095158522404153,0.19475141315385314,0.19874216571867165,0.0032185182794871592,0.18378032567231462,0.066689583704916622,0.064697293870792483,0.20241790708684582,0.00259537838663082,0.0029838094409033733,0.17595280594001539,0.065047860641037736,0.063720362431388566,0.066422501871812312,0.2033818316475432,0.0026169303637870733,0.068965751019261057,0.067061938376687613,0.18373110942072002,0.19602793968633314,0.061542309717299237,0.0031121839590623201,0.065360044490451963,0.20402983508447714,0.18346298614873446
losing,0.055172098778424772,0.0018601178453840905,0.15109412479506079,0.15094021522118906,0.16734818768581594,0.16559557048748352,0.0026008305808783438,0.15546411336475963,0.054110413456768369,0.055599912577710686,0.17157513522063739,0.0026690361084502623,0.0023346174800310537,0.1515980515006129,0.054882487122430379,0.054440669014070409,0.055610067453861434,0.1715389453506696,0.0023348976973219804,0.05490992423329244,0.055947625154902814,0.15616378112079277,0.16501093952533741,0.056622115393964778,0.0027033599621134607,0.055341386554576544,0.17276143552044343,0.15504960410130808
loss,0.06706435454357329,0.0019038753740037162,0.15495436153733855,0.15368647766210486,0.1628798848687073,0.16587609062304531,0.0022301110190598994,0.14268307819677073,0.065529285551893413,0.066795280821067893,0.17816145626849644,0.0024888141676747688,0.002356246352575031,0.15075684453894578,0.063366729082528828,0.065437174448802149,0.064769104514672882,0.1767843289864065,0.0020505671406482184,0.066593201264723678,0.064527320755045858,0.14213186553930013,0.16506618225725589,0.068055079117317563,0.0021112064768560312,0.066325127327014233,0.17663759166613968,0.14497445985833635
losses,0.067949814184609991,0.002067854231911026,0.183259185860836,0.18044570911834745,0.19612682808945692,0.19465895991214288,0.0025562816571365055,0.16471478858793687,0.067409467533658507,0.069372428965658983,0.181128309731588,0.0025080033840066962,0.0029122107436909683,0.18064777455152525,0.069274297518098438,0.06856819011214943,0.070203341047646362,0.18518195468620791,0.0023936361948755369,0.066915795078417939,0.069113762540473966,0.16523790622027601,0.19753788126350691,0.066268514270017564,0.0028722188047343167,0.067932533823272023,0.18383332169398992,0.16289718766660866
lost,0.053179554551145758,0.001726559436225128,0.11764781344442576,0.11995062856630012,0.13378609713732004,0.13279219122249486,0.002025965422052689,0.12521416413732489,0.051576287440134205,0.052367579407059606,0.14598008706543153,0.0024193622360819678,0.0022414324051158729,0.11865618301907732,0.05187172766173187,0.051119975115046623,0.053343955978935487,0.14419073842337127,0.0019674156291010769,0.05315158102091555,0.053232118359204827,0.12765686165134904,0.13109003616301995,0.048980081954623667,0.0019534607920155267,0.05218708601975186,0.14661561900355036,0.12718410781033695
lot,0.068838728399244986,0.0021673700870984414,0.16768306118322929,0.17004375993072762,0.16808486754470775,0.16884859776108996,0.002702999739933265,0.15538052417515646,0.068460696153656686,0.069593028621617981,0.18810586362901316,0.002531121896709343,0.0031026293998366317,0.16716837086117287,0.067803865123593376,0.06926629447765742,0.068607440790063312,0.18333761328204101,0.0026654313348267733,0.070906259593775389,0.070549827655247643,0.15726940286214386,0.16677516074123844,0.054116187022420159,0.0028335841956401708,0.071695674986778091,0.18619312112980901,0.15904258628663881
louis,0.059806461028534263,0.0016777065431927696,0.15426114760574583,0.14964975723527163,0.16668823058605065,0.16403110789818431,0.0021686438676128406,0.14663761171312595,0.059749104854657897,0.060655937118471059,0.16346218334369544,0.0024192507744130731,0.0020125143142317725,0.15178834306213485,0.060074790935258138,0.060600335624624857,0.060051789988242898,0.15996093610587159,0.0025068273030167676,0.058447571431252121,0.058699111961811878,0.14672136883593423,0.16767189160684914,0.058961795600811384,0.0021788124685203636,0.059236742454606417,0.16049923872713889,0.1515620754966337
louisiana,0.068290692317710455,0.0022626185060582449,0.17870844020020304,0.1790771830386293,0.19652308612276403,0.19716525287167674,0.002636075714088193,0.17995920176965252,0.066795877002322812,0.068935914656658048,0.19802002774016381,0.0027698817343853044,0.0024488789077869999,0.17692233457069806,0.067499721627575671,0.067981516304930878,0.068633657380655078,0.19659366363441555,0.0027233518977312077,0.067760111673850321,0.068496996547532052,0.17852700152447776,0.19633151005340921,0.064502877373617373,0.00241806504654829,0.068061470273858893,0.19664563741616015,0.18033044209923332
love,0.067654089780264992,0.0019656703810034815,0.14147980865505905,0.14004940679098921,0.14718011204534953,0.14820162606948473,0.001926500502615669,0.13139871589070284,0.067429729519843051,0.067078995379896034,0.16171507822592801,0.0024591032184735351,0.002177189128720225,0.13820683636891562,0.069053492955945983,0.067125414869425248,0.069122387444078282,0.1628206514643511,0.0024084882036753408,0.067784020223566999,0.069077545103974569,0.13167916710592831,0.14923976646300863,0.0574201077809392,0.0019940987896543971,0.067071119740429119,0.16161121084320373,0.13031702577250925
low,0.057783432378407218,0.0017459121264600252,0.12152767304154455,0.12224356878893972,0.13388404569799306,0.13193446941542086,0.0020681035938018288,0.11665320591137418,0.056844582311792125,0.060281952790626092,0.13326032901450957,0.0021619571000853766,0.0021599926189131979,0.12358524811515315,0.058636975999723506,0.059651561660926999,0.059377747372666989,0.13212133075052412,0.0022957190556486262,0.057492401406316951,0.05929661345614845,0.11599888047761453,0.13181958528532933,0.049438117579669094,0.0020157925904091822,0.059865151602636391,0.13219089665770833,0.11968397820954257
lower,0.066255641649565655,0.0017097869672368926,0.13075732387100292,0.13158242047070401,0.14848892974194938,0.14853267572115347,0.0020028605635157293,0.13074531022760882,0.067490538283982437,0.065942107299466257,0.14621477788293291,0.0023553475648832034,0.0020841983444134238,0.13143579191133248,0.067930216517553044,0.067333536331990351,0.066816763250629241,0.14739992328114915,0.0022554336393554308,0.067285497917349169,0.067766669637889243,0.12849782408675703,0.14760537984910094,0.052970650520092089,0.0020026012084765066,0.066670077837247765,0.14635878239410305,0.12940168588164469
lowest,0.063815011003086064,0.0020636158422208117,0.16072944227533448,0.16303865647832183,0.15333533330018023,0.15749083558564636,0.0025304856085995864,0.16201921135124975,0.061808001593732453,0.064219395909551502,0.20199333709870826,0.0021108415702704164,0.0026161903432272426,0.15808685044519266,0.061691062746034642,0.062306443343771334,0.063824380556175675,0.20116177759130993,0.0025125455125361018,0.064287534891613318,0.064138501836212281,0.16358049902247263,0.15423626515503375,0.055731454487504717,0.0021250986162801855,0.064296493127848575,0.20261950160158615,0.16358736904876692
luis,0.073945670485265791,0.0024901302469181319,0.1978457004355737,0.1995810838687474,0.21976661970960398,0.22520880778807828,0.0022548088869394078,0.20269513169890629,0.073036290959730854,0.072916716684967131,0.22107507036272345,0.0028535508585967317,0.0026283033900603714,0.19479335436376466,0.072154152660620752,0.072248734795123948,0.072942483337962827,0.21857435794430358,0.0026936290266594831,0.072611804784383782,0.072019535704129778,0.20434313934932835,0.22146380569221913,0.059365861298851352,0.0027807202861412916,0.071541502532898926,0.21959050459539886,0.20587935036866523
lyrics,0.058663072388596915,0.0016997669497671453,0.15093266240617975,0.15119738598856747,0.17630351180810311,0.17742667399633694,0.0019175982158861071,0.1637727138991899,0.058134091950971412,0.058286261939384687,0.17461978512282361,0.0024220499823320862,0.0021387401931253214,0.15125796367328515,0.057253156841532427,0.0576550423252844,0.057980374086706199,0.17477467119423518,0.0024099000877230159,0.057741167291905038,0.056878930674472916,0.16540390974049668,0.17629628290669708,0.050596314516904273,0.0019778409077467751,0.057155635450204079,0.17697999563664712,0.16307773551019189
m,0.063074044838229315,0.0019474509257921824,0.15681719529599503,0.15410271579817947,0.15596108955031718,0.15453301887916981,0.0020427699168644731,0.14846488972342209,0.062237666797796631,0.062559208379591724,0.18816359149589557,0.0022883793129417906,0.0019348485456984754,0.15620389033764315,0.061347697777755394,0.061918672640367434,0.062098536853538167,0.18621160228225997,0.0024329879749721561,0.063593647985896951,0.062437205830898179,0.14753854265843525,0.15511828760589264,0.059176171893254526,0.0019712676406441476,0.06247300525668853,0.18643902493351483,0.14997592992998621
m.,0.055185578360612886,0.0016920477504202003,0.13459914612535362,0.13608430943574179,0.15230139286256672,0.15141360292127848,0.0018053619114752895,0.15619998406931668,0.05441703074472426,0.056649332070371816,0.16327291919012177,0.002313801940169391,0.0019779342898585961,0.13444573082338485,0.055166626210582548,0.055651719846538161,0.055893706513320818,0.16492772676499856,0.0025472810781940192,0.055246526953302455,0.05592456092046949,0.15538437123988846,0.15077983968839426,0.04831163789124604,0.0020103999729219613,0.056281579594028908,0.16529112652423306,0.15455906319497603
